compound_id,simstd_hiqbind,ik1_hiqbind
P00918_CHEMBL5417623,0.3809,False
P00918_CHEMBL5419120,0.4119,False
P00918_CHEMBL5419562,0.4546,False
P00918_CHEMBL5409839,0.4375,False
P00918_CHEMBL5406763,0.439,False
P00918_CHEMBL5398527,0.3794,False
P00918_CHEMBL5398482,0.4285,False
P00918_CHEMBL5404478,0.4194,False
P00918_CHEMBL5430744,0.4883,False
P00918_CHEMBL5404207,0.3726,False
P00918_CHEMBL5432122,0.3518,False
P00918_CHEMBL5400096,0.3877,False
P00918_CHEMBL5427772,0.3877,False
P00918_CHEMBL5439825,0.3655,False
P00918_CHEMBL5424006,0.3069,False
P00918_CHEMBL5419432,0.4512,False
P00918_CHEMBL5409853,0.3523,False
P00918_CHEMBL5435757,0.3022,False
P00918_CHEMBL5436128,0.3708,False
P00918_CHEMBL5411012,0.3491,False
P00918_CHEMBL5427767,0.3125,False
P00918_CHEMBL5412673,0.3538,False
P00918_CHEMBL5413719,0.3433,False
P00918_CHEMBL5434757,0.3386,False
P00918_CHEMBL5431226,0.3396,False
P00918_CHEMBL5400438,0.3433,False
P00918_CHEMBL5422561,0.3594,False
P00918_CHEMBL5399183,0.4265,False
P00918_CHEMBL5437429,0.4856,False
P00918_CHEMBL5418551,0.3425,False
P00918_CHEMBL5417736,0.3333,False
P00918_CHEMBL5431631,0.4238,False
P00918_CHEMBL5411887,0.4263,False
P00918_CHEMBL5408930,0.4058,False
P00918_CHEMBL5406683,0.3943,False
P00918_CHEMBL5414681,0.353,False
P00918_CHEMBL5405122,0.397,False
P00918_CHEMBL5422492,0.397,False
P00918_CHEMBL5438275,0.3333,False
P00918_CHEMBL5411466,0.3582,False
P00918_CHEMBL5419182,0.4404,False
P00918_CHEMBL5428815,0.4905,False
P00918_CHEMBL5435073,0.418,False
P00918_CHEMBL5438823,0.3333,False
P00918_CHEMBL5406041,0.3921,False
P00918_CHEMBL5402391,0.3906,False
P00918_CHEMBL5438178,0.4143,False
P00918_CHEMBL5438727,0.3601,False
P00918_CHEMBL5433495,0.4333,False
P00918_CHEMBL5440256,0.4058,False
P00918_CHEMBL5433631,0.3635,False
P00918_CHEMBL5439068,0.491,False
P00918_CHEMBL5406460,0.394,False
P00918_CHEMBL5401486,0.353,False
P00918_CHEMBL5424643,0.5083,False
P00918_CHEMBL5438359,0.4033,False
P00918_CHEMBL5395842,0.3418,False
P00918_CHEMBL5402861,0.4844,False
P00918_CHEMBL5422807,0.4844,False
P00918_CHEMBL5415701,0.5366,False
P00918_CHEMBL5417652,0.52,False
P00918_CHEMBL5430843,0.4482,False
P00918_CHEMBL5415971,0.3809,False
P00918_CHEMBL5434579,0.365,False
P00918_CHEMBL5427495,0.4426,False
P00918_CHEMBL5396279,0.3433,False
P00918_CHEMBL5427064,0.4546,False
P00918_CHEMBL5434717,0.3928,False
P00918_CHEMBL5405313,0.4912,False
P00918_CHEMBL5428119,0.5,False
P00918_CHEMBL5399497,0.4333,False
P00918_CHEMBL5416544,0.3582,False
P00918_CHEMBL5413914,0.3899,False
P00918_CHEMBL5435567,0.3999,False
P00918_CHEMBL5406828,0.5093,False
P00918_CHEMBL5421787,0.5356,False
P00918_CHEMBL5410832,0.5601,False
P00918_CHEMBL5396229,0.5083,False
P00918_CHEMBL5400915,0.4285,False
P00918_CHEMBL5423723,0.4443,False
P00918_CHEMBL5409485,0.5806,False
P00918_CHEMBL5411876,0.52,False
P00918_CHEMBL5430806,0.4878,False
P00918_CHEMBL5427215,0.3965,False
P00918_CHEMBL5418987,0.3936,False
P00918_CHEMBL5417966,0.45,False
P00918_CHEMBL5427397,0.4375,False
P00918_CHEMBL5393899,0.5195,False
P00918_CHEMBL5416640,0.4773,False
P00918_CHEMBL5399753,0.7451,False
P00918_CHEMBL5432003,0.5371,False
P00918_CHEMBL5399026,0.5635,False
P00918_CHEMBL5413773,0.4912,False
P00918_CHEMBL5416330,0.5,False
P00918_CHEMBL5429247,0.5,False
P00918_CHEMBL5438146,0.4915,False
P00918_CHEMBL5400590,0.6113,False
P00918_CHEMBL5423705,0.6079,False
P00918_CHEMBL5420340,0.5742,False
P00918_CHEMBL5418256,0.5635,False
P00918_CHEMBL5408414,0.5635,False
P00918_CHEMBL5422630,0.4844,False
P00918_CHEMBL5412024,0.4404,False
P00918_CHEMBL5424738,0.5942,False
P00918_CHEMBL5423986,0.5137,False
P00918_CHEMBL5439333,0.5669,False
P00918_CHEMBL5435748,0.4546,False
P00918_CHEMBL5422747,0.5,False
P00918_CHEMBL5423626,0.4878,False
P00918_CHEMBL5407099,0.5254,False
P00918_CHEMBL5439232,0.5137,False
P00918_CHEMBL5412326,0.5,False
P00918_CHEMBL5404854,0.5083,False
P00918_CHEMBL5434475,0.5083,False
P00918_CHEMBL5398061,0.3635,False
P00918_CHEMBL5422153,0.3333,False
P00918_CHEMBL5395857,0.3635,False
P00918_CHEMBL5397659,0.4194,False
P00918_CHEMBL5419752,0.4746,False
P00918_CHEMBL5404038,0.4597,False
P00918_CHEMBL5439318,0.4575,False
P00918_CHEMBL5405279,0.5,False
P00918_CHEMBL5437142,0.4604,False
P00918_CHEMBL5420020,0.4746,False
P00918_CHEMBL5432770,0.4355,False
P00918_CHEMBL5395679,0.3872,False
P00918_CHEMBL5424727,0.3872,False
P00918_CHEMBL5425125,0.3809,False
P00918_CHEMBL5412351,0.5,False
P00918_CHEMBL5424664,0.3936,False
P00918_CHEMBL5420931,0.3647,False
P00918_CHEMBL5417084,0.3333,False
P00918_CHEMBL5430482,0.3635,False
P00918_CHEMBL5414077,0.4194,False
P00918_CHEMBL5402143,0.4746,False
P00918_CHEMBL5426216,0.4597,False
P00918_CHEMBL5413021,0.4575,False
P00918_CHEMBL5402145,0.5,False
P00918_CHEMBL5438010,0.4604,False
P00918_CHEMBL5421531,0.4746,False
P00918_CHEMBL5411936,0.4355,False
P00918_CHEMBL5419447,0.3872,False
P00918_CHEMBL5396393,0.3872,False
P00918_CHEMBL5409658,0.3809,False
P00918_CHEMBL5413693,0.5,False
P00918_CHEMBL5429073,0.3936,False
P00918_CHEMBL5401434,0.3647,False
P00918_CHEMBL5402497,0.6001,False
P00918_CHEMBL5412870,0.7666,False
P00918_CHEMBL5432551,0.4717,False
P00918_CHEMBL5419500,0.6665,False
P00918_CHEMBL5420864,0.5332,False
P00918_CHEMBL5432940,0.3809,False
P00918_CHEMBL5402055,0.4814,False
P00918_CHEMBL5419817,0.4546,False
P00918_CHEMBL5422706,0.5,False
P00918_CHEMBL5425202,0.5,False
P00918_CHEMBL5433765,0.5474,False
P00918_CHEMBL5420539,0.5,False
P00918_CHEMBL5395423,0.5,False
P00918_CHEMBL5405733,0.4426,False
P00918_CHEMBL5403355,0.4312,False
P00918_CHEMBL5407842,0.3999,False
P00918_CHEMBL5396530,0.4106,False
P00918_CHEMBL5397521,0.3999,False
P00918_CHEMBL5439370,0.585,False
P00918_CHEMBL5415949,0.585,False
P00918_CHEMBL5395274,0.3547,False
P00918_CHEMBL5407876,0.322,False
P00918_CHEMBL5430374,0.4285,False
P00918_CHEMBL5403578,0.3286,False
P00918_CHEMBL5439016,0.3333,False
P00918_CHEMBL5430474,0.3618,False
P00918_CHEMBL5439521,0.3201,False
P00918_CHEMBL5433722,0.6138,False
P00918_CHEMBL5416307,0.5747,False
P00918_CHEMBL5402383,0.6089,False
P00918_CHEMBL5397739,0.6089,False
P00918_CHEMBL5399974,0.3137,False
P00918_CHEMBL5420429,0.3447,False
P00918_CHEMBL5414672,0.446,False
P00918_CHEMBL5413921,0.4246,False
P00918_CHEMBL5423604,0.3977,False
P00918_CHEMBL5436862,0.3372,False
P00918_CHEMBL5422102,0.4866,False
P00918_CHEMBL5406077,0.6416,False
P00918_CHEMBL5440906,0.4385,False
P00918_CHEMBL5440763,0.4243,False
P00918_CHEMBL5436282,0.4167,False
P00918_CHEMBL5411702,0.4385,False
P00918_CHEMBL5414836,0.4243,False
P00918_CHEMBL5418786,0.4243,False
P00918_CHEMBL5412077,0.4243,False
P00918_CHEMBL5433578,0.4243,False
P00918_CHEMBL5399204,0.3494,False
P00918_CHEMBL5433154,0.3677,False
P00918_CHEMBL5409881,0.375,False
P00918_CHEMBL5403938,0.3494,False
P00918_CHEMBL5421790,0.3677,False
P00918_CHEMBL5433629,0.3521,False
P00918_CHEMBL5425764,0.3447,False
P00918_CHEMBL5420500,0.3804,False
P00918_CHEMBL5432812,0.543,False
P00918_CHEMBL5408885,0.3962,False
P00918_CHEMBL5403077,0.4031,False
P00918_CHEMBL5420858,0.3572,False
P00918_CHEMBL5396677,0.3684,False
P00918_CHEMBL5413403,0.3879,False
P00918_CHEMBL5410282,0.4363,False
P00918_CHEMBL5422467,0.3572,False
P00918_CHEMBL5417595,0.5166,False
P00918_CHEMBL5402892,0.3472,False
P00918_CHEMBL5421078,0.3064,False
P00918_CHEMBL5435151,0.2778,False
P00918_CHEMBL5404239,0.3906,False
P00918_CHEMBL5440220,0.5,False
P00918_CHEMBL5400662,0.3157,False
P00918_CHEMBL5436091,0.3799,False
P00918_CHEMBL5415766,0.4888,False
P00918_CHEMBL5431518,0.186,False
P01116_CHEMBL5405893,0.2031,False
P01116_CHEMBL5430615,0.1901,False
P01116_CHEMBL5436936,0.3098,False
P01116_CHEMBL5394061,0.2029,False
P01116_CHEMBL5431314,0.2207,False
P01116_CHEMBL5406019,0.2313,False
P01116_CHEMBL5437416,0.2123,False
P01116_CHEMBL5397857,0.2177,False
P01116_CHEMBL5408905,0.2216,False
P01116_CHEMBL5401101,0.2253,False
P01116_CHEMBL5413564,0.2119,False
P01116_CHEMBL5415578,0.1987,False
P01116_CHEMBL5402298,0.1918,False
P01116_CHEMBL5408294,0.1971,False
P01116_CHEMBL5434304,0.3438,False
P01116_CHEMBL5396905,0.271,False
P01116_CHEMBL5397270,0.2449,False
P01116_CHEMBL5434387,0.2455,False
P01116_CHEMBL5436538,0.2554,False
P01116_CHEMBL5423732,0.2396,False
P01116_CHEMBL5439404,0.261,False
P01116_CHEMBL5411433,0.2654,False
P01116_CHEMBL5440242,0.2622,False
P01116_CHEMBL5411023,0.2605,False
P01116_CHEMBL5434277,0.2396,False
P01116_CHEMBL5430597,0.2222,False
P01116_CHEMBL5401145,0.225,False
P01116_CHEMBL5420106,0.2482,False
P01116_CHEMBL5413109,0.2246,False
P01116_CHEMBL5429450,0.243,False
P01116_CHEMBL5413213,0.2408,False
P01116_CHEMBL5407974,0.2578,False
P01116_CHEMBL5423141,0.2478,False
P01116_CHEMBL5440407,0.2444,False
P01116_CHEMBL5432250,0.2482,False
P01116_CHEMBL5433325,0.2408,False
P01116_CHEMBL5399365,0.2559,False
P01116_CHEMBL5434458,0.2374,False
P01116_CHEMBL5407525,0.25,False
P01116_CHEMBL5407640,0.2408,False
P01116_CHEMBL5439684,0.2437,False
P01116_CHEMBL5403842,0.262,False
P01116_CHEMBL5421903,0.2437,False
P01116_CHEMBL5400481,0.2391,False
P01116_CHEMBL5400366,0.2437,False
P01116_CHEMBL5403626,0.2462,False
P01116_CHEMBL5401087,0.2408,False
P01116_CHEMBL5429318,0.2559,False
P01116_CHEMBL5438399,0.2539,False
P01116_CHEMBL5405632,0.2106,False
P01116_CHEMBL5426739,0.2119,False
P01116_CHEMBL5398980,0.2197,False
P03372_CHEMBL5408419,0.7319,False
P03372_CHEMBL5435203,0.5093,False
P03372_CHEMBL5419649,0.6416,False
P03372_CHEMBL5414572,0.623,False
P03372_CHEMBL5428681,0.623,False
P03372_CHEMBL5406865,0.7817,False
P03372_CHEMBL5398866,0.6514,False
P03372_CHEMBL5432102,0.6514,False
P03372_CHEMBL5432210,0.5674,False
P03372_CHEMBL5409872,0.4644,False
P03372_CHEMBL5425958,0.4602,False
P03372_CHEMBL5430840,0.562,False
P03372_CHEMBL5402062,0.4602,False
P03372_CHEMBL5422265,0.4583,False
P03372_CHEMBL5418457,0.562,False
P03372_CHEMBL5438497,0.4602,False
P03372_CHEMBL5394554,0.562,False
P03372_CHEMBL5421913,0.562,False
P03372_CHEMBL5397899,0.562,False
P03372_CHEMBL5436713,0.6665,False
P03372_CHEMBL5435743,0.646,False
P03372_CHEMBL5423781,0.646,False
P03372_CHEMBL5394879,0.6772,False
P03372_CHEMBL5423408,0.6772,False
P03372_CHEMBL5403080,0.7778,False
P03372_CHEMBL5407335,0.7368,False
P03372_CHEMBL5414659,0.7368,False
P03372_CHEMBL5424929,0.6289,False
P03372_CHEMBL5426251,0.6001,False
P03372_CHEMBL5423258,0.6001,False
P03372_CHEMBL5414261,0.52,False
P03372_CHEMBL5433532,0.5195,False
P03372_CHEMBL5398724,0.5195,False
P03372_CHEMBL5396802,0.6191,False
P03372_CHEMBL5409541,0.5269,False
P03372_CHEMBL5417949,0.4333,False
P03372_CHEMBL5404699,0.4478,False
P03372_CHEMBL5420394,0.4285,False
P03372_CHEMBL5427513,0.4285,False
P03372_CHEMBL5403840,0.5342,False
P03372_CHEMBL5406802,0.3999,False
P03372_CHEMBL5424786,0.5747,False
P03372_CHEMBL5417452,0.4285,False
P03372_CHEMBL5426947,0.4285,False
P03372_CHEMBL5398397,0.5464,False
P03372_CHEMBL5413289,0.4482,False
P03372_CHEMBL5404403,0.4482,False
P03372_CHEMBL5409715,0.3899,False
P03372_CHEMBL5430117,0.3872,False
P03372_CHEMBL5394007,0.5605,False
P03372_CHEMBL5399056,0.4412,False
P03372_CHEMBL5400203,0.4226,False
P03372_CHEMBL5437007,0.4761,False
P03372_CHEMBL5425664,0.366,False
P03372_CHEMBL5436409,0.7256,False
P03372_CHEMBL5429522,0.4131,False
P03372_CHEMBL5394016,0.4175,False
P03372_CHEMBL5395953,0.427,False
P03372_CHEMBL5431822,0.3645,False
P03372_CHEMBL5427627,0.3645,False
P03372_CHEMBL5428797,0.3679,False
P03372_CHEMBL5413340,0.522,False
P03372_CHEMBL5404063,0.522,False
P03372_CHEMBL5394546,0.4395,False
P03372_CHEMBL5412790,0.4084,False
P03372_CHEMBL5421409,0.4084,False
P03372_CHEMBL5433442,0.3918,False
P03372_CHEMBL5405944,0.3918,False
P03372_CHEMBL5408038,0.4929,False
P03372_CHEMBL5422315,0.4084,False
P03372_CHEMBL5401146,0.4084,False
P03372_CHEMBL5400803,0.5205,False
P03372_CHEMBL5403786,0.4177,False
P03372_CHEMBL5410004,0.4177,False
P03372_CHEMBL5426175,0.4023,False
P03372_CHEMBL5411799,0.4177,False
P03372_CHEMBL5418690,0.4697,False
P03372_CHEMBL5436925,0.4226,False
P03372_CHEMBL5402392,0.4055,False
P03951_CHEMBL5399926,0.6709,False
P03951_CHEMBL5400859,0.3474,False
P03951_CHEMBL5422323,0.3298,False
P03951_CHEMBL5428779,0.3201,False
P03951_CHEMBL5438074,0.2688,False
P03951_CHEMBL5422380,0.3242,False
P03951_CHEMBL5395642,0.2947,False
P03951_CHEMBL5416393,0.4187,False
P03951_CHEMBL5413065,0.4299,False
P03951_CHEMBL5426898,0.3792,False
P03951_CHEMBL5419603,0.2681,False
P03951_CHEMBL5439061,0.2913,False
P03951_CHEMBL5406534,0.3516,False
P03951_CHEMBL5427891,0.3059,False
P03951_CHEMBL5412953,0.2812,False
P03951_CHEMBL5420409,0.2842,False
P03951_CHEMBL5439131,0.2917,False
P03951_CHEMBL5420055,0.3516,False
P03951_CHEMBL5431336,0.2795,False
P03951_CHEMBL5398062,0.314,False
P03951_CHEMBL5416199,0.3096,False
P03951_CHEMBL5434010,0.3086,False
P03951_CHEMBL5432831,0.2959,False
P03951_CHEMBL5404596,0.3157,False
P03951_CHEMBL5437779,0.3191,False
P03951_CHEMBL5419156,0.303,False
P03951_CHEMBL5400795,0.3059,False
P03951_CHEMBL5400667,0.3132,False
P03951_CHEMBL5395901,0.2844,False
P03951_CHEMBL5435153,0.3726,False
P03951_CHEMBL5436073,0.3789,False
P03951_CHEMBL5426362,0.2764,False
P03951_CHEMBL5426903,0.2952,False
P03951_CHEMBL5397593,0.3083,False
P03951_CHEMBL5403102,0.272,False
P03951_CHEMBL5425168,0.3914,False
P03951_CHEMBL5423135,0.3999,False
P03951_CHEMBL5410680,0.4409,False
P03951_CHEMBL5403224,0.2856,False
P04629_CHEMBL5428085,0.343,False
P04629_CHEMBL5424164,0.3059,False
P04629_CHEMBL5427137,0.4167,False
P04629_CHEMBL5407680,0.3225,False
P04629_CHEMBL5418921,0.353,False
P04629_CHEMBL5424443,1.0,True
P04629_CHEMBL5396900,0.2874,False
P04629_CHEMBL5399402,0.353,False
P04629_CHEMBL5406952,0.4653,False
P04629_CHEMBL5414386,0.4246,False
P04629_CHEMBL5422637,0.4246,False
P04629_CHEMBL5439768,0.4673,False
P04629_CHEMBL5406821,0.3083,False
P04629_CHEMBL5401624,0.3137,False
P04629_CHEMBL5430182,0.4265,False
P04629_CHEMBL5403006,0.3914,False
P04629_CHEMBL5434198,0.3394,False
P04629_CHEMBL5401850,0.3181,False
P04629_CHEMBL5394214,0.365,False
P04629_CHEMBL5431124,0.3462,False
P04629_CHEMBL5421662,0.3333,False
P04629_CHEMBL5400169,0.2554,False
P04629_CHEMBL5410147,0.3333,False
P04629_CHEMBL5416521,0.375,False
P04629_CHEMBL5432219,0.3306,False
P04629_CHEMBL5410884,0.3223,False
P04629_CHEMBL5421829,0.3845,False
P04629_CHEMBL5405759,0.3306,False
P04629_CHEMBL5396972,0.2983,False
P04629_CHEMBL5415833,0.3445,False
P04629_CHEMBL5420615,0.4324,False
P04629_CHEMBL5404881,0.3298,False
P04629_CHEMBL5393854,0.5454,False
P04629_CHEMBL5406744,0.3975,False
P04629_CHEMBL5397303,0.3157,False
P04629_CHEMBL5432162,0.3069,False
P04629_CHEMBL5400736,0.3301,False
P04629_CHEMBL5426828,0.3364,False
P04629_CHEMBL5404983,0.3225,False
P04629_CHEMBL5432542,0.3369,False
P04629_CHEMBL5399648,0.3142,False
P04629_CHEMBL5420150,0.3269,False
P04629_CHEMBL5402864,0.3203,False
P04629_CHEMBL5439790,0.3201,False
P04629_CHEMBL5423111,0.3462,False
P04629_CHEMBL5408496,0.353,False
P04629_CHEMBL5425999,0.3271,False
P04629_CHEMBL5424704,0.3496,False
P04629_CHEMBL5439446,0.324,False
P04629_CHEMBL5420852,0.3274,False
P04629_CHEMBL5435158,0.3333,False
P04629_CHEMBL5424463,0.3271,False
P04629_CHEMBL5429187,0.313,False
P04629_CHEMBL5429940,0.3071,False
P04629_CHEMBL5397250,0.353,False
P04629_CHEMBL5435416,0.3196,False
P04629_CHEMBL5409434,0.3298,False
P04629_CHEMBL5438019,0.3196,False
P04629_CHEMBL5430106,0.3201,False
P04629_CHEMBL5418250,0.3264,False
P04629_CHEMBL5429009,0.3369,False
P04629_CHEMBL5396416,0.3232,False
P04629_CHEMBL5425790,0.3069,False
P04629_CHEMBL5405656,0.3164,False
P04629_CHEMBL5430972,0.3164,False
P04629_CHEMBL5412525,0.3101,False
P04629_CHEMBL5416004,0.3975,False
P04629_CHEMBL5420791,0.3301,False
P04629_CHEMBL5394049,0.3706,False
P04629_CHEMBL5438621,0.3875,False
P04629_CHEMBL5408929,0.3875,False
P04629_CHEMBL5433110,0.3875,False
P04629_CHEMBL5422195,0.366,False
P04629_CHEMBL5394378,0.366,False
P04629_CHEMBL5429379,0.3796,False
P04629_CHEMBL5422461,0.3928,False
P04629_CHEMBL5411653,0.3625,False
P04629_CHEMBL5431604,0.7002,False
P04629_CHEMBL5404930,0.3425,False
P04629_CHEMBL5429933,0.3164,False
P04629_CHEMBL5394749,0.3379,False
P04629_CHEMBL5436505,0.3767,False
P04629_CHEMBL5401007,0.3489,False
P04629_CHEMBL5421856,0.4226,False
P04629_CHEMBL5401510,0.3936,False
P04629_CHEMBL5404415,0.5073,False
P04629_CHEMBL5409228,0.4189,False
P04629_CHEMBL5422996,0.4443,False
P04629_CHEMBL5393979,0.3975,False
P04629_CHEMBL5434909,0.48,False
P04629_CHEMBL5418831,0.3975,False
P04629_CHEMBL5412950,0.4246,False
P04629_CHEMBL5406403,0.3086,False
P04629_CHEMBL5402630,0.3484,False
P04629_CHEMBL5412694,0.5425,False
P04629_CHEMBL5435508,0.3333,False
P04629_CHEMBL5429071,0.321,False
P04629_CHEMBL5421895,0.4026,False
P04629_CHEMBL5426432,0.3975,False
P04629_CHEMBL5424554,0.4417,False
P04629_CHEMBL5412491,0.3975,False
P04629_CHEMBL5405520,0.408,False
P04629_CHEMBL5431992,0.5161,False
P04629_CHEMBL5426605,0.4133,False
P04629_CHEMBL5432702,0.4246,False
P04629_CHEMBL5399429,0.4133,False
P04629_CHEMBL5423414,0.4133,False
P04629_CHEMBL5406562,0.4133,False
P04629_CHEMBL5429205,0.4324,False
P04629_CHEMBL5439400,0.4268,False
P04629_CHEMBL5412443,0.4226,False
P04629_CHEMBL5415584,0.4246,False
P04629_CHEMBL5436311,0.4426,False
P06276_CHEMBL5394478,0.3691,False
P06276_CHEMBL5400593,0.3779,False
P06276_CHEMBL5428978,0.3735,False
P06276_CHEMBL5410208,0.375,False
P06276_CHEMBL5431791,0.375,False
P06276_CHEMBL5399188,0.375,False
P06276_CHEMBL5421921,0.3779,False
P06276_CHEMBL5417071,0.3215,False
P06276_CHEMBL5398025,0.322,False
P06276_CHEMBL5422164,0.3508,False
P06276_CHEMBL5403494,0.3501,False
P06276_CHEMBL5397813,0.3333,False
P06276_CHEMBL5420941,0.3215,False
P06276_CHEMBL5399726,0.3274,False
P06276_CHEMBL5431372,0.3276,False
P06276_CHEMBL5422439,0.3508,False
P06276_CHEMBL5414976,0.3015,False
P06276_CHEMBL5420342,0.3091,False
P06276_CHEMBL5400996,0.2856,False
P06276_CHEMBL5418052,0.356,False
P06276_CHEMBL5411459,0.3552,False
P06276_CHEMBL5411568,0.3103,False
P06276_CHEMBL5431415,0.3167,False
P06276_CHEMBL5425456,0.3181,False
P06276_CHEMBL5435772,0.3147,False
P06276_CHEMBL5394683,0.4133,False
P06276_CHEMBL5407856,0.4133,False
P06276_CHEMBL5429001,0.4546,False
P06276_CHEMBL5440735,0.408,False
P06276_CHEMBL5413749,0.3875,False
P06276_CHEMBL5408610,0.3696,False
P06276_CHEMBL5404420,0.3696,False
P06276_CHEMBL5421463,0.2917,False
P06276_CHEMBL5406889,0.302,False
P06276_CHEMBL5420247,0.3379,False
P06276_CHEMBL5409611,0.3572,False
P06276_CHEMBL5412993,0.2837,False
P06276_CHEMBL5398273,0.3225,False
P06276_CHEMBL5396049,0.3555,False
P06276_CHEMBL5424979,0.3052,False
P06276_CHEMBL5413699,0.353,False
P06276_CHEMBL5420880,0.3394,False
P06276_CHEMBL5437254,0.3635,False
P06276_CHEMBL5434796,0.3115,False
P06276_CHEMBL5441139,0.3333,False
P06276_CHEMBL5429766,0.2979,False
P06276_CHEMBL5409303,0.3044,False
P06276_CHEMBL5395691,0.4133,False
P06276_CHEMBL5414324,0.4443,False
P06276_CHEMBL5395228,0.3181,False
P06276_CHEMBL5405929,0.4133,False
P06276_CHEMBL5424787,0.3088,False
P06276_CHEMBL5395270,0.311,False
P06276_CHEMBL5416421,0.3147,False
P06276_CHEMBL5421196,0.3088,False
P06276_CHEMBL5404463,0.2856,False
P06276_CHEMBL5425753,0.3259,False
P06276_CHEMBL5411758,0.3552,False
P06276_CHEMBL5429690,0.3462,False
P06276_CHEMBL5401121,0.3455,False
P06276_CHEMBL5440083,0.3704,False
P06276_CHEMBL5425341,0.3167,False
P06276_CHEMBL5436185,0.3269,False
P06276_CHEMBL5434452,0.302,False
P06276_CHEMBL5403457,0.3,False
P06276_CHEMBL5406359,0.3467,False
P06276_CHEMBL5430829,0.3818,False
P06276_CHEMBL5411397,0.3064,False
P06276_CHEMBL5422050,0.3015,False
P06276_CHEMBL5412500,0.3015,False
P06276_CHEMBL5414873,0.314,False
P06276_CHEMBL5419243,0.2644,False
P06276_CHEMBL5417346,0.2561,False
P06276_CHEMBL5426103,0.2644,False
P06276_CHEMBL5440753,0.2561,False
P06276_CHEMBL5434553,0.2561,False
P06276_CHEMBL5396497,0.2529,False
P06276_CHEMBL5433692,0.2878,False
P06276_CHEMBL5429608,0.3948,False
P06276_CHEMBL5396394,0.3975,False
P06276_CHEMBL5435599,0.3999,False
P06276_CHEMBL5426763,0.3896,False
P06276_CHEMBL5407369,0.3704,False
P06276_CHEMBL5405546,0.4109,False
P06276_CHEMBL5426641,0.2844,False
P06276_CHEMBL5412278,0.3193,False
P06276_CHEMBL5412829,0.3948,False
P06276_CHEMBL5408735,0.2715,False
P06276_CHEMBL5422875,0.3845,False
P06276_CHEMBL5427320,0.2986,False
P06276_CHEMBL5416357,0.2534,False
P06276_CHEMBL5419364,0.3049,False
P06276_CHEMBL5436261,0.3013,False
P06276_CHEMBL5405496,0.2874,False
P06276_CHEMBL5415210,0.2874,False
P06276_CHEMBL5440573,0.3333,False
P06276_CHEMBL5416559,0.3623,False
P06276_CHEMBL5418400,0.3601,False
P06276_CHEMBL5417185,0.3157,False
P06276_CHEMBL5408893,0.2856,False
P06276_CHEMBL5415204,0.3333,False
P06276_CHEMBL5439292,0.4358,False
P06276_CHEMBL5433937,0.3965,False
P06276_CHEMBL5439067,0.377,False
P06276_CHEMBL5438175,0.3137,False
P06276_CHEMBL5430903,0.2827,False
P06276_CHEMBL5398901,0.4558,False
P06276_CHEMBL5415150,0.3733,False
P06276_CHEMBL5399673,0.2759,False
P06276_CHEMBL5438801,0.2839,False
P06276_CHEMBL5431870,0.3291,False
P06276_CHEMBL5416710,0.2698,False
P06276_CHEMBL5439093,0.2759,False
P06276_CHEMBL5412564,0.5425,False
P06276_CHEMBL5409365,0.3943,False
P06276_CHEMBL5411394,0.3735,False
P06276_CHEMBL5401934,0.356,False
P06276_CHEMBL5418088,0.3721,False
P06276_CHEMBL5436917,0.3655,False
P06276_CHEMBL5426401,0.283,False
P06276_CHEMBL5414920,0.3621,False
P06276_CHEMBL5395541,0.3765,False
P06276_CHEMBL5401178,0.4312,False
P06276_CHEMBL5412854,0.3674,False
P06276_CHEMBL5409352,0.5,False
P06276_CHEMBL5433139,0.6182,False
P07333_CHEMBL5405436,0.7017,False
P07333_CHEMBL5418732,0.3086,False
P07333_CHEMBL5415503,0.4536,False
P07333_CHEMBL5428147,0.282,False
P07333_CHEMBL5430774,0.2771,False
P07333_CHEMBL5438171,0.2947,False
P07333_CHEMBL5427025,0.2715,False
P07333_CHEMBL5422579,0.2856,False
P07333_CHEMBL5422465,0.3035,False
P07333_CHEMBL5417607,0.3035,False
P07333_CHEMBL5407395,0.2976,False
P07333_CHEMBL5431736,0.2942,False
P07333_CHEMBL5417420,0.2856,False
P07333_CHEMBL5406229,0.2917,False
P07333_CHEMBL5424810,0.2964,False
P07333_CHEMBL5401076,0.281,False
P07333_CHEMBL5404686,0.2874,False
P07333_CHEMBL5400254,0.2952,False
P07333_CHEMBL5399299,0.353,False
P07333_CHEMBL5394928,0.3049,False
P07333_CHEMBL5418474,0.3096,False
P07333_CHEMBL5431583,0.3333,False
P07333_CHEMBL5413223,0.3142,False
P07333_CHEMBL5432592,0.3132,False
P07333_CHEMBL5436096,0.3376,False
P07333_CHEMBL5417945,0.3462,False
P07333_CHEMBL5438430,0.3059,False
P07333_CHEMBL5405639,0.3804,False
P07333_CHEMBL5410996,0.3438,False
P07333_CHEMBL5434318,0.3293,False
P07333_CHEMBL5429835,0.2908,False
P07333_CHEMBL5432649,0.3333,False
P07333_CHEMBL5410355,0.2793,False
P07333_CHEMBL5403478,0.3333,False
P07333_CHEMBL5428255,0.2791,False
P07333_CHEMBL5426924,0.3472,False
P07333_CHEMBL5428593,0.3289,False
P07333_CHEMBL5397493,0.2817,False
P07333_CHEMBL5424694,0.2964,False
P07333_CHEMBL5403333,0.2891,False
