compound_id,simstd_davis3d,ik1_davis3d
P06276_CHEMBL5409611,0.2297,False
P06276_CHEMBL5412993,0.23,False
P06276_CHEMBL5398273,0.2267,False
P06276_CHEMBL5396049,0.2285,False
P06276_CHEMBL5424979,0.2433,False
P06276_CHEMBL5413699,0.2106,False
P06276_CHEMBL5420880,0.2329,False
P06276_CHEMBL5437254,0.3044,False
P06276_CHEMBL5434796,0.2639,False
P06276_CHEMBL5441139,0.2319,False
P06276_CHEMBL5429766,0.2285,False
P06276_CHEMBL5409303,0.1724,False
P06276_CHEMBL5395691,0.1848,False
P06276_CHEMBL5414324,0.1974,False
P06276_CHEMBL5395228,0.1927,False
P06276_CHEMBL5405929,0.1848,False
P06276_CHEMBL5424787,0.1744,False
P06276_CHEMBL5395270,0.1818,False
P06276_CHEMBL5416421,0.217,False
P06276_CHEMBL5421196,0.1827,False
P06276_CHEMBL5404463,0.2181,False
P06276_CHEMBL5425753,0.1818,False
P06276_CHEMBL5411758,0.1855,False
P06276_CHEMBL5429690,0.2319,False
P06276_CHEMBL5401121,0.2361,False
P06276_CHEMBL5440083,0.3088,False
P06276_CHEMBL5425341,0.2676,False
P06276_CHEMBL5436185,0.2354,False
P06276_CHEMBL5434452,0.2319,False
P06276_CHEMBL5403457,0.1792,False
P06276_CHEMBL5406359,0.1687,False
P06276_CHEMBL5430829,0.2639,False
P06276_CHEMBL5411397,0.1942,False
P06276_CHEMBL5422050,0.24,False
P06276_CHEMBL5412500,0.2524,False
P06276_CHEMBL5414873,0.2285,False
P06276_CHEMBL5419243,0.1666,False
P06276_CHEMBL5417346,0.1333,False
P06276_CHEMBL5426103,0.1666,False
P06276_CHEMBL5440753,0.1333,False
P06276_CHEMBL5434553,0.1333,False
P06276_CHEMBL5396497,0.1318,False
P06276_CHEMBL5433692,0.1538,False
P06276_CHEMBL5429608,0.1848,False
P06276_CHEMBL5396394,0.179,False
P06276_CHEMBL5435599,0.1868,False
P06276_CHEMBL5426763,0.2222,False
P06276_CHEMBL5407369,0.2278,False
P06276_CHEMBL5405546,0.1801,False
P06276_CHEMBL5426641,0.1685,False
P06276_CHEMBL5412278,0.1765,False
P06276_CHEMBL5412829,0.1848,False
P06276_CHEMBL5408735,0.2,False
P06276_CHEMBL5422875,0.3181,False
P06276_CHEMBL5427320,0.1852,False
P06276_CHEMBL5416357,0.1683,False
P06276_CHEMBL5419364,0.2018,False
P06276_CHEMBL5436261,0.2,False
P06276_CHEMBL5405496,0.193,False
P06276_CHEMBL5415210,0.193,False
P06276_CHEMBL5440573,0.2253,False
P06276_CHEMBL5416559,0.2793,False
P06276_CHEMBL5418400,0.2388,False
P06276_CHEMBL5417185,0.2162,False
P06276_CHEMBL5408893,0.2307,False
P06276_CHEMBL5415204,0.2319,False
P06276_CHEMBL5439292,0.1852,False
P06276_CHEMBL5433937,0.2388,False
P06276_CHEMBL5439067,0.2463,False
P06276_CHEMBL5438175,0.2388,False
P06276_CHEMBL5430903,0.1691,False
P06276_CHEMBL5398901,0.219,False
P06276_CHEMBL5415150,0.1826,False
P06276_CHEMBL5399673,0.1548,False
P06276_CHEMBL5438801,0.2069,False
P06276_CHEMBL5431870,0.1835,False
P06276_CHEMBL5416710,0.1733,False
P06276_CHEMBL5439093,0.1387,False
P06276_CHEMBL5412564,0.1809,False
P06276_CHEMBL5409365,0.1735,False
P06276_CHEMBL5411394,0.26,False
P06276_CHEMBL5401934,0.1777,False
P06276_CHEMBL5418088,0.179,False
P06276_CHEMBL5436917,0.1744,False
P06276_CHEMBL5426401,0.1688,False
P06276_CHEMBL5414920,0.1798,False
P06276_CHEMBL5395541,0.1809,False
P06276_CHEMBL5401178,0.2673,False
P06276_CHEMBL5412854,0.2118,False
P06276_CHEMBL5409352,0.2338,False
P06276_CHEMBL5433139,0.153,False
P07333_CHEMBL5405436,0.7017,False
P07333_CHEMBL5418732,0.2279,False
P07333_CHEMBL5415503,0.312,False
P07333_CHEMBL5428147,0.202,False
P07333_CHEMBL5430774,0.2122,False
P07333_CHEMBL5438171,0.2,False
P07333_CHEMBL5427025,0.1895,False
P07333_CHEMBL5422579,0.1875,False
P07333_CHEMBL5422465,0.2264,False
P07333_CHEMBL5417607,0.2264,False
P07333_CHEMBL5407395,0.241,False
P07333_CHEMBL5431736,0.238,False
P07333_CHEMBL5417420,0.2386,False
P07333_CHEMBL5406229,0.2413,False
P07333_CHEMBL5424810,0.2417,False
P07333_CHEMBL5401076,0.2273,False
P07333_CHEMBL5404686,0.2325,False
P07333_CHEMBL5400254,0.2646,False
P07333_CHEMBL5399299,0.1915,False
P07333_CHEMBL5394928,0.2278,False
P07333_CHEMBL5418474,0.2169,False
P07333_CHEMBL5431583,0.2338,False
P07333_CHEMBL5413223,0.2048,False
P07333_CHEMBL5432592,0.2195,False
P07333_CHEMBL5436096,0.2368,False
P07333_CHEMBL5417945,0.2539,False
P07333_CHEMBL5438430,0.2441,False
P07333_CHEMBL5405639,0.2361,False
P07333_CHEMBL5410996,0.2051,False
P07333_CHEMBL5434318,0.2209,False
P07333_CHEMBL5429835,0.2069,False
P07333_CHEMBL5432649,0.2094,False
P07333_CHEMBL5410355,0.1954,False
P07333_CHEMBL5403478,0.2094,False
P07333_CHEMBL5428255,0.1954,False
P07333_CHEMBL5426924,0.2366,False
P07333_CHEMBL5428593,0.2106,False
P07333_CHEMBL5397493,0.1932,False
P07333_CHEMBL5424694,0.2169,False
P07333_CHEMBL5403333,0.2463,False
P07333_CHEMBL5419520,0.2222,False
P07333_CHEMBL5406951,0.2222,False
P07333_CHEMBL5416633,0.2673,False
P07333_CHEMBL5431035,0.2197,False
P07333_CHEMBL5416379,0.2128,False
P07333_CHEMBL5416772,0.2268,False
P07333_CHEMBL5415647,0.2371,False
P07333_CHEMBL5425883,0.2683,False
P07333_CHEMBL5406771,0.2659,False
P07333_CHEMBL5439547,0.2764,False
P07333_CHEMBL5435513,0.2391,False
P07333_CHEMBL5411378,0.2632,False
P07333_CHEMBL5430633,0.2467,False
P07333_CHEMBL5414671,0.2703,False
P07333_CHEMBL5411522,0.2563,False
P07333_CHEMBL5399857,0.2152,False
P07333_CHEMBL5408316,0.2179,False
P07333_CHEMBL5398307,0.2299,False
P07333_CHEMBL5440766,0.2262,False
P07333_CHEMBL5414964,0.2195,False
P07333_CHEMBL5431785,0.2048,False
P07333_CHEMBL5395449,0.2069,False
P07333_CHEMBL5405206,0.2559,False
P07333_CHEMBL5439126,0.2299,False
P07333_CHEMBL5417719,0.2024,False
P07333_CHEMBL5397426,0.2169,False
P07333_CHEMBL5418087,0.2222,False
P07333_CHEMBL5430348,0.2273,False
P07333_CHEMBL5428404,0.2046,False
P07333_CHEMBL5410595,0.2142,False
P07333_CHEMBL5420485,0.2222,False
P07333_CHEMBL5397490,0.2118,False
P07333_CHEMBL5411617,0.2247,False
P07333_CHEMBL5404033,0.2413,False
P07333_CHEMBL5398778,0.2338,False
P07333_CHEMBL5436321,0.2637,False
P07333_CHEMBL5417494,0.2118,False
P07333_CHEMBL5435576,0.1954,False
P07333_CHEMBL5431339,0.236,False
P07333_CHEMBL5397557,0.2603,False
P07333_CHEMBL5439143,0.2152,False
P08183_CHEMBL5425185,0.1653,False
P08183_CHEMBL5437398,0.176,False
P08183_CHEMBL5436340,0.1951,False
P08183_CHEMBL5429850,0.2,False
P08183_CHEMBL5430468,0.3823,False
P08183_CHEMBL5413805,0.3823,False
P08183_CHEMBL5434737,0.394,False
P08183_CHEMBL5438188,0.3376,False
P08183_CHEMBL5439235,0.196,False
P08183_CHEMBL5419493,0.21,False
P08183_CHEMBL5405329,0.198,False
P08183_CHEMBL5421503,0.213,False
P08183_CHEMBL5405630,0.1617,False
P08183_CHEMBL5399482,0.146,False
P08183_CHEMBL5417686,0.283,False
P08183_CHEMBL5400964,0.4194,False
P08183_CHEMBL5426932,0.1957,False
P08183_CHEMBL5437506,0.2478,False
P08183_CHEMBL5415709,0.4194,False
P08183_CHEMBL5438538,0.4263,False
P08183_CHEMBL5425919,0.5171,False
P08183_CHEMBL5402480,0.4194,False
P08183_CHEMBL5418484,0.4194,False
P08183_CHEMBL5441059,0.3611,False
P08183_CHEMBL5420094,0.3562,False
P08183_CHEMBL5412607,0.342,False
P08183_CHEMBL5437560,0.3467,False
P08183_CHEMBL5415893,0.2727,False
P08183_CHEMBL5436448,0.2952,False
P08183_CHEMBL5396671,0.2898,False
P08183_CHEMBL5407482,0.3108,False
P08183_CHEMBL5407412,0.3101,False
P08183_CHEMBL5431081,0.2952,False
P08183_CHEMBL5412371,0.2817,False
P08183_CHEMBL5425892,0.2844,False
P08183_CHEMBL5399662,0.2844,False
P08183_CHEMBL5426025,0.2769,False
P08183_CHEMBL5398052,0.2925,False
P08183_CHEMBL5407313,0.2844,False
P08183_CHEMBL5407159,0.301,False
P08183_CHEMBL5421510,0.2751,False
P08183_CHEMBL5414246,0.2678,False
P08183_CHEMBL5416933,0.2803,False
P08183_CHEMBL5411388,0.2751,False
P08183_CHEMBL5401765,0.3562,False
P08183_CHEMBL5428669,0.3562,False
P08183_CHEMBL5438795,0.3376,False
P08183_CHEMBL5418459,0.3376,False
P08183_CHEMBL5394148,0.4226,False
P08183_CHEMBL5419927,0.3467,False
P08183_CHEMBL5396336,0.3662,False
P08183_CHEMBL5404144,0.3835,False
P08183_CHEMBL5400694,0.3467,False
P08183_CHEMBL5423555,0.3611,False
P08183_CHEMBL5422672,0.394,False
P08183_CHEMBL5436137,0.394,False
P08183_CHEMBL5399386,0.3879,False
P08183_CHEMBL5426234,0.394,False
P08183_CHEMBL5414919,0.394,False
P08183_CHEMBL5434966,0.394,False
P08183_CHEMBL5394194,0.4062,False
P08183_CHEMBL5416906,0.4917,False
P08183_CHEMBL5407375,0.3999,False
P08183_CHEMBL5432918,0.394,False
P08183_CHEMBL5422643,0.3767,False
P08183_CHEMBL5431776,0.4263,False
P08183_CHEMBL5411739,0.3999,False
P08183_CHEMBL5429916,0.4375,False
P08183_CHEMBL5401629,0.394,False
P08183_CHEMBL5409465,0.4126,False
P08183_CHEMBL5420038,0.3713,False
P08183_CHEMBL5424759,0.3999,False
P08183_CHEMBL5416557,0.4263,False
P08183_CHEMBL5407483,0.4407,False
P08183_CHEMBL5423562,0.3611,False
P08183_CHEMBL5402347,0.3713,False
P08183_CHEMBL5396962,0.2981,False
P08183_CHEMBL5412611,0.3999,False
P08183_CHEMBL5400984,0.3513,False
P08183_CHEMBL5438614,0.2871,False
P08183_CHEMBL5426953,0.1754,False
P08183_CHEMBL5408118,0.2053,False
P08183_CHEMBL5439145,0.1826,False
P08684_CHEMBL5441414,0.1899,False
P08684_CHEMBL5441415,0.1899,False
P08684_CHEMBL5441417,0.2471,False
P08684_CHEMBL5409856,0.1809,False
P08684_CHEMBL5422322,0.2297,False
P08684_CHEMBL5405570,0.2267,False
P08684_CHEMBL5419165,0.2021,False
P08684_CHEMBL5412917,0.2041,False
P08684_CHEMBL5395642,0.2091,False
P08684_CHEMBL5401381,0.5806,False
P08684_CHEMBL5429440,0.5806,False
P08684_CHEMBL5435085,0.5791,False
P08684_CHEMBL5441413,0.1794,False
P08684_CHEMBL5441401,0.175,False
P08684_CHEMBL5439866,0.2184,False
P08684_CHEMBL5412953,0.2156,False
P08684_CHEMBL5420409,0.2285,False
P08684_CHEMBL5439131,0.2522,False
P08684_CHEMBL5420055,0.2264,False
P08684_CHEMBL5403040,0.2405,False
P08684_CHEMBL5435819,0.8062,False
P08684_CHEMBL5403485,0.2192,False
P08684_CHEMBL5427758,0.2289,False
P08684_CHEMBL5410914,0.2222,False
P08684_CHEMBL5411496,0.2253,False
P08684_CHEMBL5430409,0.25,False
P08684_CHEMBL5396316,0.2206,False
P08684_CHEMBL5408831,0.2285,False
P08684_CHEMBL5416830,0.2617,False
P08684_CHEMBL5404974,0.2222,False
P08684_CHEMBL5441398,0.2644,False
P08684_CHEMBL5425736,0.225,False
P08684_CHEMBL5402399,0.2786,False
P08684_CHEMBL5416061,0.2169,False
P08684_CHEMBL5400274,0.2563,False
P08684_CHEMBL5425498,0.2568,False
P08684_CHEMBL5395411,0.1376,False
P08684_CHEMBL5418212,0.2964,False
P08684_CHEMBL5395688,0.2546,False
P08684_CHEMBL5435782,0.1826,False
P08684_CHEMBL5430709,0.1788,False
P08684_CHEMBL5406811,0.1827,False
P08684_CHEMBL5395784,0.2273,False
P08684_CHEMBL5424297,0.1702,False
P08684_CHEMBL5441391,0.198,False
P08684_CHEMBL5432620,0.1868,False
P08684_CHEMBL5412197,0.181,False
P08684_CHEMBL5397192,0.2059,False
P08684_CHEMBL5422931,0.2329,False
P08684_CHEMBL5428544,0.2153,False
P08684_CHEMBL5407563,0.2307,False
P08684_CHEMBL5427813,0.2388,False
P08684_CHEMBL5429860,0.26,False
P08684_CHEMBL5418057,0.2122,False
P08684_CHEMBL5419892,0.2069,False
P08684_CHEMBL5420576,0.2166,False
P08908_CHEMBL5433300,0.1957,False
P08908_CHEMBL5405562,0.2043,False
P08908_CHEMBL5406900,0.1895,False
P08908_CHEMBL5397704,0.184,False
P08908_CHEMBL5405414,0.2023,False
P08908_CHEMBL5419441,0.191,False
P08908_CHEMBL5416678,0.1758,False
P08908_CHEMBL5433857,0.186,False
P08908_CHEMBL5400892,0.1978,False
P08908_CHEMBL5410706,0.2571,False
P08908_CHEMBL5420304,0.1855,False
P08908_CHEMBL5434373,0.1818,False
P08908_CHEMBL5412886,0.2659,False
P08908_CHEMBL5424897,0.2524,False
P08908_CHEMBL5409134,0.233,False
P08908_CHEMBL5437660,0.2354,False
P08908_CHEMBL5408223,0.2268,False
P08908_CHEMBL5404054,0.2427,False
P08908_CHEMBL5436003,0.2021,False
P08908_CHEMBL5423649,0.1978,False
P08908_CHEMBL5395867,0.1827,False
P08908_CHEMBL5406837,0.184,False
P08908_CHEMBL5397523,0.2069,False
P08908_CHEMBL5434229,0.2627,False
P08908_CHEMBL5431103,0.2693,False
P08908_CHEMBL5403268,0.2673,False
P08908_CHEMBL5422870,0.2913,False
P08908_CHEMBL5403204,0.2754,False
P08908_CHEMBL5418283,0.2737,False
P08908_CHEMBL5427695,0.26,False
P08908_CHEMBL5415412,0.2737,False
P08908_CHEMBL5425252,0.25,False
P08908_CHEMBL5400232,0.2659,False
P08908_CHEMBL5404031,0.2727,False
P08908_CHEMBL5407925,0.2069,False
P08908_CHEMBL5402096,0.2094,False
P08908_CHEMBL5435580,0.2625,False
P08908_CHEMBL5411002,0.2874,False
P08908_CHEMBL5424052,0.2727,False
P08908_CHEMBL5422196,0.2876,False
P08908_CHEMBL5429491,0.2837,False
P08908_CHEMBL5395668,0.2837,False
P08908_CHEMBL5420627,0.2764,False
P08908_CHEMBL5439203,0.2917,False
P08908_CHEMBL5436641,0.2451,False
P08908_CHEMBL5429826,0.2805,False
P09874_CHEMBL5399361,0.2098,False
P09874_CHEMBL5395127,0.2098,False
P09874_CHEMBL5411930,0.2,False
P09874_CHEMBL5419831,0.2279,False
P09874_CHEMBL5400153,0.2195,False
P09874_CHEMBL5434732,0.225,False
P09874_CHEMBL5406001,0.2346,False
P09874_CHEMBL5432851,0.225,False
P09874_CHEMBL5428217,0.2307,False
P09874_CHEMBL5435200,0.3259,False
P09874_CHEMBL5421873,0.3452,False
P09874_CHEMBL5423934,0.2118,False
P09874_CHEMBL5423161,0.2094,False
P09874_CHEMBL5411446,0.1982,False
P09874_CHEMBL5435531,0.2056,False
P09874_CHEMBL5404171,0.2169,False
P09874_CHEMBL5432860,0.2222,False
P09874_CHEMBL5437947,0.2346,False
P09874_CHEMBL5394020,0.2375,False
P09874_CHEMBL5425070,0.1899,False
P09874_CHEMBL5433754,0.22,False
P09874_CHEMBL5393999,0.2346,False
P09874_CHEMBL5435418,0.1938,False
P09874_CHEMBL5437680,0.3296,False
P09874_CHEMBL5422955,0.3538,False
P09874_CHEMBL5421652,0.3152,False
P09874_CHEMBL5409104,0.3296,False
P09874_CHEMBL5427401,0.3157,False
P09874_CHEMBL5396940,0.3191,False
P09874_CHEMBL5425005,0.3484,False
P09874_CHEMBL5431841,0.3596,False
P09874_CHEMBL5397084,0.3479,False
P09874_CHEMBL5396037,0.3604,False
P09874_CHEMBL5408420,0.2568,False
P09874_CHEMBL5426926,0.2856,False
P09874_CHEMBL5433982,0.1899,False
P09874_CHEMBL5419303,0.1959,False
P09874_CHEMBL5421189,0.2195,False
P09874_CHEMBL5416514,0.4238,False
P09874_CHEMBL5393855,0.5342,False
P09874_CHEMBL5411021,0.5488,False
P09874_CHEMBL5407371,0.4673,False
P09874_CHEMBL5420282,0.4768,False
P09874_CHEMBL5422190,0.1938,False
P09874_CHEMBL5432591,0.2451,False
P09874_CHEMBL5438098,0.1981,False
P09874_CHEMBL5420649,0.1947,False
P09874_CHEMBL5427942,0.1265,False
P09874_CHEMBL5433095,0.4021,False
P09874_CHEMBL5437110,0.5234,False
P09874_CHEMBL5431101,0.5,False
P09874_CHEMBL5394860,0.4624,False
P09874_CHEMBL5409257,0.5542,False
P09874_CHEMBL5431329,0.5342,False
P09874_CHEMBL5404678,0.5464,False
P09874_CHEMBL5417871,0.561,False
P09874_CHEMBL5413064,0.4778,False
P09874_CHEMBL5420171,0.5557,False
P09874_CHEMBL5410421,0.5625,False
P09874_CHEMBL5397810,0.5107,False
P09874_CHEMBL5421786,0.5283,False
P09874_CHEMBL5424475,0.5347,False
P09874_CHEMBL5438488,0.4575,False
P09874_CHEMBL5415928,0.5542,False
P09874_CHEMBL5398663,0.5571,False
P09874_CHEMBL5403416,0.3711,False
P09874_CHEMBL5441085,0.1803,False
P09874_CHEMBL5398128,0.4431,False
P09874_CHEMBL5429533,0.5347,False
P09874_CHEMBL5428997,0.2097,False
P09874_CHEMBL5428376,0.2043,False
P09874_CHEMBL5393840,0.6187,False
P09874_CHEMBL5438131,0.2043,False
P09874_CHEMBL5401937,0.2289,False
P09874_CHEMBL5424406,0.4333,False
P09874_CHEMBL5427132,0.2252,False
P09874_CHEMBL5434068,0.1895,False
P09874_CHEMBL5431934,0.1875,False
P09874_CHEMBL5411944,0.1942,False
P09874_CHEMBL5400911,0.2184,False
P09874_CHEMBL5405947,0.1895,False
P09874_CHEMBL5430669,0.1875,False
P09874_CHEMBL5404605,0.1959,False
P09874_CHEMBL5398361,0.2211,False
P09874_CHEMBL5403532,0.2588,False
P09874_CHEMBL5427693,0.271,False
P09874_CHEMBL5428981,0.2844,False
P09874_CHEMBL5417544,0.2467,False
P09874_CHEMBL5407016,0.2098,False
P09874_CHEMBL5427365,0.2472,False
P09874_CHEMBL5427638,0.1919,False
P09874_CHEMBL5417122,0.236,False
P09874_CHEMBL5440303,0.2051,False
P09874_CHEMBL5403607,0.2078,False
P09874_CHEMBL5403789,0.2262,False
P09874_CHEMBL5417924,0.1938,False
P09874_CHEMBL5437055,0.2,False
P09874_CHEMBL5436743,0.2,False
P09874_CHEMBL5412306,0.1881,False
P09874_CHEMBL5423216,0.1919,False
P09874_CHEMBL5410501,0.1938,False
P09874_CHEMBL5432616,0.1938,False
P09874_CHEMBL5425729,0.1919,False
P09874_CHEMBL5429957,0.2069,False
P09874_CHEMBL5401127,0.1881,False
P09874_CHEMBL5408163,0.2023,False
P09874_CHEMBL5416682,0.1938,False
P09874_CHEMBL5425393,0.2065,False
P09874_CHEMBL5421957,0.2065,False
P09874_CHEMBL5395197,0.2087,False
P09874_CHEMBL5397203,0.2,False
P09874_CHEMBL5434897,0.2197,False
P09874_CHEMBL5414478,0.2174,False
P09874_CHEMBL5439635,0.2125,False
P09874_CHEMBL5416806,0.2098,False
P09874_CHEMBL5423072,0.2179,False
P09874_CHEMBL5428859,0.2222,False
P09874_CHEMBL5421933,0.2125,False
P09874_CHEMBL5419639,0.2098,False
P09874_CHEMBL5397373,0.2048,False
P09874_CHEMBL5421335,0.2024,False
P09874_CHEMBL5437813,0.2195,False
P09874_CHEMBL5414994,0.225,False
P09874_CHEMBL5418896,0.2368,False
P09874_CHEMBL5432033,0.2473,False
P09874_CHEMBL5428478,0.2203,False
P09874_CHEMBL5408263,0.2373,False
P0DTD1_CHEMBL5401763,0.1628,False
P0DTD1_CHEMBL5407849,0.1888,False
P0DTD1_CHEMBL5435659,0.1489,False
P0DTD1_CHEMBL5409319,0.1981,False
P0DTD1_CHEMBL5396631,0.1923,False
P0DTD1_CHEMBL5401883,0.1765,False
P0DTD1_CHEMBL5406957,0.1704,False
P0DTD1_CHEMBL5399907,0.1844,False
P0DTD1_CHEMBL5423593,0.2131,False
P0DTD1_CHEMBL5430129,0.2174,False
P0DTD1_CHEMBL5408402,0.2029,False
P0DTD1_CHEMBL5441037,0.2031,False
P0DTD1_CHEMBL5418476,0.1936,False
P0DTD1_CHEMBL5429971,0.2297,False
P0DTD1_CHEMBL5429672,0.1649,False
P0DTD1_CHEMBL5412724,0.156,False
P0DTD1_CHEMBL5441950,0.2291,False
P0DTD1_CHEMBL5441791,0.2544,False
P0DTD1_CHEMBL5411271,0.1938,False
P0DTD1_CHEMBL5441510,0.2115,False
P0DTD1_CHEMBL5441605,0.2839,False
P0DTD1_CHEMBL5441935,0.2559,False
P0DTD1_CHEMBL5441732,0.1915,False
P0DTD1_CHEMBL5441826,0.1875,False
P0DTD1_CHEMBL5426704,0.1702,False
P0DTD1_CHEMBL5415290,0.172,False
P0DTD1_CHEMBL5427537,0.2098,False
P0DTD1_CHEMBL5434998,0.1466,False
P0DTD1_CHEMBL5414443,0.1573,False
P0DTD1_CHEMBL5438575,0.1569,False
P0DTD1_CHEMBL5409804,0.1554,False
P0DTD1_CHEMBL5403964,0.1538,False
P0DTD1_CHEMBL5408555,0.1895,False
P0DTD1_CHEMBL5397992,0.1183,False
P0DTD1_CHEMBL5440889,0.1951,False
P0DTD1_CHEMBL5434494,0.2267,False
P0DTD1_CHEMBL5425267,0.1748,False
P0DTD1_CHEMBL5432119,0.2,False
P0DTD1_CHEMBL5441539,0.21,False
P0DTD1_CHEMBL5441427,0.2039,False
P0DTD1_CHEMBL5441471,0.2786,False
P0DTD1_CHEMBL5395936,0.1844,False
P0DTD1_CHEMBL5410610,0.1802,False
P0DTD1_CHEMBL5403352,0.1887,False
P0DTD1_CHEMBL5441402,0.21,False
P0DTD1_CHEMBL5441700,0.2039,False
P0DTD1_CHEMBL5424128,0.1904,False
P0DTD1_CHEMBL5407708,0.1528,False
P0DTD1_CHEMBL5432454,0.1666,False
P0DTD1_CHEMBL5413385,0.165,False
P0DTD1_CHEMBL5396481,0.1852,False
P0DTD1_CHEMBL5414071,0.1698,False
P0DTD1_CHEMBL5420595,0.1932,False
P0DTD1_CHEMBL5428994,0.1632,False
P0DTD1_CHEMBL5426613,0.1653,False
P0DTD1_CHEMBL5393926,0.1835,False
P0DTD1_CHEMBL5405557,0.168,False
P0DTD1_CHEMBL5408912,0.1875,False
P0DTD1_CHEMBL5433524,0.1649,False
P0DTD1_CHEMBL5405589,0.1765,False
P0DTD1_CHEMBL5426970,0.1616,False
P0DTD1_CHEMBL5402239,0.1589,False
P0DTD1_CHEMBL5415120,0.17,False
P0DTD1_CHEMBL5421269,0.1666,False
P0DTD1_CHEMBL5438553,0.1708,False
P0DTD1_CHEMBL5424235,0.1685,False
P0DTD1_CHEMBL5426938,0.1884,False
P0DTD1_CHEMBL5397697,0.1573,False
P0DTD1_CHEMBL5405842,0.1489,False
P0DTD1_CHEMBL5412571,0.1786,False
P0DTD1_CHEMBL5405273,0.1538,False
P0DTD1_CHEMBL5399660,0.2209,False
P0DTD1_CHEMBL5406891,0.1794,False
P0DTD1_CHEMBL5400991,0.1666,False
P0DTD1_CHEMBL5434000,0.1948,False
P0DTD1_CHEMBL5409249,0.1666,False
P0DTD1_CHEMBL5394410,0.1772,False
P0DTD1_CHEMBL5441563,0.1632,False
P0DTD1_CHEMBL5442069,0.1875,False
P0DTD1_CHEMBL5441727,0.2046,False
P0DTD1_CHEMBL5441819,0.1875,False
P0DTD1_CHEMBL5441643,0.1735,False
P0DTD1_CHEMBL5441930,0.1682,False
P0DTD1_CHEMBL5441856,0.1776,False
P0DTD1_CHEMBL5441587,0.1753,False
P0DTD1_CHEMBL5441883,0.1753,False
P0DTD1_CHEMBL5441871,0.1748,False
P0DTD1_CHEMBL5441794,0.1875,False
P0DTD1_CHEMBL5442006,0.2128,False
P0DTD1_CHEMBL5441473,0.1721,False
P0DTD1_CHEMBL5441829,0.1794,False
P0DTD1_CHEMBL5441570,0.1759,False
P0DTD1_CHEMBL5441961,0.1753,False
P0DTD1_CHEMBL5442039,0.1702,False
P0DTD1_CHEMBL5441517,0.1848,False
P0DTD1_CHEMBL5441425,0.1666,False
P0DTD1_CHEMBL5442027,0.1635,False
P0DTD1_CHEMBL5441419,0.2,False
P0DTD1_CHEMBL5441459,0.1681,False
P0DTD1_CHEMBL5442050,0.2046,False
P0DTD1_CHEMBL5441725,0.2222,False
P0DTD1_CHEMBL5441492,0.2053,False
P0DTD1_CHEMBL5441576,0.1801,False
P0DTD1_CHEMBL5441571,0.1653,False
P0DTD1_CHEMBL5441705,0.1649,False
P0DTD1_CHEMBL5441765,0.1818,False
P0DTD1_CHEMBL5441896,0.1748,False
P0DTD1_CHEMBL5441683,0.1855,False
P0DTD1_CHEMBL5442008,0.1589,False
P0DTD1_CHEMBL5441956,0.1895,False
P0DTD1_CHEMBL5441812,0.1782,False
P0DTD1_CHEMBL5442158,0.1852,False
P0DTD1_CHEMBL5442144,0.186,False
P0DTD1_CHEMBL5441580,0.1855,False
P0DTD1_CHEMBL5441781,0.1875,False
P0DTD1_CHEMBL5441515,0.1837,False
P0DTD1_CHEMBL5441630,0.202,False
P0DTD1_CHEMBL5442110,0.1649,False
P0DTD1_CHEMBL5441468,0.1895,False
P0DTD1_CHEMBL5441882,0.1938,False
P0DTD1_CHEMBL5441797,0.1899,False
P0DTD1_CHEMBL5441851,0.1735,False
P0DTD1_CHEMBL5442054,0.1683,False
P0DTD1_CHEMBL5441972,0.1915,False
P0DTD1_CHEMBL5441687,0.1753,False
P0DTD1_CHEMBL5441689,0.17,False
P0DTD1_CHEMBL5441716,0.1942,False
P0DTD1_CHEMBL5441822,0.1584,False
P0DTD1_CHEMBL5441987,0.1869,False
P0DTD1_CHEMBL5441813,0.1844,False
P0DTD1_CHEMBL5441802,0.1855,False
P0DTD1_CHEMBL5441724,0.2142,False
P0DTD1_CHEMBL5441780,0.2473,False
P0DTD1_CHEMBL5441426,0.1837,False
P0DTD1_CHEMBL5441609,0.1818,False
P0DTD1_CHEMBL5441696,0.1776,False
P0DTD1_CHEMBL5441589,0.1923,False
P0DTD1_CHEMBL5442015,0.1801,False
P0DTD1_CHEMBL5441619,0.1938,False
P0DTD1_CHEMBL5442153,0.1932,False
P0DTD1_CHEMBL5441620,0.2023,False
P0DTD1_CHEMBL5441420,0.1895,False
P0DTD1_CHEMBL5441982,0.1919,False
P0DTD1_CHEMBL5441397,0.2122,False
P0DTD1_CHEMBL5441652,0.1827,False
P0DTD1_CHEMBL5441416,0.1938,False
P0DTD1_CHEMBL5441435,0.1827,False
P0DTD1_CHEMBL5441434,0.1731,False
P0DTD1_CHEMBL5441414,0.1899,False
P0DTD1_CHEMBL5441440,0.1818,False
P0DTD1_CHEMBL5441508,0.1844,False
P0DTD1_CHEMBL5441634,0.2737,False
P0DTD1_CHEMBL5441938,0.2681,False
P0DTD1_CHEMBL5441952,0.1801,False
P0DTD1_CHEMBL5441432,0.2178,False
P0DTD1_CHEMBL5441433,0.1963,False
P0DTD1_CHEMBL5441823,0.1803,False
P0DTD1_CHEMBL5441441,0.2,False
P0DTD1_CHEMBL5441429,0.1901,False
P0DTD1_CHEMBL5442036,0.1754,False
P0DTD1_CHEMBL5441422,0.196,False
P0DTD1_CHEMBL5442120,0.1923,False
