compound_id,simstd_sair,ik1_sair
P01116_CHEMBL5423732,1.0,True
P01116_CHEMBL5439404,1.0,True
P01116_CHEMBL5411433,1.0,True
P01116_CHEMBL5440242,1.0,True
P01116_CHEMBL5411023,0.8594,False
P01116_CHEMBL5434277,1.0,True
P01116_CHEMBL5430597,0.5415,False
P01116_CHEMBL5401145,0.6636,False
P01116_CHEMBL5420106,0.7734,False
P01116_CHEMBL5413109,0.5405,False
P01116_CHEMBL5429450,0.689,False
P01116_CHEMBL5413213,0.7456,False
P01116_CHEMBL5407974,0.7939,False
P01116_CHEMBL5423141,0.7661,False
P01116_CHEMBL5440407,0.8999,False
P01116_CHEMBL5432250,1.0,True
P01116_CHEMBL5433325,0.8286,False
P01116_CHEMBL5399365,0.8398,False
P01116_CHEMBL5434458,0.7637,False
P01116_CHEMBL5407525,0.7925,False
P01116_CHEMBL5407640,0.7568,False
P01116_CHEMBL5439684,0.8301,False
P01116_CHEMBL5403842,0.8398,False
P01116_CHEMBL5421903,1.0,True
P01116_CHEMBL5400481,0.7817,False
P01116_CHEMBL5400366,1.0,True
P01116_CHEMBL5403626,0.7778,False
P01116_CHEMBL5401087,0.8286,False
P01116_CHEMBL5429318,0.8037,False
P01116_CHEMBL5438399,0.7617,False
P01116_CHEMBL5405632,1.0,True
P01116_CHEMBL5426739,0.7417,False
P01116_CHEMBL5398980,0.6528,False
P03372_CHEMBL5408419,0.604,False
P03372_CHEMBL5435203,0.3962,False
P03372_CHEMBL5419649,0.4119,False
P03372_CHEMBL5414572,0.6265,False
P03372_CHEMBL5428681,0.4524,False
P03372_CHEMBL5406865,0.4729,False
P03372_CHEMBL5398866,0.4167,False
P03372_CHEMBL5432102,0.4167,False
P03372_CHEMBL5432210,0.6021,False
P03372_CHEMBL5409872,0.5332,False
P03372_CHEMBL5425958,0.5283,False
P03372_CHEMBL5430840,0.5962,False
P03372_CHEMBL5402062,0.5283,False
P03372_CHEMBL5422265,0.437,False
P03372_CHEMBL5418457,0.5962,False
P03372_CHEMBL5438497,0.5283,False
P03372_CHEMBL5394554,0.5962,False
P03372_CHEMBL5421913,0.5962,False
P03372_CHEMBL5397899,0.5962,False
P03372_CHEMBL5436713,0.3855,False
P03372_CHEMBL5435743,0.6025,False
P03372_CHEMBL5423781,0.4268,False
P03372_CHEMBL5394879,0.3901,False
P03372_CHEMBL5423408,0.3901,False
P03372_CHEMBL5403080,0.3828,False
P03372_CHEMBL5407335,0.6196,False
P03372_CHEMBL5414659,0.4375,False
P03372_CHEMBL5424929,0.4097,False
P03372_CHEMBL5426251,0.644,False
P03372_CHEMBL5423258,0.4634,False
P03372_CHEMBL5414261,0.3933,False
P03372_CHEMBL5433532,0.6074,False
P03372_CHEMBL5398724,0.4431,False
P03372_CHEMBL5396802,0.4487,False
P03372_CHEMBL5409541,0.6069,False
P03372_CHEMBL5417949,0.5083,False
P03372_CHEMBL5404699,0.5479,False
P03372_CHEMBL5420394,0.8413,False
P03372_CHEMBL5427513,0.6113,False
P03372_CHEMBL5403840,0.3396,False
P03372_CHEMBL5406802,0.3208,False
P03372_CHEMBL5424786,0.2856,False
P03372_CHEMBL5417452,0.8413,False
P03372_CHEMBL5426947,0.6113,False
P03372_CHEMBL5398397,0.5713,False
P03372_CHEMBL5413289,0.5137,False
P03372_CHEMBL5404403,0.5137,False
P03372_CHEMBL5409715,0.5,False
P03372_CHEMBL5430117,0.4243,False
P03372_CHEMBL5394007,0.3679,False
P03372_CHEMBL5399056,0.5405,False
P03372_CHEMBL5400203,0.5396,False
P03372_CHEMBL5437007,0.5796,False
P03372_CHEMBL5425664,0.6626,False
P03372_CHEMBL5436409,0.7256,False
P03372_CHEMBL5429522,0.3899,False
P03372_CHEMBL5394016,0.3799,False
P03372_CHEMBL5395953,0.3738,False
P03372_CHEMBL5431822,0.4622,False
P03372_CHEMBL5427627,0.4622,False
P03372_CHEMBL5428797,0.4539,False
P03372_CHEMBL5413340,0.5923,False
P03372_CHEMBL5404063,0.4236,False
P03372_CHEMBL5394546,0.6567,False
P03372_CHEMBL5412790,0.8413,False
P03372_CHEMBL5421409,0.6113,False
P03372_CHEMBL5433442,0.8306,False
P03372_CHEMBL5405944,0.6079,False
P03372_CHEMBL5408038,0.6113,False
P03372_CHEMBL5422315,1.0,False
P03372_CHEMBL5401146,1.0,True
P03372_CHEMBL5400803,0.7881,False
P03372_CHEMBL5403786,1.0,False
P03372_CHEMBL5410004,1.0,True
P03372_CHEMBL5426175,0.7856,False
P03372_CHEMBL5411799,0.7246,False
P03372_CHEMBL5418690,0.8525,False
P03372_CHEMBL5436925,0.7461,False
P03372_CHEMBL5402392,0.7393,False
P03951_CHEMBL5399926,1.0,True
P03951_CHEMBL5400859,1.0,True
P03951_CHEMBL5422323,1.0,True
P03951_CHEMBL5428779,1.0,True
P03951_CHEMBL5438074,1.0,True
P03951_CHEMBL5422380,1.0,True
P03951_CHEMBL5395642,1.0,True
P03951_CHEMBL5416393,0.4666,False
P03951_CHEMBL5413065,0.6968,False
P03951_CHEMBL5426898,1.0,True
P03951_CHEMBL5419603,1.0,True
P03951_CHEMBL5439061,1.0,True
P03951_CHEMBL5406534,1.0,True
P03951_CHEMBL5427891,1.0,True
P03951_CHEMBL5412953,1.0,True
P03951_CHEMBL5420409,1.0,True
P03951_CHEMBL5439131,1.0,True
P03951_CHEMBL5420055,1.0,True
P03951_CHEMBL5431336,1.0,True
P03951_CHEMBL5398062,1.0,True
P03951_CHEMBL5416199,1.0,True
P03951_CHEMBL5434010,1.0,True
P03951_CHEMBL5432831,1.0,True
P03951_CHEMBL5404596,1.0,True
P03951_CHEMBL5437779,1.0,True
P03951_CHEMBL5419156,1.0,True
P03951_CHEMBL5400795,1.0,True
P03951_CHEMBL5400667,1.0,True
P03951_CHEMBL5395901,1.0,True
P03951_CHEMBL5435153,1.0,True
P03951_CHEMBL5436073,1.0,True
P03951_CHEMBL5426362,0.4944,False
P03951_CHEMBL5426903,0.5327,False
P03951_CHEMBL5397593,1.0,True
P03951_CHEMBL5403102,1.0,True
P03951_CHEMBL5425168,1.0,True
P03951_CHEMBL5423135,1.0,True
P03951_CHEMBL5410680,0.5332,False
P03951_CHEMBL5403224,1.0,True
P04629_CHEMBL5428085,1.0,True
P04629_CHEMBL5424164,0.5874,False
P04629_CHEMBL5427137,1.0,True
P04629_CHEMBL5407680,1.0,True
P04629_CHEMBL5418921,1.0,True
P04629_CHEMBL5424443,0.7749,False
P04629_CHEMBL5396900,1.0,True
P04629_CHEMBL5399402,1.0,True
P04629_CHEMBL5406952,1.0,True
P04629_CHEMBL5414386,1.0,True
P04629_CHEMBL5422637,1.0,True
P04629_CHEMBL5439768,1.0,True
P04629_CHEMBL5406821,0.3723,False
P04629_CHEMBL5401624,1.0,True
P04629_CHEMBL5430182,1.0,True
P04629_CHEMBL5403006,1.0,True
P04629_CHEMBL5434198,1.0,True
P04629_CHEMBL5401850,1.0,True
P04629_CHEMBL5394214,1.0,True
P04629_CHEMBL5431124,1.0,True
P04629_CHEMBL5421662,1.0,True
P04629_CHEMBL5400169,0.6816,False
P04629_CHEMBL5410147,1.0,True
P04629_CHEMBL5416521,1.0,True
P04629_CHEMBL5432219,1.0,True
P04629_CHEMBL5410884,1.0,True
P04629_CHEMBL5421829,1.0,True
P04629_CHEMBL5405759,1.0,True
P04629_CHEMBL5396972,1.0,True
P04629_CHEMBL5415833,1.0,True
P04629_CHEMBL5420615,1.0,True
P04629_CHEMBL5404881,1.0,True
P04629_CHEMBL5393854,1.0,True
P04629_CHEMBL5406744,1.0,True
P04629_CHEMBL5397303,1.0,True
P04629_CHEMBL5432162,1.0,True
P04629_CHEMBL5400736,1.0,True
P04629_CHEMBL5426828,1.0,True
P04629_CHEMBL5404983,1.0,True
P04629_CHEMBL5432542,1.0,True
P04629_CHEMBL5399648,1.0,True
P04629_CHEMBL5420150,1.0,True
P04629_CHEMBL5402864,1.0,True
P04629_CHEMBL5439790,1.0,True
P04629_CHEMBL5423111,1.0,True
P04629_CHEMBL5408496,1.0,True
P04629_CHEMBL5425999,1.0,True
P04629_CHEMBL5424704,1.0,True
P04629_CHEMBL5439446,1.0,True
P04629_CHEMBL5420852,1.0,True
P04629_CHEMBL5435158,1.0,True
P04629_CHEMBL5424463,1.0,True
P04629_CHEMBL5429187,1.0,True
P04629_CHEMBL5429940,0.8667,False
P04629_CHEMBL5397250,1.0,True
P04629_CHEMBL5435416,1.0,True
P04629_CHEMBL5409434,1.0,True
P04629_CHEMBL5438019,1.0,True
P04629_CHEMBL5430106,1.0,True
P04629_CHEMBL5418250,1.0,True
P04629_CHEMBL5429009,1.0,True
P04629_CHEMBL5396416,1.0,True
P04629_CHEMBL5425790,1.0,True
P04629_CHEMBL5405656,1.0,True
P04629_CHEMBL5430972,1.0,True
P04629_CHEMBL5412525,1.0,True
P04629_CHEMBL5416004,1.0,True
P04629_CHEMBL5420791,1.0,True
P04629_CHEMBL5394049,1.0,True
P04629_CHEMBL5438621,1.0,True
P04629_CHEMBL5408929,1.0,True
P04629_CHEMBL5433110,1.0,True
P04629_CHEMBL5422195,1.0,True
P04629_CHEMBL5394378,1.0,True
P04629_CHEMBL5429379,1.0,True
P04629_CHEMBL5422461,1.0,True
P04629_CHEMBL5411653,1.0,True
P04629_CHEMBL5431604,0.4033,False
P04629_CHEMBL5404930,0.8359,False
P04629_CHEMBL5429933,1.0,True
P04629_CHEMBL5394749,0.4736,False
P04629_CHEMBL5436505,0.4333,False
P04629_CHEMBL5401007,1.0,True
P04629_CHEMBL5421856,1.0,True
P04629_CHEMBL5401510,1.0,True
P04629_CHEMBL5404415,1.0,True
P04629_CHEMBL5409228,1.0,True
P04629_CHEMBL5422996,1.0,True
P04629_CHEMBL5393979,1.0,True
P04629_CHEMBL5434909,0.8394,False
P04629_CHEMBL5418831,0.8706,False
P04629_CHEMBL5412950,1.0,True
P04629_CHEMBL5406403,0.6724,False
P04629_CHEMBL5402630,0.7144,False
P04629_CHEMBL5412694,0.7456,False
P04629_CHEMBL5435508,0.623,False
P04629_CHEMBL5429071,0.6895,False
P04629_CHEMBL5421895,1.0,True
P04629_CHEMBL5426432,1.0,True
P04629_CHEMBL5424554,1.0,True
P04629_CHEMBL5412491,1.0,True
P04629_CHEMBL5405520,1.0,True
P04629_CHEMBL5431992,1.0,True
P04629_CHEMBL5426605,0.7856,False
P04629_CHEMBL5432702,0.8462,False
P04629_CHEMBL5399429,0.8706,False
P04629_CHEMBL5423414,0.7856,False
P04629_CHEMBL5406562,0.7856,False
P04629_CHEMBL5429205,1.0,True
P04629_CHEMBL5439400,1.0,True
P04629_CHEMBL5412443,0.7925,False
P04629_CHEMBL5415584,1.0,True
P04629_CHEMBL5436311,0.7168,False
P06276_CHEMBL5394478,0.3494,False
P06276_CHEMBL5400593,0.3579,False
P06276_CHEMBL5428978,0.3501,False
P06276_CHEMBL5410208,0.3589,False
P06276_CHEMBL5431791,0.3896,False
P06276_CHEMBL5399188,0.3684,False
P06276_CHEMBL5421921,0.375,False
P06276_CHEMBL5417071,0.5713,False
P06276_CHEMBL5398025,0.5,False
P06276_CHEMBL5422164,0.5083,False
P06276_CHEMBL5403494,0.4761,False
P06276_CHEMBL5397813,0.4546,False
P06276_CHEMBL5420941,0.5439,False
P06276_CHEMBL5399726,0.5537,False
P06276_CHEMBL5431372,0.4834,False
P06276_CHEMBL5422439,0.4834,False
P06276_CHEMBL5414976,0.4517,False
P06276_CHEMBL5420342,0.5273,False
P06276_CHEMBL5400996,0.5181,False
P06276_CHEMBL5418052,0.4602,False
P06276_CHEMBL5411459,0.405,False
P06276_CHEMBL5411568,0.6479,False
P06276_CHEMBL5431415,0.6548,False
P06276_CHEMBL5425456,0.6787,False
P06276_CHEMBL5435772,0.6841,False
P06276_CHEMBL5394683,0.3582,False
P06276_CHEMBL5407856,0.3467,False
P06276_CHEMBL5429001,0.4187,False
P06276_CHEMBL5440735,0.342,False
P06276_CHEMBL5413749,0.6665,False
P06276_CHEMBL5408610,0.582,False
P06276_CHEMBL5404420,0.6113,False
P06276_CHEMBL5421463,0.7461,False
P06276_CHEMBL5406889,0.5264,False
P06276_CHEMBL5420247,0.6665,False
P06276_CHEMBL5409611,0.6362,False
P06276_CHEMBL5412993,0.5864,False
P06276_CHEMBL5398273,0.5967,False
P06276_CHEMBL5396049,0.7002,False
P06276_CHEMBL5424979,0.625,False
P06276_CHEMBL5413699,0.625,False
P06276_CHEMBL5420880,0.6113,False
P06276_CHEMBL5437254,0.6113,False
P06276_CHEMBL5434796,0.5713,False
P06276_CHEMBL5441139,0.6733,False
P06276_CHEMBL5429766,0.6602,False
P06276_CHEMBL5409303,0.7812,False
P06276_CHEMBL5395691,0.4285,False
P06276_CHEMBL5414324,0.4363,False
P06276_CHEMBL5395228,0.8198,False
P06276_CHEMBL5405929,0.3513,False
P06276_CHEMBL5424787,0.7935,False
P06276_CHEMBL5395270,0.7144,False
P06276_CHEMBL5416421,0.7246,False
P06276_CHEMBL5421196,0.7935,False
P06276_CHEMBL5404463,0.7246,False
P06276_CHEMBL5425753,0.7144,False
P06276_CHEMBL5411758,0.8364,False
P06276_CHEMBL5429690,0.6152,False
P06276_CHEMBL5401121,0.5356,False
P06276_CHEMBL5440083,0.5356,False
P06276_CHEMBL5425341,0.5,False
P06276_CHEMBL5436185,0.5884,False
P06276_CHEMBL5434452,0.5771,False
P06276_CHEMBL5403457,0.769,False
P06276_CHEMBL5406359,0.395,False
P06276_CHEMBL5430829,0.5171,False
P06276_CHEMBL5411397,1.0,True
P06276_CHEMBL5422050,1.0,True
P06276_CHEMBL5412500,1.0,True
P06276_CHEMBL5414873,0.7207,False
P06276_CHEMBL5419243,0.3027,False
P06276_CHEMBL5417346,0.3333,False
P06276_CHEMBL5426103,0.3027,False
P06276_CHEMBL5440753,0.3333,False
P06276_CHEMBL5434553,0.3333,False
P06276_CHEMBL5396497,0.3289,False
P06276_CHEMBL5433692,0.3284,False
P06276_CHEMBL5429608,0.3289,False
P06276_CHEMBL5396394,0.3506,False
P06276_CHEMBL5435599,0.3333,False
P06276_CHEMBL5426763,0.3257,False
P06276_CHEMBL5407369,0.3469,False
P06276_CHEMBL5405546,0.3809,False
P06276_CHEMBL5426641,0.4546,False
P06276_CHEMBL5412278,0.3601,False
P06276_CHEMBL5412829,0.3289,False
P06276_CHEMBL5408735,0.3889,False
P06276_CHEMBL5422875,0.4736,False
P06276_CHEMBL5427320,0.3667,False
P06276_CHEMBL5416357,0.3142,False
P06276_CHEMBL5419364,0.3176,False
P06276_CHEMBL5436261,0.3069,False
P06276_CHEMBL5405496,0.3157,False
P06276_CHEMBL5415210,0.3157,False
P06276_CHEMBL5440573,0.4814,False
P06276_CHEMBL5416559,0.5254,False
P06276_CHEMBL5418400,0.5474,False
P06276_CHEMBL5417185,0.5083,False
P06276_CHEMBL5408893,0.4395,False
P06276_CHEMBL5415204,0.5439,False
P06276_CHEMBL5439292,0.5576,False
P06276_CHEMBL5433937,0.5103,False
P06276_CHEMBL5439067,0.5098,False
P06276_CHEMBL5438175,0.5093,False
P06276_CHEMBL5430903,1.0,True
P06276_CHEMBL5398901,0.7144,False
P06276_CHEMBL5415150,0.3494,False
P06276_CHEMBL5399673,0.3401,False
P06276_CHEMBL5438801,0.3252,False
P06276_CHEMBL5431870,0.3291,False
P06276_CHEMBL5416710,0.3467,False
P06276_CHEMBL5439093,0.3401,False
P06276_CHEMBL5412564,0.4939,False
P06276_CHEMBL5409365,1.0,True
P06276_CHEMBL5411394,0.5898,False
P06276_CHEMBL5401934,0.4575,False
P06276_CHEMBL5418088,0.6841,False
P06276_CHEMBL5436917,0.6089,False
P06276_CHEMBL5426401,0.3845,False
P06276_CHEMBL5414920,0.4905,False
P06276_CHEMBL5395541,0.6787,False
P06276_CHEMBL5401178,0.5156,False
P06276_CHEMBL5412854,0.3914,False
P06276_CHEMBL5409352,0.5083,False
P06276_CHEMBL5433139,0.4358,False
P07333_CHEMBL5405436,1.0,True
P07333_CHEMBL5418732,1.0,True
P07333_CHEMBL5415503,0.9175,False
P07333_CHEMBL5428147,1.0,True
P07333_CHEMBL5430774,1.0,True
P07333_CHEMBL5438171,1.0,True
P07333_CHEMBL5427025,1.0,True
P07333_CHEMBL5422579,1.0,True
P07333_CHEMBL5422465,0.8687,False
P07333_CHEMBL5417607,1.0,True
P07333_CHEMBL5407395,1.0,True
P07333_CHEMBL5431736,1.0,True
P07333_CHEMBL5417420,1.0,True
P07333_CHEMBL5406229,1.0,True
P07333_CHEMBL5424810,0.7378,False
P07333_CHEMBL5401076,1.0,True
P07333_CHEMBL5404686,1.0,True
P07333_CHEMBL5400254,1.0,True
P07333_CHEMBL5399299,0.7798,False
P07333_CHEMBL5394928,1.0,True
P07333_CHEMBL5418474,0.7456,False
P07333_CHEMBL5431583,1.0,True
P07333_CHEMBL5413223,1.0,True
P07333_CHEMBL5432592,0.7593,False
P07333_CHEMBL5436096,1.0,True
P07333_CHEMBL5417945,1.0,True
P07333_CHEMBL5438430,0.7212,False
P07333_CHEMBL5405639,1.0,True
P07333_CHEMBL5410996,1.0,True
P07333_CHEMBL5434318,1.0,True
P07333_CHEMBL5429835,1.0,True
P07333_CHEMBL5432649,0.8301,False
P07333_CHEMBL5410355,0.8149,False
P07333_CHEMBL5403478,1.0,True
P07333_CHEMBL5428255,1.0,True
P07333_CHEMBL5426924,0.7925,False
P07333_CHEMBL5428593,1.0,True
P07333_CHEMBL5397493,1.0,True
P07333_CHEMBL5424694,1.0,True
P07333_CHEMBL5403333,1.0,True
P07333_CHEMBL5419520,1.0,True
P07333_CHEMBL5406951,1.0,True
P07333_CHEMBL5416633,0.8213,False
P07333_CHEMBL5431035,1.0,True
P07333_CHEMBL5416379,1.0,True
P07333_CHEMBL5416772,1.0,True
P07333_CHEMBL5415647,1.0,True
P07333_CHEMBL5425883,0.7832,False
P07333_CHEMBL5406771,0.9434,False
P07333_CHEMBL5439547,1.0,True
P07333_CHEMBL5435513,1.0,True
P07333_CHEMBL5411378,1.0,True
P07333_CHEMBL5430633,1.0,True
P07333_CHEMBL5414671,0.7681,False
P07333_CHEMBL5411522,1.0,True
P07333_CHEMBL5399857,0.8037,False
P07333_CHEMBL5408316,0.772,False
P07333_CHEMBL5398307,1.0,True
P07333_CHEMBL5440766,1.0,True
P07333_CHEMBL5414964,0.8369,False
P07333_CHEMBL5431785,0.8369,False
P07333_CHEMBL5395449,0.75,False
P07333_CHEMBL5405206,0.7705,False
P07333_CHEMBL5439126,1.0,True
P07333_CHEMBL5417719,0.7778,False
P07333_CHEMBL5397426,0.7778,False
P07333_CHEMBL5418087,0.8833,False
P07333_CHEMBL5430348,1.0,True
P07333_CHEMBL5428404,1.0,True
P07333_CHEMBL5410595,1.0,True
P07333_CHEMBL5420485,0.8237,False
P07333_CHEMBL5397490,1.0,True
P07333_CHEMBL5411617,1.0,True
P07333_CHEMBL5404033,0.8423,False
P07333_CHEMBL5398778,1.0,True
P07333_CHEMBL5436321,0.7925,False
P07333_CHEMBL5417494,1.0,True
P07333_CHEMBL5435576,1.0,True
P07333_CHEMBL5431339,0.625,False
P07333_CHEMBL5397557,0.7114,False
P07333_CHEMBL5439143,0.6113,False
P08183_CHEMBL5425185,0.4028,False
P08183_CHEMBL5437398,0.303,False
P08183_CHEMBL5436340,0.3022,False
P08183_CHEMBL5429850,0.4023,False
P08183_CHEMBL5430468,0.3999,False
P08183_CHEMBL5413805,0.4338,False
P08183_CHEMBL5434737,0.4197,False
P08183_CHEMBL5438188,0.4324,False
P08183_CHEMBL5439235,0.7744,False
P08183_CHEMBL5419493,0.7871,False
P08183_CHEMBL5405329,0.8105,False
P08183_CHEMBL5421503,0.8105,False
P08183_CHEMBL5405630,0.3777,False
P08183_CHEMBL5399482,0.3047,False
P08183_CHEMBL5417686,0.405,False
P08183_CHEMBL5400964,0.4194,False
P08183_CHEMBL5426932,0.302,False
P08183_CHEMBL5437506,0.3774,False
P08183_CHEMBL5415709,0.4355,False
P08183_CHEMBL5438538,0.4443,False
P08183_CHEMBL5425919,0.5171,False
P08183_CHEMBL5402480,0.4194,False
P08183_CHEMBL5418484,0.4194,False
P08183_CHEMBL5441059,0.4595,False
P08183_CHEMBL5420094,0.4189,False
P08183_CHEMBL5412607,0.4719,False
P08183_CHEMBL5437560,0.408,False
P08183_CHEMBL5415893,0.3838,False
P08183_CHEMBL5436448,0.4197,False
P08183_CHEMBL5396671,0.3977,False
P08183_CHEMBL5407482,0.425,False
P08183_CHEMBL5407412,0.4343,False
P08183_CHEMBL5431081,0.4111,False
P08183_CHEMBL5412371,0.4651,False
P08183_CHEMBL5425892,0.3882,False
P08183_CHEMBL5399662,0.3999,False
P08183_CHEMBL5426025,0.375,False
P08183_CHEMBL5398052,0.427,False
P08183_CHEMBL5407313,0.3999,False
P08183_CHEMBL5407159,0.4458,False
P08183_CHEMBL5421510,0.4043,False
P08183_CHEMBL5414246,0.3958,False
P08183_CHEMBL5416933,0.4023,False
P08183_CHEMBL5411388,0.4238,False
P08183_CHEMBL5401765,0.4211,False
P08183_CHEMBL5428669,0.4189,False
P08183_CHEMBL5438795,0.4324,False
P08183_CHEMBL5418459,0.4343,False
P08183_CHEMBL5394148,0.4648,False
P08183_CHEMBL5419927,0.4375,False
P08183_CHEMBL5396336,0.4507,False
P08183_CHEMBL5404144,0.4197,False
P08183_CHEMBL5400694,0.4197,False
P08183_CHEMBL5423555,0.4736,False
P08183_CHEMBL5422672,0.4028,False
P08183_CHEMBL5436137,0.3948,False
P08183_CHEMBL5399386,0.4546,False
P08183_CHEMBL5426234,0.4226,False
P08183_CHEMBL5414919,0.394,False
P08183_CHEMBL5434966,0.394,False
P08183_CHEMBL5394194,0.4285,False
P08183_CHEMBL5416906,0.4917,False
P08183_CHEMBL5407375,0.3999,False
P08183_CHEMBL5432918,0.394,False
P08183_CHEMBL5422643,0.3816,False
P08183_CHEMBL5431776,0.4546,False
P08183_CHEMBL5411739,0.4084,False
P08183_CHEMBL5429916,0.4658,False
P08183_CHEMBL5401629,0.4028,False
P08183_CHEMBL5409465,0.4204,False
P08183_CHEMBL5420038,0.3816,False
P08183_CHEMBL5424759,0.4153,False
P08183_CHEMBL5416557,0.4263,False
P08183_CHEMBL5407483,0.4407,False
P08183_CHEMBL5423562,0.5,False
P08183_CHEMBL5402347,0.4775,False
P08183_CHEMBL5396962,0.4443,False
P08183_CHEMBL5412611,0.4153,False
P08183_CHEMBL5400984,0.481,False
P08183_CHEMBL5438614,0.4138,False
P08183_CHEMBL5426953,0.4243,False
P08183_CHEMBL5408118,0.418,False
P08183_CHEMBL5439145,0.4119,False
P08684_CHEMBL5441414,0.3494,False
P08684_CHEMBL5441415,0.3494,False
P08684_CHEMBL5441417,0.3562,False
P08684_CHEMBL5409856,1.0,True
P08684_CHEMBL5422322,1.0,True
P08684_CHEMBL5405570,1.0,True
P08684_CHEMBL5419165,0.3369,False
P08684_CHEMBL5412917,0.3684,False
P08684_CHEMBL5395642,1.0,True
P08684_CHEMBL5401381,1.0,True
P08684_CHEMBL5429440,1.0,True
P08684_CHEMBL5435085,1.0,True
P08684_CHEMBL5441413,0.3735,False
P08684_CHEMBL5441401,0.3816,False
P08684_CHEMBL5439866,0.54,False
P08684_CHEMBL5412953,1.0,True
P08684_CHEMBL5420409,1.0,True
P08684_CHEMBL5439131,1.0,True
P08684_CHEMBL5420055,1.0,True
P08684_CHEMBL5403040,0.625,False
P08684_CHEMBL5435819,1.0,True
P08684_CHEMBL5403485,0.519,False
P08684_CHEMBL5427758,0.4915,False
P08684_CHEMBL5410914,0.6079,False
P08684_CHEMBL5411496,0.7002,False
P08684_CHEMBL5430409,0.6665,False
P08684_CHEMBL5396316,0.6743,False
P08684_CHEMBL5408831,0.6733,False
P08684_CHEMBL5416830,0.5054,False
P08684_CHEMBL5404974,0.5576,False
P08684_CHEMBL5441398,0.3816,False
P08684_CHEMBL5425736,0.7085,False
P08684_CHEMBL5402399,0.5635,False
P08684_CHEMBL5416061,0.5264,False
P08684_CHEMBL5400274,0.5557,False
P08684_CHEMBL5425498,1.0,True
P08684_CHEMBL5395411,0.5,False
P08684_CHEMBL5418212,1.0,True
P08684_CHEMBL5395688,1.0,True
P08684_CHEMBL5435782,0.2632,False
P08684_CHEMBL5430709,0.3364,False
P08684_CHEMBL5406811,0.3472,False
P08684_CHEMBL5395784,0.4875,False
P08684_CHEMBL5424297,1.0,True
P08684_CHEMBL5441391,0.3257,False
P08684_CHEMBL5432620,1.0,True
P08684_CHEMBL5412197,0.3708,False
P08684_CHEMBL5397192,0.5747,False
P08684_CHEMBL5422931,0.5,False
P08684_CHEMBL5428544,0.5229,False
P08684_CHEMBL5407563,0.7144,False
P08684_CHEMBL5427813,0.5625,False
P08684_CHEMBL5429860,0.4211,False
P08684_CHEMBL5418057,0.3831,False
P08684_CHEMBL5419892,0.2927,False
P08684_CHEMBL5420576,0.3914,False
P08908_CHEMBL5433300,0.3455,False
P08908_CHEMBL5405562,0.3699,False
P08908_CHEMBL5406900,0.3438,False
P08908_CHEMBL5397704,0.3447,False
P08908_CHEMBL5405414,0.3181,False
P08908_CHEMBL5419441,0.3552,False
P08908_CHEMBL5416678,0.3284,False
P08908_CHEMBL5433857,0.3508,False
P08908_CHEMBL5400892,0.3135,False
P08908_CHEMBL5410706,0.3066,False
P08908_CHEMBL5420304,0.3501,False
P08908_CHEMBL5434373,0.3606,False
P08908_CHEMBL5412886,0.4856,False
P08908_CHEMBL5424897,0.5312,False
P08908_CHEMBL5409134,0.6211,False
P08908_CHEMBL5437660,0.5576,False
P08908_CHEMBL5408223,0.6001,False
P08908_CHEMBL5404054,0.5269,False
P08908_CHEMBL5436003,0.3384,False
P08908_CHEMBL5423649,0.3333,False
P08908_CHEMBL5395867,0.3572,False
P08908_CHEMBL5406837,0.3386,False
P08908_CHEMBL5397523,0.3433,False
P08908_CHEMBL5434229,0.4268,False
P08908_CHEMBL5431103,0.7051,False
P08908_CHEMBL5403268,0.4929,False
P08908_CHEMBL5422870,0.5615,False
P08908_CHEMBL5403204,0.606,False
P08908_CHEMBL5418283,0.5674,False
P08908_CHEMBL5427695,0.6772,False
P08908_CHEMBL5415412,0.5938,False
P08908_CHEMBL5425252,0.6558,False
P08908_CHEMBL5400232,0.6665,False
P08908_CHEMBL5404031,0.457,False
P08908_CHEMBL5407925,0.3125,False
P08908_CHEMBL5402096,0.3167,False
P08908_CHEMBL5435580,0.5322,False
P08908_CHEMBL5411002,0.5,False
P08908_CHEMBL5424052,0.5264,False
P08908_CHEMBL5422196,0.5835,False
P08908_CHEMBL5429491,0.5288,False
P08908_CHEMBL5395668,0.5347,False
P08908_CHEMBL5420627,0.5073,False
P08908_CHEMBL5439203,0.5264,False
P08908_CHEMBL5436641,0.4268,False
P08908_CHEMBL5429826,0.6177,False
P09874_CHEMBL5399361,1.0,True
P09874_CHEMBL5395127,1.0,True
P09874_CHEMBL5411930,1.0,True
P09874_CHEMBL5419831,1.0,True
P09874_CHEMBL5400153,1.0,True
P09874_CHEMBL5434732,1.0,True
P09874_CHEMBL5406001,1.0,True
P09874_CHEMBL5432851,1.0,True
P09874_CHEMBL5428217,1.0,True
P09874_CHEMBL5435200,1.0,True
P09874_CHEMBL5421873,1.0,True
P09874_CHEMBL5423934,1.0,True
P09874_CHEMBL5423161,1.0,True
P09874_CHEMBL5411446,1.0,True
P09874_CHEMBL5435531,1.0,True
P09874_CHEMBL5404171,1.0,True
P09874_CHEMBL5432860,1.0,True
P09874_CHEMBL5437947,1.0,True
P09874_CHEMBL5394020,1.0,True
P09874_CHEMBL5425070,1.0,True
P09874_CHEMBL5433754,0.4268,False
P09874_CHEMBL5393999,1.0,True
