compound_id,simstd_selfcontrol,ik1_selfcontrol
P00918_CHEMBL5436091,1.0,True
P00918_CHEMBL5415766,1.0,True
P00918_CHEMBL5431518,1.0,True
P01116_CHEMBL5405893,1.0,True
P01116_CHEMBL5430615,1.0,True
P01116_CHEMBL5436936,1.0,True
P01116_CHEMBL5394061,1.0,True
P01116_CHEMBL5431314,1.0,True
P01116_CHEMBL5406019,1.0,True
P01116_CHEMBL5437416,1.0,True
P01116_CHEMBL5397857,1.0,True
P01116_CHEMBL5408905,1.0,True
P01116_CHEMBL5401101,1.0,True
P01116_CHEMBL5413564,1.0,True
P01116_CHEMBL5415578,1.0,True
P01116_CHEMBL5402298,1.0,True
P01116_CHEMBL5408294,1.0,True
P01116_CHEMBL5434304,1.0,True
P01116_CHEMBL5396905,1.0,True
P01116_CHEMBL5397270,1.0,True
P01116_CHEMBL5434387,1.0,True
P01116_CHEMBL5436538,1.0,True
P01116_CHEMBL5423732,1.0,True
P01116_CHEMBL5439404,1.0,True
P01116_CHEMBL5411433,1.0,True
P01116_CHEMBL5440242,1.0,True
P01116_CHEMBL5411023,1.0,True
P01116_CHEMBL5434277,1.0,True
P01116_CHEMBL5430597,1.0,True
P01116_CHEMBL5401145,1.0,True
P01116_CHEMBL5420106,1.0,True
P01116_CHEMBL5413109,1.0,True
P01116_CHEMBL5429450,1.0,True
P01116_CHEMBL5413213,1.0,True
P01116_CHEMBL5407974,1.0,True
P01116_CHEMBL5423141,1.0,True
P01116_CHEMBL5440407,1.0,True
P01116_CHEMBL5432250,1.0,True
P01116_CHEMBL5433325,1.0,True
P01116_CHEMBL5399365,1.0,True
P01116_CHEMBL5434458,1.0,True
P01116_CHEMBL5407525,1.0,True
P01116_CHEMBL5407640,1.0,True
P01116_CHEMBL5439684,1.0,True
P01116_CHEMBL5403842,1.0,True
P01116_CHEMBL5421903,1.0,True
P01116_CHEMBL5400481,1.0,True
P01116_CHEMBL5400366,1.0,True
P01116_CHEMBL5403626,1.0,True
P01116_CHEMBL5401087,1.0,True
P01116_CHEMBL5429318,1.0,True
P01116_CHEMBL5438399,1.0,True
P01116_CHEMBL5405632,1.0,True
P01116_CHEMBL5426739,1.0,True
P01116_CHEMBL5398980,1.0,True
P03372_CHEMBL5408419,1.0,True
P03372_CHEMBL5435203,1.0,True
P03372_CHEMBL5419649,1.0,True
P03372_CHEMBL5414572,1.0,True
P03372_CHEMBL5428681,1.0,True
P03372_CHEMBL5406865,1.0,True
P03372_CHEMBL5398866,1.0,True
P03372_CHEMBL5432102,1.0,True
P03372_CHEMBL5432210,1.0,True
P03372_CHEMBL5409872,1.0,True
P03372_CHEMBL5425958,1.0,True
P03372_CHEMBL5430840,1.0,True
P03372_CHEMBL5402062,1.0,True
P03372_CHEMBL5422265,1.0,True
P03372_CHEMBL5418457,1.0,True
P03372_CHEMBL5438497,1.0,True
P03372_CHEMBL5394554,1.0,True
P03372_CHEMBL5421913,1.0,True
P03372_CHEMBL5397899,1.0,True
P03372_CHEMBL5436713,1.0,True
P03372_CHEMBL5435743,1.0,True
P03372_CHEMBL5423781,1.0,True
P03372_CHEMBL5394879,1.0,True
P03372_CHEMBL5423408,1.0,True
P03372_CHEMBL5403080,1.0,True
P03372_CHEMBL5407335,1.0,True
P03372_CHEMBL5414659,1.0,True
P03372_CHEMBL5424929,1.0,True
P03372_CHEMBL5426251,1.0,True
P03372_CHEMBL5423258,1.0,True
P03372_CHEMBL5414261,1.0,True
P03372_CHEMBL5433532,1.0,True
P03372_CHEMBL5398724,1.0,True
P03372_CHEMBL5396802,1.0,True
P03372_CHEMBL5409541,1.0,True
P03372_CHEMBL5417949,1.0,True
P03372_CHEMBL5404699,1.0,True
P03372_CHEMBL5420394,1.0,True
P03372_CHEMBL5427513,1.0,True
P03372_CHEMBL5403840,1.0,True
P03372_CHEMBL5406802,1.0,True
P03372_CHEMBL5424786,1.0,True
P03372_CHEMBL5417452,1.0,True
P03372_CHEMBL5426947,1.0,True
P03372_CHEMBL5398397,1.0,True
P03372_CHEMBL5413289,1.0,True
P03372_CHEMBL5404403,1.0,True
P03372_CHEMBL5409715,1.0,True
P03372_CHEMBL5430117,1.0,True
P03372_CHEMBL5394007,1.0,True
P03372_CHEMBL5399056,1.0,True
P03372_CHEMBL5400203,1.0,True
P03372_CHEMBL5437007,1.0,True
P03372_CHEMBL5425664,1.0,True
P03372_CHEMBL5436409,1.0,True
P03372_CHEMBL5429522,1.0,True
P03372_CHEMBL5394016,1.0,True
P03372_CHEMBL5395953,1.0,True
P03372_CHEMBL5431822,1.0,True
P03372_CHEMBL5427627,1.0,True
P03372_CHEMBL5428797,1.0,True
P03372_CHEMBL5413340,1.0,True
P03372_CHEMBL5404063,1.0,True
P03372_CHEMBL5394546,1.0,True
P03372_CHEMBL5412790,1.0,True
P03372_CHEMBL5421409,1.0,True
P03372_CHEMBL5433442,1.0,True
P03372_CHEMBL5405944,1.0,True
P03372_CHEMBL5408038,1.0,True
P03372_CHEMBL5422315,1.0,True
P03372_CHEMBL5401146,1.0,True
P03372_CHEMBL5400803,1.0,True
P03372_CHEMBL5403786,1.0,True
P03372_CHEMBL5410004,1.0,True
P03372_CHEMBL5426175,1.0,True
P03372_CHEMBL5411799,1.0,True
P03372_CHEMBL5418690,1.0,True
P03372_CHEMBL5436925,1.0,True
P03372_CHEMBL5402392,1.0,True
P03951_CHEMBL5399926,1.0,True
P03951_CHEMBL5400859,1.0,True
P03951_CHEMBL5422323,1.0,True
P03951_CHEMBL5428779,1.0,True
P03951_CHEMBL5438074,1.0,True
P03951_CHEMBL5422380,1.0,True
P03951_CHEMBL5395642,1.0,True
P03951_CHEMBL5416393,1.0,True
P03951_CHEMBL5413065,1.0,True
P03951_CHEMBL5426898,1.0,True
P03951_CHEMBL5419603,1.0,True
P03951_CHEMBL5439061,1.0,True
P03951_CHEMBL5406534,1.0,True
P03951_CHEMBL5427891,1.0,True
P03951_CHEMBL5412953,1.0,True
P03951_CHEMBL5420409,1.0,True
P03951_CHEMBL5439131,1.0,True
P03951_CHEMBL5420055,1.0,True
P03951_CHEMBL5431336,1.0,True
P03951_CHEMBL5398062,1.0,True
P03951_CHEMBL5416199,1.0,True
P03951_CHEMBL5434010,1.0,True
P03951_CHEMBL5432831,1.0,True
P03951_CHEMBL5404596,1.0,True
P03951_CHEMBL5437779,1.0,True
P03951_CHEMBL5419156,1.0,True
P03951_CHEMBL5400795,1.0,True
P03951_CHEMBL5400667,1.0,True
P03951_CHEMBL5395901,1.0,True
P03951_CHEMBL5435153,1.0,True
P03951_CHEMBL5436073,1.0,True
P03951_CHEMBL5426362,1.0,True
P03951_CHEMBL5426903,1.0,True
P03951_CHEMBL5397593,1.0,True
P03951_CHEMBL5403102,1.0,True
P03951_CHEMBL5425168,1.0,True
P03951_CHEMBL5423135,1.0,True
P03951_CHEMBL5410680,1.0,True
P03951_CHEMBL5403224,1.0,True
P04629_CHEMBL5428085,1.0,True
P04629_CHEMBL5424164,1.0,True
P04629_CHEMBL5427137,1.0,True
P04629_CHEMBL5407680,1.0,True
P04629_CHEMBL5418921,1.0,True
P04629_CHEMBL5424443,1.0,True
P04629_CHEMBL5396900,1.0,True
P04629_CHEMBL5399402,1.0,True
P04629_CHEMBL5406952,1.0,True
P04629_CHEMBL5414386,1.0,True
P04629_CHEMBL5422637,1.0,True
P04629_CHEMBL5439768,1.0,True
P04629_CHEMBL5406821,1.0,True
P04629_CHEMBL5401624,1.0,True
P04629_CHEMBL5430182,1.0,True
P04629_CHEMBL5403006,1.0,True
P04629_CHEMBL5434198,1.0,True
P04629_CHEMBL5401850,1.0,True
P04629_CHEMBL5394214,1.0,True
P04629_CHEMBL5431124,1.0,True
P04629_CHEMBL5421662,1.0,True
P04629_CHEMBL5400169,1.0,True
P04629_CHEMBL5410147,1.0,True
P04629_CHEMBL5416521,1.0,True
P04629_CHEMBL5432219,1.0,True
P04629_CHEMBL5410884,1.0,True
P04629_CHEMBL5421829,1.0,True
P04629_CHEMBL5405759,1.0,True
P04629_CHEMBL5396972,1.0,True
P04629_CHEMBL5415833,1.0,True
P04629_CHEMBL5420615,1.0,True
P04629_CHEMBL5404881,1.0,True
P04629_CHEMBL5393854,1.0,True
P04629_CHEMBL5406744,1.0,True
P04629_CHEMBL5397303,1.0,True
P04629_CHEMBL5432162,1.0,True
P04629_CHEMBL5400736,1.0,True
P04629_CHEMBL5426828,1.0,True
P04629_CHEMBL5404983,1.0,True
P04629_CHEMBL5432542,1.0,True
P04629_CHEMBL5399648,1.0,True
P04629_CHEMBL5420150,1.0,True
P04629_CHEMBL5402864,1.0,True
P04629_CHEMBL5439790,1.0,True
P04629_CHEMBL5423111,1.0,True
P04629_CHEMBL5408496,1.0,True
P04629_CHEMBL5425999,1.0,True
P04629_CHEMBL5424704,1.0,True
P04629_CHEMBL5439446,1.0,True
P04629_CHEMBL5420852,1.0,True
P04629_CHEMBL5435158,1.0,True
P04629_CHEMBL5424463,1.0,True
P04629_CHEMBL5429187,1.0,True
P04629_CHEMBL5429940,1.0,True
P04629_CHEMBL5397250,1.0,True
P04629_CHEMBL5435416,1.0,True
P04629_CHEMBL5409434,1.0,True
P04629_CHEMBL5438019,1.0,True
P04629_CHEMBL5430106,1.0,True
P04629_CHEMBL5418250,1.0,True
P04629_CHEMBL5429009,1.0,True
P04629_CHEMBL5396416,1.0,True
P04629_CHEMBL5425790,1.0,True
P04629_CHEMBL5405656,1.0,True
P04629_CHEMBL5430972,1.0,True
P04629_CHEMBL5412525,1.0,True
P04629_CHEMBL5416004,1.0,True
P04629_CHEMBL5420791,1.0,True
P04629_CHEMBL5394049,1.0,True
P04629_CHEMBL5438621,1.0,True
P04629_CHEMBL5408929,1.0,True
P04629_CHEMBL5433110,1.0,True
P04629_CHEMBL5422195,1.0,True
P04629_CHEMBL5394378,1.0,True
P04629_CHEMBL5429379,1.0,True
P04629_CHEMBL5422461,1.0,True
P04629_CHEMBL5411653,1.0,True
P04629_CHEMBL5431604,1.0,True
P04629_CHEMBL5404930,1.0,True
P04629_CHEMBL5429933,1.0,True
P04629_CHEMBL5394749,1.0,True
P04629_CHEMBL5436505,1.0,True
P04629_CHEMBL5401007,1.0,True
P04629_CHEMBL5421856,1.0,True
P04629_CHEMBL5401510,1.0,True
P04629_CHEMBL5404415,1.0,True
P04629_CHEMBL5409228,1.0,True
P04629_CHEMBL5422996,1.0,True
P04629_CHEMBL5393979,1.0,True
P04629_CHEMBL5434909,1.0,True
P04629_CHEMBL5418831,1.0,True
P04629_CHEMBL5412950,1.0,True
P04629_CHEMBL5406403,1.0,True
P04629_CHEMBL5402630,1.0,True
P04629_CHEMBL5412694,1.0,True
P04629_CHEMBL5435508,1.0,True
P04629_CHEMBL5429071,1.0,True
P04629_CHEMBL5421895,1.0,True
P04629_CHEMBL5426432,1.0,True
P04629_CHEMBL5424554,1.0,True
P04629_CHEMBL5412491,1.0,True
P04629_CHEMBL5405520,1.0,True
P04629_CHEMBL5431992,1.0,True
P04629_CHEMBL5426605,1.0,True
P04629_CHEMBL5432702,1.0,True
P04629_CHEMBL5399429,1.0,True
P04629_CHEMBL5423414,1.0,True
P04629_CHEMBL5406562,1.0,True
P04629_CHEMBL5429205,1.0,True
P04629_CHEMBL5439400,1.0,True
P04629_CHEMBL5412443,1.0,True
P04629_CHEMBL5415584,1.0,True
P04629_CHEMBL5436311,1.0,True
P06276_CHEMBL5394478,1.0,True
P06276_CHEMBL5400593,1.0,True
P06276_CHEMBL5428978,1.0,True
P06276_CHEMBL5410208,1.0,True
P06276_CHEMBL5431791,1.0,True
P06276_CHEMBL5399188,1.0,True
P06276_CHEMBL5421921,1.0,True
P06276_CHEMBL5417071,1.0,True
P06276_CHEMBL5398025,1.0,True
P06276_CHEMBL5422164,1.0,True
P06276_CHEMBL5403494,1.0,True
P06276_CHEMBL5397813,1.0,True
P06276_CHEMBL5420941,1.0,True
P06276_CHEMBL5399726,1.0,True
P06276_CHEMBL5431372,1.0,True
P06276_CHEMBL5422439,1.0,True
P06276_CHEMBL5414976,1.0,True
P06276_CHEMBL5420342,1.0,True
P06276_CHEMBL5400996,1.0,True
P06276_CHEMBL5418052,1.0,True
P06276_CHEMBL5411459,1.0,True
P06276_CHEMBL5411568,1.0,True
P06276_CHEMBL5431415,1.0,True
P06276_CHEMBL5425456,1.0,True
P06276_CHEMBL5435772,1.0,True
P06276_CHEMBL5394683,1.0,True
P06276_CHEMBL5407856,1.0,True
P06276_CHEMBL5429001,1.0,True
P06276_CHEMBL5440735,1.0,True
P06276_CHEMBL5413749,1.0,True
P06276_CHEMBL5408610,1.0,True
P06276_CHEMBL5404420,1.0,True
P06276_CHEMBL5421463,1.0,True
P06276_CHEMBL5406889,1.0,True
P06276_CHEMBL5420247,1.0,True
P06276_CHEMBL5409611,1.0,True
P06276_CHEMBL5412993,1.0,True
P06276_CHEMBL5398273,1.0,True
P06276_CHEMBL5396049,1.0,True
P06276_CHEMBL5424979,1.0,True
P06276_CHEMBL5413699,1.0,True
P06276_CHEMBL5420880,1.0,True
P06276_CHEMBL5437254,1.0,True
P06276_CHEMBL5434796,1.0,True
P06276_CHEMBL5441139,1.0,True
P06276_CHEMBL5429766,1.0,True
P06276_CHEMBL5409303,1.0,True
P06276_CHEMBL5395691,1.0,True
P06276_CHEMBL5414324,1.0,True
P06276_CHEMBL5395228,1.0,True
P06276_CHEMBL5405929,1.0,True
P06276_CHEMBL5424787,1.0,True
P06276_CHEMBL5395270,1.0,True
P06276_CHEMBL5416421,1.0,True
P06276_CHEMBL5421196,1.0,True
P06276_CHEMBL5404463,1.0,True
P06276_CHEMBL5425753,1.0,True
P06276_CHEMBL5411758,1.0,True
P06276_CHEMBL5429690,1.0,True
P06276_CHEMBL5401121,1.0,True
P06276_CHEMBL5440083,1.0,True
P06276_CHEMBL5425341,1.0,True
P06276_CHEMBL5436185,1.0,True
P06276_CHEMBL5434452,1.0,True
P06276_CHEMBL5403457,1.0,True
P06276_CHEMBL5406359,1.0,True
P06276_CHEMBL5430829,1.0,True
P06276_CHEMBL5411397,1.0,True
P06276_CHEMBL5422050,1.0,True
P06276_CHEMBL5412500,1.0,True
P06276_CHEMBL5414873,1.0,True
P06276_CHEMBL5419243,1.0,True
P06276_CHEMBL5417346,1.0,True
P06276_CHEMBL5426103,1.0,True
P06276_CHEMBL5440753,1.0,True
P06276_CHEMBL5434553,1.0,True
P06276_CHEMBL5396497,1.0,True
P06276_CHEMBL5433692,1.0,True
P06276_CHEMBL5429608,1.0,True
P06276_CHEMBL5396394,1.0,True
P06276_CHEMBL5435599,1.0,True
P06276_CHEMBL5426763,1.0,True
P06276_CHEMBL5407369,1.0,True
P06276_CHEMBL5405546,1.0,True
P06276_CHEMBL5426641,1.0,True
P06276_CHEMBL5412278,1.0,True
P06276_CHEMBL5412829,1.0,True
P06276_CHEMBL5408735,1.0,True
P06276_CHEMBL5422875,1.0,True
P06276_CHEMBL5427320,1.0,True
P06276_CHEMBL5416357,1.0,True
P06276_CHEMBL5419364,1.0,True
P06276_CHEMBL5436261,1.0,True
P06276_CHEMBL5405496,1.0,True
P06276_CHEMBL5415210,1.0,True
P06276_CHEMBL5440573,1.0,True
P06276_CHEMBL5416559,1.0,True
P06276_CHEMBL5418400,1.0,True
P06276_CHEMBL5417185,1.0,True
P06276_CHEMBL5408893,1.0,True
P06276_CHEMBL5415204,1.0,True
P06276_CHEMBL5439292,1.0,True
P06276_CHEMBL5433937,1.0,True
P06276_CHEMBL5439067,1.0,True
P06276_CHEMBL5438175,1.0,True
P06276_CHEMBL5430903,1.0,True
P06276_CHEMBL5398901,1.0,True
P06276_CHEMBL5415150,1.0,True
P06276_CHEMBL5399673,1.0,True
P06276_CHEMBL5438801,1.0,True
P06276_CHEMBL5431870,1.0,True
P06276_CHEMBL5416710,1.0,True
P06276_CHEMBL5439093,1.0,True
P06276_CHEMBL5412564,1.0,True
P06276_CHEMBL5409365,1.0,True
P06276_CHEMBL5411394,1.0,True
P06276_CHEMBL5401934,1.0,True
P06276_CHEMBL5418088,1.0,True
P06276_CHEMBL5436917,1.0,True
P06276_CHEMBL5426401,1.0,True
P06276_CHEMBL5414920,1.0,True
P06276_CHEMBL5395541,1.0,True
P06276_CHEMBL5401178,1.0,True
P06276_CHEMBL5412854,1.0,True
P06276_CHEMBL5409352,1.0,True
P06276_CHEMBL5433139,1.0,True
P07333_CHEMBL5405436,1.0,True
P07333_CHEMBL5418732,1.0,True
P07333_CHEMBL5415503,1.0,True
P07333_CHEMBL5428147,1.0,True
P07333_CHEMBL5430774,1.0,True
P07333_CHEMBL5438171,1.0,True
P07333_CHEMBL5427025,1.0,True
P07333_CHEMBL5422579,1.0,True
P07333_CHEMBL5422465,1.0,True
P07333_CHEMBL5417607,1.0,True
P07333_CHEMBL5407395,1.0,True
P07333_CHEMBL5431736,1.0,True
P07333_CHEMBL5417420,1.0,True
P07333_CHEMBL5406229,1.0,True
P07333_CHEMBL5424810,1.0,True
P07333_CHEMBL5401076,1.0,True
P07333_CHEMBL5404686,1.0,True
P07333_CHEMBL5400254,1.0,True
P07333_CHEMBL5399299,1.0,True
P07333_CHEMBL5394928,1.0,True
P07333_CHEMBL5418474,1.0,True
P07333_CHEMBL5431583,1.0,True
P07333_CHEMBL5413223,1.0,True
P07333_CHEMBL5432592,1.0,True
P07333_CHEMBL5436096,1.0,True
P07333_CHEMBL5417945,1.0,True
P07333_CHEMBL5438430,1.0,True
P07333_CHEMBL5405639,1.0,True
P07333_CHEMBL5410996,1.0,True
P07333_CHEMBL5434318,1.0,True
P07333_CHEMBL5429835,1.0,True
P07333_CHEMBL5432649,1.0,True
P07333_CHEMBL5410355,1.0,True
P07333_CHEMBL5403478,1.0,True
P07333_CHEMBL5428255,1.0,True
P07333_CHEMBL5426924,1.0,True
P07333_CHEMBL5428593,1.0,True
P07333_CHEMBL5397493,1.0,True
P07333_CHEMBL5424694,1.0,True
P07333_CHEMBL5403333,1.0,True
P07333_CHEMBL5419520,1.0,True
P07333_CHEMBL5406951,1.0,True
P07333_CHEMBL5416633,1.0,True
P07333_CHEMBL5431035,1.0,True
P07333_CHEMBL5416379,1.0,True
P07333_CHEMBL5416772,1.0,True
P07333_CHEMBL5415647,1.0,True
P07333_CHEMBL5425883,1.0,True
P07333_CHEMBL5406771,1.0,True
P07333_CHEMBL5439547,1.0,True
P07333_CHEMBL5435513,1.0,True
P07333_CHEMBL5411378,1.0,True
P07333_CHEMBL5430633,1.0,True
P07333_CHEMBL5414671,1.0,True
P07333_CHEMBL5411522,1.0,True
P07333_CHEMBL5399857,1.0,True
P07333_CHEMBL5408316,1.0,True
P07333_CHEMBL5398307,1.0,True
P07333_CHEMBL5440766,1.0,True
P07333_CHEMBL5414964,1.0,True
P07333_CHEMBL5431785,1.0,True
P07333_CHEMBL5395449,1.0,True
P07333_CHEMBL5405206,1.0,True
P07333_CHEMBL5439126,1.0,True
P07333_CHEMBL5417719,1.0,True
P07333_CHEMBL5397426,1.0,True
P07333_CHEMBL5418087,1.0,True
P07333_CHEMBL5430348,1.0,True
P07333_CHEMBL5428404,1.0,True
P07333_CHEMBL5410595,1.0,True
P07333_CHEMBL5420485,1.0,True
P07333_CHEMBL5397490,1.0,True
P07333_CHEMBL5411617,1.0,True
P07333_CHEMBL5404033,1.0,True
P07333_CHEMBL5398778,1.0,True
P07333_CHEMBL5436321,1.0,True
P07333_CHEMBL5417494,1.0,True
P07333_CHEMBL5435576,1.0,True
P07333_CHEMBL5431339,1.0,True
P07333_CHEMBL5397557,1.0,True
P07333_CHEMBL5439143,1.0,True
P08183_CHEMBL5425185,1.0,True
P08183_CHEMBL5437398,1.0,True
P08183_CHEMBL5436340,1.0,True
P08183_CHEMBL5429850,1.0,True
P08183_CHEMBL5430468,1.0,True
P08183_CHEMBL5413805,1.0,True
P08183_CHEMBL5434737,1.0,True
P08183_CHEMBL5438188,1.0,True
P08183_CHEMBL5439235,1.0,True
P08183_CHEMBL5419493,1.0,True
P08183_CHEMBL5405329,1.0,True
P08183_CHEMBL5421503,1.0,True
P08183_CHEMBL5405630,1.0,True
P08183_CHEMBL5399482,1.0,True
P08183_CHEMBL5417686,1.0,True
P08183_CHEMBL5400964,1.0,True
P08183_CHEMBL5426932,1.0,True
P08183_CHEMBL5437506,1.0,True
P08183_CHEMBL5415709,1.0,True
P08183_CHEMBL5438538,1.0,True
P08183_CHEMBL5425919,1.0,True
P08183_CHEMBL5402480,1.0,True
P08183_CHEMBL5418484,1.0,True
P08183_CHEMBL5441059,1.0,True
P08183_CHEMBL5420094,1.0,True
P08183_CHEMBL5412607,1.0,True
P08183_CHEMBL5437560,1.0,True
P08183_CHEMBL5415893,1.0,True
P08183_CHEMBL5436448,1.0,True
P08183_CHEMBL5396671,1.0,True
P08183_CHEMBL5407482,1.0,True
P08183_CHEMBL5407412,1.0,True
P08183_CHEMBL5431081,1.0,True
P08183_CHEMBL5412371,1.0,True
P08183_CHEMBL5425892,1.0,True
P08183_CHEMBL5399662,1.0,True
P08183_CHEMBL5426025,1.0,True
P08183_CHEMBL5398052,1.0,True
P08183_CHEMBL5407313,1.0,True
P08183_CHEMBL5407159,1.0,True
P08183_CHEMBL5421510,1.0,True
P08183_CHEMBL5414246,1.0,True
P08183_CHEMBL5416933,1.0,True
P08183_CHEMBL5411388,1.0,True
P08183_CHEMBL5401765,1.0,True
P08183_CHEMBL5428669,1.0,True
P08183_CHEMBL5438795,1.0,True
P08183_CHEMBL5418459,1.0,True
P08183_CHEMBL5394148,1.0,True
P08183_CHEMBL5419927,1.0,True
P08183_CHEMBL5396336,1.0,True
P08183_CHEMBL5404144,1.0,True
P08183_CHEMBL5400694,1.0,True
P08183_CHEMBL5423555,1.0,True
P08183_CHEMBL5422672,1.0,True
P08183_CHEMBL5436137,1.0,True
P08183_CHEMBL5399386,1.0,True
P08183_CHEMBL5426234,1.0,True
P08183_CHEMBL5414919,1.0,True
P08183_CHEMBL5434966,1.0,True
P08183_CHEMBL5394194,1.0,True
P08183_CHEMBL5416906,1.0,True
P08183_CHEMBL5407375,1.0,True
P08183_CHEMBL5432918,1.0,True
P08183_CHEMBL5422643,1.0,True
P08183_CHEMBL5431776,1.0,True
P08183_CHEMBL5411739,1.0,True
P08183_CHEMBL5429916,1.0,True
P08183_CHEMBL5401629,1.0,True
P08183_CHEMBL5409465,1.0,True
P08183_CHEMBL5420038,1.0,True
P08183_CHEMBL5424759,1.0,True
P08183_CHEMBL5416557,1.0,True
P08183_CHEMBL5407483,1.0,True
P08183_CHEMBL5423562,1.0,True
P08183_CHEMBL5402347,1.0,True
P08183_CHEMBL5396962,1.0,True
P08183_CHEMBL5412611,1.0,True
P08183_CHEMBL5400984,1.0,True
P08183_CHEMBL5438614,1.0,True
P08183_CHEMBL5426953,1.0,True
P08183_CHEMBL5408118,1.0,True
P08183_CHEMBL5439145,1.0,True
P08684_CHEMBL5441414,1.0,True
P08684_CHEMBL5441415,1.0,True
P08684_CHEMBL5441417,1.0,True
P08684_CHEMBL5409856,1.0,True
P08684_CHEMBL5422322,1.0,True
P08684_CHEMBL5405570,1.0,True
P08684_CHEMBL5419165,1.0,True
P08684_CHEMBL5412917,1.0,True
P08684_CHEMBL5395642,1.0,True
P08684_CHEMBL5401381,1.0,True
P08684_CHEMBL5429440,1.0,True
P08684_CHEMBL5435085,1.0,True
P08684_CHEMBL5441413,1.0,True
P08684_CHEMBL5441401,1.0,True
P08684_CHEMBL5439866,1.0,True
P08684_CHEMBL5412953,1.0,True
P08684_CHEMBL5420409,1.0,True
P08684_CHEMBL5439131,1.0,True
P08684_CHEMBL5420055,1.0,True
P08684_CHEMBL5403040,1.0,True
P08684_CHEMBL5435819,1.0,True
P08684_CHEMBL5403485,1.0,True
P08684_CHEMBL5427758,1.0,True
P08684_CHEMBL5410914,1.0,True
P08684_CHEMBL5411496,1.0,True
P08684_CHEMBL5430409,1.0,True
P08684_CHEMBL5396316,1.0,True
P08684_CHEMBL5408831,1.0,True
P08684_CHEMBL5416830,1.0,True
P08684_CHEMBL5404974,1.0,True
P08684_CHEMBL5441398,1.0,True
P08684_CHEMBL5425736,1.0,True
P08684_CHEMBL5402399,1.0,True
P08684_CHEMBL5416061,1.0,True
P08684_CHEMBL5400274,1.0,True
P08684_CHEMBL5425498,1.0,True
P08684_CHEMBL5395411,1.0,True
P08684_CHEMBL5418212,1.0,True
P08684_CHEMBL5395688,1.0,True
P08684_CHEMBL5435782,1.0,True
P08684_CHEMBL5430709,1.0,True
P08684_CHEMBL5406811,1.0,True
P08684_CHEMBL5395784,1.0,True
P08684_CHEMBL5424297,1.0,True
P08684_CHEMBL5441391,1.0,True
P08684_CHEMBL5432620,1.0,True
P08684_CHEMBL5412197,1.0,True
P08684_CHEMBL5397192,1.0,True
P08684_CHEMBL5422931,1.0,True
P08684_CHEMBL5428544,1.0,True
P08684_CHEMBL5407563,1.0,True
P08684_CHEMBL5427813,1.0,True
P08684_CHEMBL5429860,1.0,True
P08684_CHEMBL5418057,1.0,True
P08684_CHEMBL5419892,1.0,True
P08684_CHEMBL5420576,1.0,True
P08908_CHEMBL5433300,1.0,True
P08908_CHEMBL5405562,1.0,True
P08908_CHEMBL5406900,1.0,True
P08908_CHEMBL5397704,1.0,True
P08908_CHEMBL5405414,1.0,True
P08908_CHEMBL5419441,1.0,True
P08908_CHEMBL5416678,1.0,True
P08908_CHEMBL5433857,1.0,True
P08908_CHEMBL5400892,1.0,True
P08908_CHEMBL5410706,1.0,True
P08908_CHEMBL5420304,1.0,True
P08908_CHEMBL5434373,1.0,True
P08908_CHEMBL5412886,1.0,True
P08908_CHEMBL5424897,1.0,True
P08908_CHEMBL5409134,1.0,True
P08908_CHEMBL5437660,1.0,True
P08908_CHEMBL5408223,1.0,True
P08908_CHEMBL5404054,1.0,True
P08908_CHEMBL5436003,1.0,True
P08908_CHEMBL5423649,1.0,True
P08908_CHEMBL5395867,1.0,True
P08908_CHEMBL5406837,1.0,True
P08908_CHEMBL5397523,1.0,True
P08908_CHEMBL5434229,1.0,True
P08908_CHEMBL5431103,1.0,True
P08908_CHEMBL5403268,1.0,True
P08908_CHEMBL5422870,1.0,True
P08908_CHEMBL5403204,1.0,True
P08908_CHEMBL5418283,1.0,True
P08908_CHEMBL5427695,1.0,True
P08908_CHEMBL5415412,1.0,True
P08908_CHEMBL5425252,1.0,True
P08908_CHEMBL5400232,1.0,True
P08908_CHEMBL5404031,1.0,True
P08908_CHEMBL5407925,1.0,True
P08908_CHEMBL5402096,1.0,True
P08908_CHEMBL5435580,1.0,True
P08908_CHEMBL5411002,1.0,True
P08908_CHEMBL5424052,1.0,True
P08908_CHEMBL5422196,1.0,True
P08908_CHEMBL5429491,1.0,True
P08908_CHEMBL5395668,1.0,True
P08908_CHEMBL5420627,1.0,True
P08908_CHEMBL5439203,1.0,True
P08908_CHEMBL5436641,1.0,True
P08908_CHEMBL5429826,1.0,True
P09874_CHEMBL5399361,1.0,True
P09874_CHEMBL5395127,1.0,True
P09874_CHEMBL5411930,1.0,True
P09874_CHEMBL5419831,1.0,True
P09874_CHEMBL5400153,1.0,True
P09874_CHEMBL5434732,1.0,True
P09874_CHEMBL5406001,1.0,True
P09874_CHEMBL5432851,1.0,True
P09874_CHEMBL5428217,1.0,True
P09874_CHEMBL5435200,1.0,True
P09874_CHEMBL5421873,1.0,True
P09874_CHEMBL5423934,1.0,True
P09874_CHEMBL5423161,1.0,True
P09874_CHEMBL5411446,1.0,True
P09874_CHEMBL5435531,1.0,True
P09874_CHEMBL5404171,1.0,True
P09874_CHEMBL5432860,1.0,True
P09874_CHEMBL5437947,1.0,True
P09874_CHEMBL5394020,1.0,True
P09874_CHEMBL5425070,1.0,True
