series,ligand_id,smiles,sim_chembl34_full,ik_chembl34_full,sim_bindingdb_pre2412,ik_bindingdb_pre2412,sim_bindingnet_full,ik_bindingnet_full,sim_hiqbind,ik_hiqbind,sim_spindr,ik_spindr,sim_bindingmoad,ik_bindingmoad,sim_pdbbind2020,ik_pdbbind2020,sim_pdbbind2020_general,ik_pdbbind2020_general,sim_omol25,ik_omol25,sim_plinder,ik_plinder,sim_kinodata,ik_kinodata,sim_kiba3d,ik_kiba3d,sim_davis3d,ik_davis3d,sim_sair,ik_sair,max_sim,top_corpus,any_inchikey_hit,flowr_max
L3000,L3132,Clc1cc2c(c(c1)C#N)C[C@H](C2)Nc3nc4c(cn3)CN(C4)S(=O)(=O)C5COC5,0.3918,False,0.3918,False,0.3918,False,0.3601,False,0.3052,False,0.2208,False,0.2605,False,0.3052,False,0.2913,False,0.3918,False,0.3816,False,0.2747,False,0.2128,False,0.3816,False,0.3918,chembl34_full,False,0.3918
L3000,L3134,[nH]1nnc2c1ccc(c2)C(=O)N5C[C@@H]3[C@H](CN(C3)C(=O)OCc4c(cc(cc4)C#N)NC(=O)C(C)(C)C)C5,0.4736,False,0.7368,False,0.4736,False,0.2935,False,0.2708,False,0.2708,False,0.2935,False,0.4333,False,0.4285,False,0.3164,False,0.2925,False,0.2549,False,0.1942,False,0.7236,False,0.7368,bindingdb_pre2412,False,0.7236
L3000,L3137,Clc2cc1n(cc(c1cc2)C(=O)N3CCN(CC3)c4ncccc4C)CC(=O)N(C)C,0.5601,False,0.5601,False,0.4707,False,0.3467,False,0.2805,False,0.3152,False,0.2874,False,0.3152,False,0.4658,False,0.3467,False,0.3647,False,0.2954,False,0.2666,False,0.4092,False,0.5601,chembl34_full,False,0.4092
L3000,L3138,Clc1ccc(cc1)/N=N/C2C(=NNC2=O)C3CCN(CC3)C(=O)C,1.0,True,0.4031,False,0.4031,False,0.3333,False,0.2913,False,0.3333,False,0.282,False,0.3333,False,0.7734,True,0.3333,False,0.3386,False,0.262,False,0.2354,False,0.4031,False,1.0,chembl34_full,True,0.4031
L3000,L3139,Clc4c(cc1c(n(cc1C(=O)N2CCC(CC2)c3c(cccc3)OC)CC(=O)N(C)C)c4)C,0.4854,False,0.4458,False,0.4324,False,0.3333,False,0.3125,False,0.3333,False,0.3125,False,0.3333,False,0.4365,False,0.3367,False,0.3721,False,0.2744,False,0.25,False,0.4324,False,0.4854,chembl34_full,False,0.4324
L3000,L3140,n21c(nnc1)c(nc3c2cccc3)Nc4cc(cc(c4)OC)OC,0.8262,False,0.8262,False,0.6201,False,0.3235,False,0.4482,False,0.4482,False,0.3125,False,0.4482,False,0.8262,False,0.4482,False,0.4736,False,0.375,False,0.2054,False,0.6221,False,0.8262,chembl34_full,False,0.6221
L3000,L3141,FC(F)(F)c1cc(cc(c1)C(F)(F)F)/N=N/C2C(=NNC2=O)C3CCN(CC3)C(=O)C,0.6841,False,0.4092,False,0.4028,False,0.303,False,0.2676,False,0.303,False,0.2346,False,0.303,False,0.5483,False,0.303,False,0.3374,False,0.2556,False,0.1954,False,0.4092,False,0.6841,chembl34_full,False,0.4092
L3000,L3142,Clc4cc1c(n(c2c1CCNC2=O)CCOC3OCCCC3)cc4,0.459,False,0.4097,False,0.3765,False,0.322,False,0.2764,False,0.322,False,0.3333,False,0.3333,False,0.4219,False,0.3594,False,0.3191,False,0.2632,False,0.2048,False,0.3977,False,0.459,chembl34_full,False,0.3977
L3000,L3143,N1(CCCC1)c2oc(nc2C#N)COc3c(cc(c(c3)C)C#N)C(C)(C)C,0.6377,False,0.5425,False,0.5161,False,0.2922,False,0.25,False,0.2922,False,0.2922,False,0.2922,False,0.6377,False,0.25,False,0.2778,False,0.2234,False,0.1959,False,0.4329,False,0.6377,chembl34_full,False,0.4329
L3000,L3144,FC(F)(F)Oc1cc(ccc1)Cn2c4c(c3c2CN(CCC3)C(=O)N)cccc4,0.5137,False,0.4929,False,0.5137,False,0.4055,False,0.3721,False,0.4055,False,0.3291,False,0.4055,False,0.4507,False,0.3721,False,0.3425,False,0.314,False,0.1809,False,0.3865,False,0.5137,chembl34_full,False,0.4055
L3000,L3145,N1(CCC(CC1)NC(=O)c2ccc(cc2)Nc3nc4c(cn3)N(C(=O)N4C)Cc5ccccc5)C,0.6387,False,0.5864,False,0.5864,False,0.3855,False,0.5,False,0.3674,False,0.3608,False,0.3855,False,0.4365,False,0.5,False,0.5444,False,0.3838,False,0.3789,False,0.5444,False,0.6387,chembl34_full,False,0.5444
L3000,L3149,Clc1c(cc(c(c1)C(C)(C)C)OCc2ncncc2)C,0.3794,False,0.6382,False,0.3708,False,0.2808,False,0.2571,False,0.2808,False,0.261,False,0.2808,False,0.3606,False,0.2666,False,0.3708,False,0.2666,False,0.2073,False,0.6382,False,0.6382,bindingdb_pre2412,False,0.6382
L3000,L3150,Clc1c(cc(c(c1)C(C)(C)C)OCc2ncccc2)C,0.5479,False,0.6523,False,0.5107,False,0.4399,False,0.3088,False,0.4399,False,0.2793,False,0.4399,False,0.5186,False,0.3809,False,0.449,False,0.2856,False,0.2747,False,0.6523,False,0.6523,bindingdb_pre2412,False,0.6523
L3000,L3151,FC(F)(F)Oc1ccc(cc1)COC(=O)N2C[C@H]3[C@H](C2)CN(C3)C(=O)c4nc5c(cc4)NC(=O)O5,0.4934,False,0.6812,False,0.4934,False,0.3218,False,0.3125,False,0.2632,False,0.2559,False,0.3218,False,0.3545,False,0.3125,False,0.3052,False,0.2888,False,0.1888,False,0.5752,False,0.6812,bindingdb_pre2412,False,0.5752
L3000,L3154,N1N=C(N(C1=O)C)c2cnc(c(c2)C3CC3)OC4CCOCC4,0.4167,False,0.446,False,0.3914,False,0.3296,False,0.3296,False,0.2812,False,0.2812,False,0.2812,False,0.3157,False,0.3296,False,0.3589,False,0.3037,False,0.1915,False,0.4648,False,0.4648,sair,False,0.4648
L3000,L3156,N1N=C(N(C1=O)C)COc2c(cc(cc2)C#N)NC(=O)C(C)(C)C,0.4265,False,0.6377,False,0.4265,False,0.3201,False,0.3201,False,0.3296,False,0.2683,False,0.3296,False,0.5078,False,0.3625,False,0.3225,False,0.2876,False,0.2285,False,0.543,False,0.6377,bindingdb_pre2412,False,0.543
L3000,L3157,[N+](=O)([O-])c1c(ccc(c1)C(=O)Nc2ccccc2)-c3cn(c4ncccc43)Cc5ccccc5,0.4917,False,0.4849,False,0.4307,False,0.4849,False,0.3291,False,0.3601,False,0.3601,False,0.4849,False,0.4478,False,0.3967,False,0.4849,False,0.3374,False,0.2605,False,0.4849,False,0.4917,chembl34_full,False,0.4849
L3000,L3158,[N+](=O)([O-])c1c(ccc(c1)C(=O)NC)-c2cn(c3ncccc32)Cc4ccccc4,0.4375,False,0.4375,False,0.4375,False,0.3857,False,0.3333,False,0.3333,False,0.3289,False,0.3857,False,0.4055,False,0.3823,False,0.4375,False,0.325,False,0.2299,False,0.3857,False,0.4375,chembl34_full,False,0.4375
L3000,L3159,Clc2nc1[nH]nc(c1cc2)-c3cnc(c(c3)C4CC4)OC5CCOCC5,0.4429,False,0.4429,False,0.3767,False,0.2913,False,0.2913,False,0.25,False,0.25,False,0.2913,False,0.3027,False,0.3247,False,0.3972,False,0.2856,False,0.2019,False,0.408,False,0.4429,chembl34_full,False,0.408
L3000,L3160,Clc1c(cc(c(c1)Cl)C(=O)Nc2ccccc2)S(=O)(=O)N3CCCCC3,1.0,True,0.6182,False,0.6182,False,0.4412,False,0.3438,False,0.4412,False,0.353,False,0.4412,False,0.6362,False,0.5088,False,0.5098,False,0.3181,False,0.2152,False,0.7871,False,1.0,chembl34_full,True,0.7871
L3000,L3162,[N+](=O)([O-])c1c(ccc(c1)C(=O)NC)-c2cnc(c(c2)C)OCCC,0.4546,False,0.4182,False,0.4182,False,0.3333,False,0.3201,False,0.3201,False,0.2969,False,0.3333,False,0.4312,False,0.4407,False,0.3684,False,0.3125,False,0.2234,False,0.3923,False,0.4546,chembl34_full,False,0.4407
L3000,L3165,Fc1c(ccc(c1)CN5c2c(nc(nc2)Nc3ccc(cc3)C(=O)N4CCC(CC4)S(=O)(=O)N)N(C5=O)C)F,0.4185,False,0.4021,False,0.4021,False,0.3572,False,0.3572,False,0.2783,False,0.3096,False,0.3572,False,0.3667,False,0.3635,False,0.4021,False,0.2991,False,0.2737,False,0.4021,False,0.4185,chembl34_full,False,0.4021
L3000,L3170,Clc1c(ccc(c1)Cn2nnc(c2)CN5C=Nc3c(cc(cc3)N4CCN(CC4)C(=O)C)C5=O)Cl,0.5068,False,0.6484,False,0.4805,False,0.3333,False,0.3333,False,0.3333,False,0.3333,False,0.3333,False,0.4492,False,0.3425,False,0.353,False,0.2959,False,0.1926,False,0.6484,False,0.6484,bindingdb_pre2412,False,0.6484
L3000,L3171,Fc1c(ccc(c1)Cn2nnc(c2)CN5C=Nc3c(cc(cc3)N4CCN(CC4)C(=O)C)C5=O)C#N,0.4443,False,0.6748,False,0.3928,False,0.3125,False,0.3125,False,0.3125,False,0.283,False,0.3125,False,0.3691,False,0.3125,False,0.3406,False,0.2913,False,0.1854,False,0.6748,False,0.6748,bindingdb_pre2412,False,0.6748
L3000,L3177,Clc1ccc(cc1)-c2nc3n(c2)C(=O)C=C(N3CCCCC)C,1.0,True,1.0,True,1.0,True,0.6665,False,0.303,False,0.6665,False,0.2585,False,0.303,False,0.4167,False,0.353,False,0.324,False,0.2812,False,0.2084,False,1.0,True,1.0,chembl34_full,True,1.0
L3000,L3183,Clc1c(ccc(c1)CN(C)C(=O)CC4=CN=C2N(C=C(C=C2)C3CCN(CC3)C(=O)C)C4=O)Cl,0.408,False,0.5972,False,0.3977,False,0.2959,False,0.2581,False,0.2959,False,0.2959,False,0.2959,False,0.3625,False,0.3376,False,0.3262,False,0.2673,False,0.1959,False,0.5972,False,0.5972,bindingdb_pre2412,False,0.5972
L3000,L3184,FC(F)(F)c1cc(c(cc1)/C=C/C(=O)N(CCOc2ccccc2)C)Cn3nnc(n3)C,0.5527,False,0.5586,False,0.5527,False,0.3696,False,0.2659,False,0.3696,False,0.2659,False,0.2778,False,0.3647,False,0.2693,False,0.281,False,0.281,False,0.1942,False,0.5586,False,0.5586,bindingdb_pre2412,False,0.5586
L3000,L3186,FC(F)(F)c1cc(c(cc1)\C=C\C(=O)N4C[C@H]2[C@@H](CN(C2)C(=O)c3c(cc(cc3)S(=O)(=O)N)F)C4)Cn5nnc(n5)C,0.6001,False,0.6353,False,0.6001,False,0.4316,False,0.2585,False,0.4316,False,0.2527,False,0.2585,False,0.3635,False,0.2585,False,0.2585,False,0.2347,False,0.1641,False,0.7319,False,0.7319,sair,False,0.7319
L3000,L3188,Clc1c(ccc(c1)CN(C)C(=O)CN4CCc2c(cc(cc2)C3CCN(CC3)C(=O)COC)C4=O)C#N,0.3774,False,0.6553,False,0.3696,False,0.2898,False,0.2898,False,0.2856,False,0.2615,False,0.2898,False,0.3447,False,0.302,False,0.3523,False,0.238,False,0.2233,False,0.5698,False,0.6553,bindingdb_pre2412,False,0.5698
L3000,L3189,Clc1c(ccc(c1)CN(C)C(=O)CN5C=Nc2c(cc(cc2)N3CCN(CC3)c4sccn4)C5=O)Cl,0.4683,False,0.7715,False,0.3889,False,0.3333,False,0.3296,False,0.3296,False,0.2856,False,0.3296,False,0.3999,False,0.3296,False,0.3889,False,0.2444,False,0.1897,False,0.7715,False,0.7715,bindingdb_pre2412,False,0.7715
L3000,L3190,Brc1cc(ccc1)-c2[nH]nc(c2)C(=O)OCC,0.7383,False,0.7383,False,0.6514,False,0.3618,False,0.3333,False,0.4285,False,0.3035,False,0.3618,False,0.5713,False,0.4285,False,0.4341,False,0.4285,False,0.2134,False,0.5659,False,0.7383,chembl34_full,False,0.5659
L3000,L3192,Brc1nc(cnc1N)-c2ccc(cc2)C(F)(F)F,0.6099,False,0.5557,False,0.449,False,0.3721,False,0.3721,False,0.3125,False,0.2927,False,0.3721,False,0.4055,False,0.3726,False,0.3962,False,0.2856,False,0.2361,False,0.449,False,0.6099,chembl34_full,False,0.449
L3000,L3194,Clc1c(ccc(c1)Cl)/C=C(\OC(CC)C)/c2cnccc2,0.491,False,0.4575,False,0.3538,False,0.291,False,0.2698,False,0.2886,False,0.291,False,0.291,False,0.4092,False,0.3333,False,0.3,False,0.2676,False,0.2048,False,0.4575,False,0.491,chembl34_full,False,0.4575
L3000,L3196,S(=O)(=O)(N)c1cnc(cc1)C(=O)N2C[C@@H]3[C@@H](C2)CN(C3)C(=O)c4cc(nc(c4)C5CC5)OCC6CCOCC6,0.4023,False,1.0,True,0.3613,False,0.3333,False,0.2666,False,0.3333,False,0.2986,False,0.3333,False,0.3767,False,0.2986,False,0.3416,False,0.2413,False,0.1801,False,1.0,True,1.0,bindingdb_pre2412,True,1.0
L3000,L3197,Fc1c(ccc(c1)S(=O)(=O)N)C(=O)N2C[C@@H]3[C@@H](C2)CN(C3)C(=O)c4cc(nc(c4)C5CC5)OCC6CCOCC6,0.3779,False,1.0,True,0.342,False,0.3259,False,0.2666,False,0.3259,False,0.2913,False,0.3259,False,0.3779,False,0.2913,False,0.3374,False,0.2417,False,0.234,False,1.0,True,1.0,bindingdb_pre2412,True,1.0
L3000,L3200,FC(F)(F)c1cc(c(cc1)CCC(=O)N(CCOc2ccc(cc2)S(=O)(=O)N)C)Cn3nnc(n3)C,0.3865,False,0.6431,False,0.3865,False,0.3142,False,0.2927,False,0.3142,False,0.3142,False,0.3142,False,0.375,False,0.3142,False,0.2927,False,0.2688,False,0.2212,False,0.6665,False,0.6665,sair,False,0.6665
L3000,L3202,Clc1c(cc(c(c1)OCc2n(c(cn2)-c3nnc(o3)C)C)C(C)(C)C)C#N,0.4092,False,0.5151,False,0.3376,False,0.2556,False,0.2556,False,0.2556,False,0.2556,False,0.2556,False,0.2986,False,0.2556,False,0.3013,False,0.2717,False,0.2556,False,0.5151,False,0.5151,bindingdb_pre2412,False,0.5151
L3000,L3203,Clc1c(cc(c(c1)OCc2n(c(cn2)-c3noc(c3)CCO)C)C(C)(C)C)C#N,0.3672,False,0.4722,False,0.3672,False,0.2471,False,0.2273,False,0.2268,False,0.2268,False,0.2291,False,0.3215,False,0.2391,False,0.2786,False,0.2424,False,0.2268,False,0.4722,False,0.4722,bindingdb_pre2412,False,0.4722
L3000,L3204,Clc1c(cc(c(c1)OCc2n(c(cn2)C(=O)N3CC(C3)(C)C)C)C(C)(C)C)C#N,0.3647,False,0.5371,False,0.3418,False,0.2786,False,0.2651,False,0.2786,False,0.2786,False,0.2786,False,0.3049,False,0.2651,False,0.2688,False,0.2632,False,0.261,False,0.5371,False,0.5371,bindingdb_pre2412,False,0.5371
L3000,L3205,Clc1c(cc(c(c1)OCc2n(c(cn2)C(=O)N3CC4(C3)COC4)C)C(C)(C)C)C#N,0.3875,False,0.5068,False,0.3372,False,0.2632,False,0.2839,False,0.2632,False,0.2632,False,0.2659,False,0.3171,False,0.2839,False,0.2979,False,0.2856,False,0.2632,False,0.5068,False,0.5068,bindingdb_pre2412,False,0.5068
L3000,L3206,Clc1c(cc(c(c1)OCc2n(c(cn2)C(=O)NC3C(C(C3)O)(C)C)C)C(C)(C)C)C#N,0.3647,False,0.4666,False,0.3647,False,0.25,False,0.2739,False,0.2424,False,0.2424,False,0.2979,False,0.3767,False,0.2739,False,0.3152,False,0.2766,False,0.2424,False,0.4666,False,0.4666,bindingdb_pre2412,False,0.4666
L3000,L3207,Clc1c(cc(c(c1)OCc2n(c(cn2)C(=O)NC3CC3)C)C(C)(C)C)C#N,0.3713,False,0.5073,False,0.3601,False,0.3171,False,0.3152,False,0.3152,False,0.3057,False,0.3489,False,0.375,False,0.3157,False,0.323,False,0.281,False,0.2581,False,0.5073,False,0.5073,bindingdb_pre2412,False,0.5073
L3000,L3208,Clc1c(cc(c(c1)OCc2n(c(cn2)C(=O)NCC)C)C(C)(C)C)C#N,0.365,False,0.5303,False,0.3333,False,0.2888,False,0.2896,False,0.2888,False,0.2527,False,0.314,False,0.3379,False,0.2896,False,0.2974,False,0.2837,False,0.2527,False,0.5303,False,0.5303,bindingdb_pre2412,False,0.5303
L3000,L3209,Clc1c(cc(c(c1)OCc2n(c(cn2)CO)C)C(C)(C)C)C#N,0.4033,False,0.5669,False,0.3472,False,0.2703,False,0.2588,False,0.2588,False,0.2588,False,0.262,False,0.3174,False,0.2588,False,0.2673,False,0.2615,False,0.2588,False,0.5669,False,0.5669,bindingdb_pre2412,False,0.5669
L3000,L3210,FC(F)(F)CNC(=O)c1n(c(nc1)COc2c(cc(c(c2)Cl)C#N)C(C)(C)C)C,0.3472,False,0.5073,False,0.3372,False,0.3191,False,0.2908,False,0.2556,False,0.2644,False,0.3181,False,0.3108,False,0.2959,False,0.2908,False,0.2715,False,0.2446,False,0.5073,False,0.5073,bindingdb_pre2412,False,0.5073
L3000,L3211,FC(F)(F)Oc1ccc(cc1)OCC(=O)N2CC3=C(C2)CN(C3)C(=O)c4c(cc(cc4)S(=O)(=O)N)F,0.4243,False,1.0,True,0.3823,False,0.3115,False,0.3333,False,0.3115,False,0.3115,False,0.3115,False,0.4062,False,0.3333,False,0.3333,False,0.2739,False,0.1818,False,0.7144,False,1.0,bindingdb_pre2412,True,0.7144
L3000,L3212,FC(F)(F)Oc1ccc(cc1)OCC(=O)N2CC3=C(C2)CN(C3)C(=O)c4ncc(cc4)S(=O)(=O)N,0.4307,False,1.0,True,0.3713,False,0.3103,False,0.3069,False,0.3,False,0.3103,False,0.3125,False,0.375,False,0.3125,False,0.3293,False,0.2771,False,0.1895,False,1.0,True,1.0,bindingdb_pre2412,True,1.0
L3000,L3213,FC(F)(F)c1cc(c(cc1)CCC(=O)N2CC3=C(C2)CN(C3)C(=O)c4c(cc(cc4)S(=O)(=O)N)F)Cn5nnc(n5)C,0.4045,False,1.0,True,0.4045,False,0.2908,False,0.2825,False,0.2788,False,0.2908,False,0.2908,False,0.3447,False,0.2908,False,0.2825,False,0.2421,False,0.1711,False,1.0,True,1.0,bindingdb_pre2412,True,1.0
L3000,L3214,FC(F)(F)c1cc(c(cc1)CCC(=O)N2CC3=C(C2)CN(C3)C(=O)c5cc4nn[nH]c4cc5)Cn6nnc(n6)C,0.4443,False,1.0,True,0.4302,False,0.2844,False,0.2605,False,0.2844,False,0.2368,False,0.3474,False,0.375,False,0.3037,False,0.2778,False,0.2717,False,0.1936,False,0.6191,False,1.0,bindingdb_pre2412,True,0.6191
L3000,L3215,FC(F)(F)c1cc(c(cc1)CCC(=O)N2CC3=C(C2)CNC3)Cn4nnc(n4)C,0.48,False,0.6943,False,0.48,False,0.2935,False,0.2532,False,0.2935,False,0.2317,False,0.2532,False,0.3242,False,0.2764,False,0.2759,False,0.2651,False,0.1959,False,0.7031,False,0.7031,sair,False,0.7031
L3000,L3216,FC(F)(F)c1cnc(c(c1)NC(=O)C(C)(C)C)COC(=O)N2CC3=C(C2)CN(C3)C(=O)[C@@H]5CCc4[nH]nnc4C5,0.4097,False,1.0,True,0.3301,False,0.2247,False,0.2273,False,0.2391,False,0.2245,False,0.3164,False,0.3704,False,0.2651,False,0.2546,False,0.2174,False,0.2142,False,1.0,True,1.0,bindingdb_pre2412,True,1.0
L3000,L3217,FC(F)(F)c1cnc(c(c1)NC(=O)C(C)(C)C)COC(=O)N2CC3=C(C2)CN(C3)C(=O)c4c(cc(c(c4)F)S(=O)(=O)N)F,0.3379,False,1.0,True,0.3296,False,0.2959,False,0.2827,False,0.219,False,0.2959,False,0.2959,False,0.325,False,0.2959,False,0.2773,False,0.2546,False,0.1899,False,1.0,True,1.0,bindingdb_pre2412,True,1.0
L3000,L3218,FC(F)(F)c1cnc(c(c1)NC(=O)C(C)(C)C)COC(=O)N2CC3=C(C2)CN(C3)C(=O)c4c(cc(cc4F)S(=O)(=O)N)F,0.3521,False,1.0,True,0.3289,False,0.2673,False,0.2524,False,0.2673,False,0.2673,False,0.2681,False,0.3206,False,0.29,False,0.2773,False,0.25,False,0.1959,False,1.0,True,1.0,bindingdb_pre2412,True,1.0
L3000,L3219,FC(F)(F)c1cnc(c(c1)NC(=O)C(C)(C)C)COC(=O)N5CC2=C(CN(C2)C(=O)N4CCc3[nH]nnc3C4)C5,0.3762,False,1.0,True,0.3762,False,0.2421,False,0.2222,False,0.2421,False,0.2421,False,0.3093,False,0.3374,False,0.2593,False,0.271,False,0.2264,False,0.2095,False,1.0,True,1.0,bindingdb_pre2412,True,1.0
L3000,L3220,FC(F)Oc1c(cc(c(c1)C(C)(C)C)OCc2n(c(cn2)C(=O)NC3CN(C3)C(=O)C)C)F,0.3374,False,0.4021,False,0.3218,False,0.3022,False,0.3022,False,0.3022,False,0.2375,False,0.3022,False,0.3635,False,0.3022,False,0.3218,False,0.2252,False,0.2,False,0.3589,False,0.4021,bindingdb_pre2412,False,0.3589
L3000,L3221,FC1(CC(C1)(NC(=O)c2n(c(nc2)COc3c(cc(c(c3)Cl)C#N)C(C)(C)C)C)C)F,0.3289,False,0.4795,False,0.3103,False,0.2637,False,0.2651,False,0.2474,False,0.2474,False,0.3044,False,0.4109,False,0.2651,False,0.28,False,0.2688,False,0.2474,False,0.4795,False,0.4795,bindingdb_pre2412,False,0.4795
L3000,L3222,Fc1c(cc(c(c1)C(=O)N4CC2=C(CN(C2)C(=O)OCc3nc(ccc3NC(=O)C(C)(C)C)Cl)C4)F)S(=O)(=O)N,0.3425,False,1.0,True,0.3333,False,0.26,False,0.26,False,0.236,False,0.26,False,0.26,False,0.3425,False,0.2698,False,0.28,False,0.25,False,0.2166,False,1.0,True,1.0,bindingdb_pre2412,True,1.0
L3000,L3223,Fc1c(ccc(c1)C(=O)N4CC2=C(CN(C2)C(=O)OCc3ncc(cc3NC(=O)C(C)(C)C)Cl)C4)S(=O)(=O)N,0.4404,False,1.0,True,0.4404,False,0.2698,False,0.2659,False,0.2659,False,0.2698,False,0.2698,False,0.3076,False,0.2903,False,0.2788,False,0.2474,False,0.2527,False,1.0,True,1.0,bindingdb_pre2412,True,1.0
L3000,L3224,Fc1c(ccc(c1)S(=O)(=O)N)C(=O)N4CC2=C(CN(C2)C(=O)OCc3nc(ccc3NC(=O)C(C)(C)C)C)C4,0.3623,False,1.0,True,0.3623,False,0.3164,False,0.2976,False,0.2532,False,0.3164,False,0.3164,False,0.4026,False,0.3164,False,0.323,False,0.2727,False,0.2,False,1.0,True,1.0,bindingdb_pre2412,True,1.0
L3000,L3225,Fc1c(ccc(c1)S(=O)(=O)N)C(=O)N4CC2=C(CN(C2)C(=O)OCc3ncc(cc3NC(=O)C(C)(C)C)C#N)C4,0.3469,False,1.0,True,0.3469,False,0.2825,False,0.2688,False,0.2688,False,0.2825,False,0.2825,False,0.3489,False,0.3044,False,0.3469,False,0.2632,False,0.196,False,1.0,True,1.0,bindingdb_pre2412,True,1.0
L3000,L3226,Fc1c(ccc(c1)S(=O)(=O)N)C(=O)N4CC2=C(CN(C2)C(=O)OCc3ncccc3NC(=O)C(C)(C)C)C4,0.3662,False,1.0,True,0.3428,False,0.3164,False,0.2588,False,0.2568,False,0.3164,False,0.3164,False,0.3662,False,0.3171,False,0.3093,False,0.2527,False,0.1963,False,1.0,True,1.0,bindingdb_pre2412,True,1.0
L3000,L3227,Fc1c(ccc(c1)S(=O)(=O)N)C(=O)N4CC2=C(CN(C2)Cc3nc(ccc3NCC(C)(C)C)Cl)C4,0.353,False,0.6665,False,0.353,False,0.3118,False,0.2651,False,0.2598,False,0.3118,False,0.3118,False,0.3625,False,0.3118,False,0.2913,False,0.2644,False,0.2234,False,0.6665,False,0.6665,bindingdb_pre2412,False,0.6665
L3000,L3228,Fc1c(ccc(c1)S(=O)(=O)N)C(=O)N5CC2=C(CN(C2)C(=O)CCc3c(cc(cc3)C#N)Cn4nnc(n4)C)C5,0.3894,False,1.0,True,0.3894,False,0.2761,False,0.236,False,0.2761,False,0.2727,False,0.2727,False,0.3408,False,0.2727,False,0.2761,False,0.2396,False,0.1573,False,0.8027,False,1.0,bindingdb_pre2412,True,0.8027
L3000,L3229,N1(CC2=C(C1)CN(C2)C(=O)c3cc4c(cc3)NC(=O)N4C)C(=O)c5cc(nc(c5)C6CC6)OCC7CCOCC7,0.4097,False,1.0,True,0.3489,False,0.2717,False,0.2717,False,0.2717,False,0.2661,False,0.2954,False,0.4197,False,0.2783,False,0.3044,False,0.25,False,0.2142,False,1.0,True,1.0,bindingdb_pre2412,True,1.0
L3000,L3230,[nH]1nncc1COC(=O)N2CC3=C(C2)CN(C3)C(=O)c4cc(nc(c4)C5CC5)OCC6CCOCC6,0.3855,False,0.7363,True,0.3372,False,0.2476,False,0.2476,False,0.2476,False,0.2151,False,0.2476,False,0.3293,False,0.2476,False,0.2717,False,0.2413,False,0.1681,False,0.6313,False,0.7363,bindingdb_pre2412,True,0.6313
L3000,L3231,n1(c(ncc1C(=O)OC)COc3c(cc2ocnc2c3)C4CCC4)C,0.3562,False,0.3835,False,0.3186,False,0.2559,False,0.2421,False,0.2559,False,0.2325,False,0.2559,False,0.3206,False,0.25,False,0.2605,False,0.2297,False,0.21,False,0.3835,False,0.3835,bindingdb_pre2412,False,0.3835
