compound_id,uniprot,affinity,in_sair
P00918_CHEMBL5430374,P00918,7.24,False
P00918_CHEMBL5403578,P00918,8.04,False
P00918_CHEMBL5439016,P00918,7.8,False
P00918_CHEMBL5430474,P00918,8.13,False
P00918_CHEMBL5439521,P00918,8.19,False
P00918_CHEMBL5433722,P00918,6.73,False
P00918_CHEMBL5416307,P00918,7.32,False
P00918_CHEMBL5402383,P00918,7.86,False
P00918_CHEMBL5397739,P00918,7.27,False
P00918_CHEMBL5399974,P00918,6.27,False
P00918_CHEMBL5420429,P00918,8.42,False
P00918_CHEMBL5414672,P00918,6.02,False
P00918_CHEMBL5413921,P00918,6.53,False
P00918_CHEMBL5423604,P00918,7.04,False
P00918_CHEMBL5436862,P00918,7.55,False
P00918_CHEMBL5422102,P00918,6.84,False
P00918_CHEMBL5406077,P00918,7.33,False
P00918_CHEMBL5440906,P00918,8.08,False
P00918_CHEMBL5440763,P00918,8.21,False
P00918_CHEMBL5436282,P00918,8.77,False
P00918_CHEMBL5411702,P00918,8.05,False
P00918_CHEMBL5414836,P00918,8.18,False
P00918_CHEMBL5418786,P00918,6.82,False
P00918_CHEMBL5412077,P00918,7.0,False
P00918_CHEMBL5433578,P00918,7.0,False
P00918_CHEMBL5399204,P00918,7.69,False
P00918_CHEMBL5433154,P00918,8.07,False
P00918_CHEMBL5409881,P00918,8.02,False
P00918_CHEMBL5403938,P00918,7.02,False
P00918_CHEMBL5421790,P00918,8.41,False
P00918_CHEMBL5433629,P00918,6.62,False
P00918_CHEMBL5425764,P00918,6.42,False
P00918_CHEMBL5420500,P00918,6.49,False
P00918_CHEMBL5432812,P00918,7.7,False
P00918_CHEMBL5408885,P00918,7.42,False
P00918_CHEMBL5403077,P00918,8.21,False
P00918_CHEMBL5420858,P00918,7.25,False
P00918_CHEMBL5396677,P00918,7.47,False
P00918_CHEMBL5413403,P00918,7.17,False
P00918_CHEMBL5410282,P00918,5.4,False
P00918_CHEMBL5422467,P00918,6.51,False
P00918_CHEMBL5417595,P00918,6.66,False
P00918_CHEMBL5402892,P00918,6.43,False
P00918_CHEMBL5421078,P00918,6.44,False
P00918_CHEMBL5435151,P00918,5.96,False
P00918_CHEMBL5404239,P00918,6.73,False
P00918_CHEMBL5440220,P00918,6.69,False
P00918_CHEMBL5400662,P00918,6.57,False
P00918_CHEMBL5436091,P00918,6.31,False
P00918_CHEMBL5415766,P00918,6.06,False
P00918_CHEMBL5431518,P00918,6.46,False
P01116_CHEMBL5405893,P01116,7.62,False
P01116_CHEMBL5430615,P01116,6.36,False
P01116_CHEMBL5436936,P01116,4.87,False
P01116_CHEMBL5394061,P01116,8.02,False
P01116_CHEMBL5431314,P01116,6.47,False
P01116_CHEMBL5406019,P01116,5.39,True
P01116_CHEMBL5437416,P01116,6.3,False
P01116_CHEMBL5397857,P01116,6.28,True
P01116_CHEMBL5408905,P01116,6.324999999999999,False
P01116_CHEMBL5401101,P01116,6.34,False
P01116_CHEMBL5413564,P01116,8.68,True
P01116_CHEMBL5415578,P01116,8.82,False
P01116_CHEMBL5402298,P01116,7.31,False
P01116_CHEMBL5408294,P01116,7.89,False
P01116_CHEMBL5434304,P01116,5.11,False
P01116_CHEMBL5396905,P01116,7.0,True
P01116_CHEMBL5397270,P01116,6.89,True
P01116_CHEMBL5434387,P01116,7.66,True
P01116_CHEMBL5436538,P01116,7.37,True
P01116_CHEMBL5423732,P01116,6.83,True
P01116_CHEMBL5439404,P01116,6.55,True
P01116_CHEMBL5411433,P01116,7.13,True
P01116_CHEMBL5440242,P01116,6.96,True
P01116_CHEMBL5411023,P01116,5.24,False
P01116_CHEMBL5434277,P01116,6.64,True
P01116_CHEMBL5430597,P01116,6.52,False
P01116_CHEMBL5401145,P01116,7.34,False
P01116_CHEMBL5420106,P01116,6.06,False
P01116_CHEMBL5413109,P01116,5.57,False
P01116_CHEMBL5429450,P01116,6.75,False
P01116_CHEMBL5413213,P01116,5.8,False
P01116_CHEMBL5407974,P01116,6.26,False
P01116_CHEMBL5423141,P01116,4.85,False
P01116_CHEMBL5440407,P01116,5.62,False
P01116_CHEMBL5432250,P01116,5.62,True
P01116_CHEMBL5433325,P01116,5.8,False
P01116_CHEMBL5399365,P01116,5.5,False
P01116_CHEMBL5434458,P01116,5.05,False
P01116_CHEMBL5407525,P01116,5.32,False
P01116_CHEMBL5407640,P01116,5.89,False
P01116_CHEMBL5439684,P01116,5.68,False
P01116_CHEMBL5403842,P01116,5.57,False
P01116_CHEMBL5421903,P01116,5.77,True
P01116_CHEMBL5400481,P01116,5.72,False
P01116_CHEMBL5400366,P01116,5.7,False
P01116_CHEMBL5403626,P01116,5.58,False
P01116_CHEMBL5401087,P01116,5.46,False
P01116_CHEMBL5429318,P01116,5.52,False
P01116_CHEMBL5438399,P01116,5.09,False
P01116_CHEMBL5405632,P01116,8.04,True
P01116_CHEMBL5426739,P01116,7.105,False
P01116_CHEMBL5398980,P01116,7.4,False
P03372_CHEMBL5408419,P03372,6.62,False
P03372_CHEMBL5435203,P03372,6.29,False
P03372_CHEMBL5419649,P03372,7.26,False
P03372_CHEMBL5414572,P03372,6.64,False
P03372_CHEMBL5428681,P03372,6.64,False
P03372_CHEMBL5406865,P03372,6.72,False
P03372_CHEMBL5398866,P03372,7.44,False
P03372_CHEMBL5432102,P03372,6.36,False
P03372_CHEMBL5432210,P03372,6.14,False
P03372_CHEMBL5409872,P03372,5.9,False
P03372_CHEMBL5425958,P03372,5.81,False
P03372_CHEMBL5430840,P03372,5.73,False
P03372_CHEMBL5402062,P03372,5.59,False
P03372_CHEMBL5422265,P03372,6.01,False
P03372_CHEMBL5418457,P03372,5.97,False
P03372_CHEMBL5438497,P03372,5.69,False
P03372_CHEMBL5394554,P03372,6.12,False
P03372_CHEMBL5421913,P03372,5.29,False
P03372_CHEMBL5397899,P03372,5.47,False
P03372_CHEMBL5436713,P03372,6.28,False
P03372_CHEMBL5435743,P03372,7.0,False
P03372_CHEMBL5423781,P03372,7.04,False
P03372_CHEMBL5394879,P03372,7.46,False
P03372_CHEMBL5423408,P03372,6.58,False
P03372_CHEMBL5403080,P03372,6.42,False
P03372_CHEMBL5407335,P03372,6.8,False
P03372_CHEMBL5414659,P03372,6.58,False
P03372_CHEMBL5424929,P03372,6.01,False
P03372_CHEMBL5426251,P03372,7.16,False
P03372_CHEMBL5423258,P03372,7.21,False
P03372_CHEMBL5414261,P03372,6.62,False
P03372_CHEMBL5433532,P03372,7.6,False
P03372_CHEMBL5398724,P03372,6.77,False
P03372_CHEMBL5396802,P03372,6.475,False
P03372_CHEMBL5409541,P03372,5.73,False
P03372_CHEMBL5417949,P03372,5.59,False
P03372_CHEMBL5404699,P03372,7.14,False
P03372_CHEMBL5420394,P03372,7.42,False
P03372_CHEMBL5427513,P03372,7.08,False
P03372_CHEMBL5403840,P03372,7.45,False
P03372_CHEMBL5406802,P03372,7.85,False
P03372_CHEMBL5424786,P03372,8.8,False
P03372_CHEMBL5417452,P03372,6.47,False
P03372_CHEMBL5426947,P03372,6.75,False
P03372_CHEMBL5398397,P03372,5.54,False
P03372_CHEMBL5413289,P03372,5.29,False
P03372_CHEMBL5404403,P03372,5.59,False
P03372_CHEMBL5409715,P03372,6.96,False
P03372_CHEMBL5430117,P03372,8.23,False
P03372_CHEMBL5394007,P03372,7.11,False
P03372_CHEMBL5399056,P03372,6.77,False
P03372_CHEMBL5400203,P03372,6.96,False
P03372_CHEMBL5437007,P03372,5.81,False
P03372_CHEMBL5425664,P03372,6.0,False
P03372_CHEMBL5436409,P03372,7.619999999999999,False
P03372_CHEMBL5429522,P03372,5.95,False
P03372_CHEMBL5394016,P03372,5.9,False
P03372_CHEMBL5395953,P03372,6.01,False
P03372_CHEMBL5431822,P03372,5.84,False
P03372_CHEMBL5427627,P03372,5.73,False
P03372_CHEMBL5428797,P03372,5.47,False
P03372_CHEMBL5413340,P03372,6.75,False
P03372_CHEMBL5404063,P03372,7.26,False
P03372_CHEMBL5394546,P03372,7.11,False
P03372_CHEMBL5412790,P03372,7.175,False
P03372_CHEMBL5421409,P03372,7.26,False
P03372_CHEMBL5433442,P03372,7.26,False
P03372_CHEMBL5405944,P03372,6.7,False
P03372_CHEMBL5408038,P03372,7.14,False
P03372_CHEMBL5422315,P03372,6.11,False
P03372_CHEMBL5401146,P03372,6.85,False
P03372_CHEMBL5400803,P03372,7.14,False
P03372_CHEMBL5403786,P03372,7.03,False
P03372_CHEMBL5410004,P03372,7.0,False
P03372_CHEMBL5426175,P03372,6.68,False
P03372_CHEMBL5411799,P03372,7.17,False
P03372_CHEMBL5418690,P03372,6.57,False
P03372_CHEMBL5436925,P03372,7.0,False
P03372_CHEMBL5402392,P03372,6.17,False
P03951_CHEMBL5399926,P03951,9.4,True
P03951_CHEMBL5400859,P03951,7.55,True
P03951_CHEMBL5422323,P03951,7.12,True
P03951_CHEMBL5428779,P03951,8.74,True
P03951_CHEMBL5438074,P03951,7.68,True
P03951_CHEMBL5422380,P03951,7.75,True
P03951_CHEMBL5395642,P03951,9.09,True
P03951_CHEMBL5416393,P03951,8.3,False
P03951_CHEMBL5413065,P03951,9.6,False
P03951_CHEMBL5426898,P03951,9.05,True
P03951_CHEMBL5419603,P03951,6.92,True
P03951_CHEMBL5439061,P03951,5.3,True
P03951_CHEMBL5406534,P03951,8.37,True
P03951_CHEMBL5427891,P03951,8.89,True
P03951_CHEMBL5412953,P03951,8.42,True
P03951_CHEMBL5420409,P03951,8.24,True
P03951_CHEMBL5439131,P03951,8.62,True
P03951_CHEMBL5420055,P03951,8.19,True
P03951_CHEMBL5431336,P03951,6.82,True
P03951_CHEMBL5398062,P03951,8.7,True
P03951_CHEMBL5416199,P03951,8.33,True
P03951_CHEMBL5434010,P03951,8.8,True
P03951_CHEMBL5432831,P03951,9.52,True
P03951_CHEMBL5404596,P03951,9.0,True
P03951_CHEMBL5437779,P03951,9.0,True
P03951_CHEMBL5419156,P03951,8.89,True
P03951_CHEMBL5400795,P03951,9.15,True
P03951_CHEMBL5400667,P03951,8.85,True
P03951_CHEMBL5395901,P03951,8.77,True
P03951_CHEMBL5435153,P03951,7.41,True
P03951_CHEMBL5436073,P03951,6.25,True
P03951_CHEMBL5426362,P03951,9.49,False
P03951_CHEMBL5426903,P03951,8.8,False
P03951_CHEMBL5397593,P03951,9.49,True
P03951_CHEMBL5403102,P03951,8.48,True
P03951_CHEMBL5425168,P03951,5.6,True
P03951_CHEMBL5423135,P03951,5.72,True
P03951_CHEMBL5410680,P03951,8.22,False
P03951_CHEMBL5403224,P03951,8.74,True
P04629_CHEMBL5428085,P04629,7.37,True
P04629_CHEMBL5424164,P04629,8.4,False
P04629_CHEMBL5427137,P04629,7.0,True
P04629_CHEMBL5407680,P04629,7.28,True
P04629_CHEMBL5418921,P04629,6.92,True
P04629_CHEMBL5424443,P04629,8.57,False
P04629_CHEMBL5396900,P04629,6.02,True
P04629_CHEMBL5399402,P04629,6.12,True
P04629_CHEMBL5406952,P04629,8.04,True
P04629_CHEMBL5414386,P04629,7.665,True
P04629_CHEMBL5422637,P04629,7.67,True
P04629_CHEMBL5439768,P04629,6.32,True
P04629_CHEMBL5406821,P04629,8.8,False
P04629_CHEMBL5401624,P04629,7.28,True
P04629_CHEMBL5430182,P04629,6.82,True
P04629_CHEMBL5403006,P04629,6.99,True
P04629_CHEMBL5434198,P04629,5.85,True
P04629_CHEMBL5401850,P04629,6.61,True
P04629_CHEMBL5394214,P04629,5.37,True
P04629_CHEMBL5431124,P04629,6.14,True
P04629_CHEMBL5421662,P04629,5.91,True
P04629_CHEMBL5400169,P04629,8.57,False
P04629_CHEMBL5410147,P04629,7.31,True
P04629_CHEMBL5416521,P04629,7.99,True
P04629_CHEMBL5432219,P04629,7.72,True
P04629_CHEMBL5410884,P04629,7.97,True
P04629_CHEMBL5421829,P04629,7.8,True
P04629_CHEMBL5405759,P04629,7.95,True
P04629_CHEMBL5396972,P04629,7.745,True
P04629_CHEMBL5415833,P04629,7.58,True
P04629_CHEMBL5420615,P04629,8.135,True
P04629_CHEMBL5404881,P04629,7.425000000000001,True
P04629_CHEMBL5393854,P04629,6.265000000000001,True
P04629_CHEMBL5406744,P04629,6.805,True
P04629_CHEMBL5397303,P04629,5.54,True
P04629_CHEMBL5432162,P04629,6.17,True
P04629_CHEMBL5400736,P04629,6.17,True
P04629_CHEMBL5426828,P04629,7.03,True
P04629_CHEMBL5404983,P04629,7.45,True
P04629_CHEMBL5432542,P04629,6.18,True
P04629_CHEMBL5399648,P04629,6.08,True
P04629_CHEMBL5420150,P04629,6.78,True
P04629_CHEMBL5402864,P04629,6.49,True
P04629_CHEMBL5439790,P04629,6.95,True
P04629_CHEMBL5423111,P04629,6.48,True
P04629_CHEMBL5408496,P04629,6.99,True
P04629_CHEMBL5425999,P04629,6.97,True
P04629_CHEMBL5424704,P04629,6.58,True
P04629_CHEMBL5439446,P04629,5.64,True
P04629_CHEMBL5420852,P04629,5.43,True
P04629_CHEMBL5435158,P04629,6.01,True
P04629_CHEMBL5424463,P04629,6.29,True
P04629_CHEMBL5429187,P04629,6.71,True
P04629_CHEMBL5429940,P04629,6.16,False
P04629_CHEMBL5397250,P04629,5.95,True
P04629_CHEMBL5435416,P04629,5.45,True
P04629_CHEMBL5409434,P04629,5.92,True
P04629_CHEMBL5438019,P04629,6.16,True
P04629_CHEMBL5430106,P04629,7.76,True
P04629_CHEMBL5418250,P04629,7.9,True
P04629_CHEMBL5429009,P04629,6.36,True
P04629_CHEMBL5396416,P04629,6.17,True
P04629_CHEMBL5425790,P04629,7.87,True
P04629_CHEMBL5405656,P04629,7.96,True
P04629_CHEMBL5430972,P04629,6.41,True
P04629_CHEMBL5412525,P04629,5.39,True
P04629_CHEMBL5416004,P04629,6.58,True
P04629_CHEMBL5420791,P04629,6.59,True
P04629_CHEMBL5394049,P04629,7.72,True
P04629_CHEMBL5438621,P04629,7.66,True
P04629_CHEMBL5408929,P04629,7.29,True
P04629_CHEMBL5433110,P04629,7.075,True
P04629_CHEMBL5422195,P04629,7.68,True
P04629_CHEMBL5394378,P04629,7.76,True
P04629_CHEMBL5429379,P04629,7.85,True
P04629_CHEMBL5422461,P04629,6.890000000000001,True
P04629_CHEMBL5411653,P04629,7.66,True
P04629_CHEMBL5431604,P04629,7.0,False
P04629_CHEMBL5404930,P04629,7.15,False
P04629_CHEMBL5429933,P04629,6.1,True
P04629_CHEMBL5394749,P04629,7.53,False
P04629_CHEMBL5436505,P04629,7.75,False
P04629_CHEMBL5401007,P04629,6.67,True
P04629_CHEMBL5421856,P04629,6.4,True
P04629_CHEMBL5401510,P04629,6.8,True
P04629_CHEMBL5404415,P04629,6.46,True
P04629_CHEMBL5409228,P04629,6.605,True
P04629_CHEMBL5422996,P04629,6.525,True
P04629_CHEMBL5393979,P04629,6.984999999999999,True
P04629_CHEMBL5434909,P04629,6.395,False
P04629_CHEMBL5418831,P04629,6.9350000000000005,False
P04629_CHEMBL5412950,P04629,7.145,True
P04629_CHEMBL5406403,P04629,6.74,False
P04629_CHEMBL5402630,P04629,6.795,False
P04629_CHEMBL5412694,P04629,8.16,False
P04629_CHEMBL5435508,P04629,7.395,False
P04629_CHEMBL5429071,P04629,7.130000000000001,False
P04629_CHEMBL5421895,P04629,6.44,True
P04629_CHEMBL5426432,P04629,6.975,True
P04629_CHEMBL5424554,P04629,6.765000000000001,True
P04629_CHEMBL5412491,P04629,6.779999999999999,True
P04629_CHEMBL5405520,P04629,7.07,True
P04629_CHEMBL5431992,P04629,8.575,True
P04629_CHEMBL5426605,P04629,6.2,False
P04629_CHEMBL5432702,P04629,5.725,False
P04629_CHEMBL5399429,P04629,6.029999999999999,False
P04629_CHEMBL5423414,P04629,6.455,False
P04629_CHEMBL5406562,P04629,6.275,False
P04629_CHEMBL5429205,P04629,6.765,True
P04629_CHEMBL5439400,P04629,6.115,True
P04629_CHEMBL5412443,P04629,5.785,False
P04629_CHEMBL5415584,P04629,6.5,True
P04629_CHEMBL5436311,P04629,6.880000000000001,False
P06276_CHEMBL5394478,P06276,8.42,False
P06276_CHEMBL5400593,P06276,7.91,False
P06276_CHEMBL5428978,P06276,7.09,False
P06276_CHEMBL5410208,P06276,7.99,False
P06276_CHEMBL5431791,P06276,8.11,False
P06276_CHEMBL5399188,P06276,7.49,False
P06276_CHEMBL5421921,P06276,7.66,False
P06276_CHEMBL5417071,P06276,6.64,False
P06276_CHEMBL5398025,P06276,5.72,False
P06276_CHEMBL5422164,P06276,5.89,False
P06276_CHEMBL5403494,P06276,6.7,False
P06276_CHEMBL5397813,P06276,5.66,False
P06276_CHEMBL5420941,P06276,7.16,False
P06276_CHEMBL5399726,P06276,7.4,False
P06276_CHEMBL5431372,P06276,6.52,False
P06276_CHEMBL5422439,P06276,5.7,False
P06276_CHEMBL5414976,P06276,5.82,False
P06276_CHEMBL5420342,P06276,6.4,False
P06276_CHEMBL5400996,P06276,6.52,False
P06276_CHEMBL5418052,P06276,5.89,False
P06276_CHEMBL5411459,P06276,5.75,False
P06276_CHEMBL5411568,P06276,6.52,False
P06276_CHEMBL5431415,P06276,6.8,False
P06276_CHEMBL5425456,P06276,7.0,False
P06276_CHEMBL5435772,P06276,6.75,False
P06276_CHEMBL5394683,P06276,7.06,False
P06276_CHEMBL5407856,P06276,6.64,False
P06276_CHEMBL5429001,P06276,4.89,False
P06276_CHEMBL5440735,P06276,6.94,False
P06276_CHEMBL5413749,P06276,6.58,False
P06276_CHEMBL5408610,P06276,6.16,False
P06276_CHEMBL5404420,P06276,7.4,False
P06276_CHEMBL5421463,P06276,5.984999999999999,False
P06276_CHEMBL5406889,P06276,7.4,False
P06276_CHEMBL5420247,P06276,7.0,False
P06276_CHEMBL5409611,P06276,7.16,False
P06276_CHEMBL5412993,P06276,7.41,False
P06276_CHEMBL5398273,P06276,6.8,False
P06276_CHEMBL5396049,P06276,7.4,False
P06276_CHEMBL5424979,P06276,7.7,False
P06276_CHEMBL5413699,P06276,6.66,False
P06276_CHEMBL5420880,P06276,7.05,False
P06276_CHEMBL5437254,P06276,5.85,False
P06276_CHEMBL5434796,P06276,6.05,False
P06276_CHEMBL5441139,P06276,6.3,False
P06276_CHEMBL5429766,P06276,6.16,False
P06276_CHEMBL5409303,P06276,6.49,False
P06276_CHEMBL5395691,P06276,7.98,False
P06276_CHEMBL5414324,P06276,5.86,False
P06276_CHEMBL5395228,P06276,5.390000000000001,False
P06276_CHEMBL5405929,P06276,7.21,False
P06276_CHEMBL5424787,P06276,6.205,False
P06276_CHEMBL5395270,P06276,6.405,False
P06276_CHEMBL5416421,P06276,5.0,False
P06276_CHEMBL5421196,P06276,4.915,False
P06276_CHEMBL5404463,P06276,7.13,False
P06276_CHEMBL5425753,P06276,6.71,False
P06276_CHEMBL5411758,P06276,7.3,False
P06276_CHEMBL5429690,P06276,7.22,False
P06276_CHEMBL5401121,P06276,6.52,False
P06276_CHEMBL5440083,P06276,5.6,False
P06276_CHEMBL5425341,P06276,6.05,False
P06276_CHEMBL5436185,P06276,6.22,False
P06276_CHEMBL5434452,P06276,6.16,False
P06276_CHEMBL5403457,P06276,6.095,False
P06276_CHEMBL5406359,P06276,5.2,False
P06276_CHEMBL5430829,P06276,6.05,False
P06276_CHEMBL5411397,P06276,5.52,False
P06276_CHEMBL5422050,P06276,6.8100000000000005,False
P06276_CHEMBL5412500,P06276,5.475,False
P06276_CHEMBL5414873,P06276,5.885,False
P06276_CHEMBL5419243,P06276,4.43,False
P06276_CHEMBL5417346,P06276,5.22,False
P06276_CHEMBL5426103,P06276,4.22,False
P06276_CHEMBL5440753,P06276,4.4,False
P06276_CHEMBL5434553,P06276,4.6,False
P06276_CHEMBL5396497,P06276,5.4,False
P06276_CHEMBL5433692,P06276,5.5,False
P06276_CHEMBL5429608,P06276,6.83,False
P06276_CHEMBL5396394,P06276,7.94,False
P06276_CHEMBL5435599,P06276,7.88,False
P06276_CHEMBL5426763,P06276,8.28,False
P06276_CHEMBL5407369,P06276,7.94,False
P06276_CHEMBL5405546,P06276,7.34,False
P06276_CHEMBL5426641,P06276,7.51,False
P06276_CHEMBL5412278,P06276,4.41,False
P06276_CHEMBL5412829,P06276,6.8,False
P06276_CHEMBL5408735,P06276,6.04,False
P06276_CHEMBL5422875,P06276,5.5,False
P06276_CHEMBL5427320,P06276,4.46,False
P06276_CHEMBL5416357,P06276,4.33,False
P06276_CHEMBL5419364,P06276,6.15,False
P06276_CHEMBL5436261,P06276,6.0,False
P06276_CHEMBL5405496,P06276,5.14,False
P06276_CHEMBL5415210,P06276,5.74,False
P06276_CHEMBL5440573,P06276,5.1,False
P06276_CHEMBL5416559,P06276,5.6,False
P06276_CHEMBL5418400,P06276,7.0,False
P06276_CHEMBL5417185,P06276,6.54,False
P06276_CHEMBL5408893,P06276,8.22,False
P06276_CHEMBL5415204,P06276,6.8,False
P06276_CHEMBL5439292,P06276,6.6,False
P06276_CHEMBL5433937,P06276,6.7,False
P06276_CHEMBL5439067,P06276,6.7,False
P06276_CHEMBL5438175,P06276,6.1,False
P06276_CHEMBL5430903,P06276,4.42,False
P06276_CHEMBL5398901,P06276,6.56,False
P06276_CHEMBL5415150,P06276,5.8,False
P06276_CHEMBL5399673,P06276,4.6,False
P06276_CHEMBL5438801,P06276,6.52,False
P06276_CHEMBL5431870,P06276,6.05,False
P06276_CHEMBL5416710,P06276,5.04,False
P06276_CHEMBL5439093,P06276,4.7,False
P06276_CHEMBL5412564,P06276,6.72,False
P06276_CHEMBL5409365,P06276,7.13,False
P06276_CHEMBL5411394,P06276,4.98,False
P06276_CHEMBL5401934,P06276,7.16,False
P06276_CHEMBL5418088,P06276,6.39,False
P06276_CHEMBL5436917,P06276,6.55,False
P06276_CHEMBL5426401,P06276,4.92,False
P06276_CHEMBL5414920,P06276,6.68,False
P06276_CHEMBL5395541,P06276,6.16,False
P06276_CHEMBL5401178,P06276,5.93,False
P06276_CHEMBL5412854,P06276,5.62,False
P06276_CHEMBL5409352,P06276,8.16,False
P06276_CHEMBL5433139,P06276,7.12,False
P07333_CHEMBL5405436,P07333,7.6,False
P07333_CHEMBL5418732,P07333,8.21,True
P07333_CHEMBL5415503,P07333,7.0,False
P07333_CHEMBL5428147,P07333,5.64,True
P07333_CHEMBL5430774,P07333,7.16,True
P07333_CHEMBL5438171,P07333,7.31,True
P07333_CHEMBL5427025,P07333,7.38,True
P07333_CHEMBL5422579,P07333,6.8,True
P07333_CHEMBL5422465,P07333,9.1,False
P07333_CHEMBL5417607,P07333,9.4,True
P07333_CHEMBL5407395,P07333,7.77,True
P07333_CHEMBL5431736,P07333,9.0,True
P07333_CHEMBL5417420,P07333,8.89,True
P07333_CHEMBL5406229,P07333,8.59,True
P07333_CHEMBL5424810,P07333,6.89,False
P07333_CHEMBL5401076,P07333,8.34,True
P07333_CHEMBL5404686,P07333,8.35,True
P07333_CHEMBL5400254,P07333,8.06,True
P07333_CHEMBL5399299,P07333,7.96,False
P07333_CHEMBL5394928,P07333,8.46,True
P07333_CHEMBL5418474,P07333,8.43,False
P07333_CHEMBL5431583,P07333,8.885,False
P07333_CHEMBL5413223,P07333,8.96,True
P07333_CHEMBL5432592,P07333,8.68,False
P07333_CHEMBL5436096,P07333,8.21,True
P07333_CHEMBL5417945,P07333,7.845000000000001,True
P07333_CHEMBL5438430,P07333,8.43,False
P07333_CHEMBL5405639,P07333,7.82,True
P07333_CHEMBL5410996,P07333,8.57,True
P07333_CHEMBL5434318,P07333,9.52,True
P07333_CHEMBL5429835,P07333,8.64,True
P07333_CHEMBL5432649,P07333,9.52,False
P07333_CHEMBL5410355,P07333,8.64,False
P07333_CHEMBL5403478,P07333,8.96,False
P07333_CHEMBL5428255,P07333,8.14,True
P07333_CHEMBL5426924,P07333,8.6,False
P07333_CHEMBL5428593,P07333,8.42,True
P07333_CHEMBL5397493,P07333,8.54,True
P07333_CHEMBL5424694,P07333,9.0,True
P07333_CHEMBL5403333,P07333,8.66,True
P07333_CHEMBL5419520,P07333,6.9,True
P07333_CHEMBL5406951,P07333,8.55,True
P07333_CHEMBL5416633,P07333,7.28,False
P07333_CHEMBL5431035,P07333,7.96,True
P07333_CHEMBL5416379,P07333,7.545,True
P07333_CHEMBL5416772,P07333,6.6,True
P07333_CHEMBL5415647,P07333,7.52,True
P07333_CHEMBL5425883,P07333,9.4,False
P07333_CHEMBL5406771,P07333,9.1,False
P07333_CHEMBL5439547,P07333,8.7,True
P07333_CHEMBL5435513,P07333,7.75,True
P07333_CHEMBL5411378,P07333,8.89,True
P07333_CHEMBL5430633,P07333,7.21,True
P07333_CHEMBL5414671,P07333,8.24,False
P07333_CHEMBL5411522,P07333,8.28,True
P07333_CHEMBL5399857,P07333,8.57,False
P07333_CHEMBL5408316,P07333,8.38,False
P07333_CHEMBL5398307,P07333,7.26,True
P07333_CHEMBL5440766,P07333,7.42,True
P07333_CHEMBL5414964,P07333,8.62,False
P07333_CHEMBL5431785,P07333,7.96,False
P07333_CHEMBL5395449,P07333,8.92,False
P07333_CHEMBL5405206,P07333,9.4,False
P07333_CHEMBL5439126,P07333,8.64,True
P07333_CHEMBL5417719,P07333,6.56,False
P07333_CHEMBL5397426,P07333,7.54,False
P07333_CHEMBL5418087,P07333,7.515000000000001,False
P07333_CHEMBL5430348,P07333,9.4,True
P07333_CHEMBL5428404,P07333,9.3,True
P07333_CHEMBL5410595,P07333,8.89,True
P07333_CHEMBL5420485,P07333,8.055,False
P07333_CHEMBL5397490,P07333,8.05,True
P07333_CHEMBL5411617,P07333,9.4,True
P07333_CHEMBL5404033,P07333,8.685,False
P07333_CHEMBL5398778,P07333,8.254999999999999,True
P07333_CHEMBL5436321,P07333,8.085,False
P07333_CHEMBL5417494,P07333,9.15,True
P07333_CHEMBL5435576,P07333,8.74,True
P07333_CHEMBL5431339,P07333,6.75,False
P07333_CHEMBL5397557,P07333,8.08,False
P07333_CHEMBL5439143,P07333,7.37,False
P08183_CHEMBL5425185,P08183,6.73,False
P08183_CHEMBL5437398,P08183,6.51,False
P08183_CHEMBL5436340,P08183,6.34,False
P08183_CHEMBL5429850,P08183,8.015,False
P08183_CHEMBL5430468,P08183,5.57,False
P08183_CHEMBL5413805,P08183,5.53,False
P08183_CHEMBL5434737,P08183,5.83,False
P08183_CHEMBL5438188,P08183,6.83,False
P08183_CHEMBL5439235,P08183,5.885,False
P08183_CHEMBL5419493,P08183,5.69,False
P08183_CHEMBL5405329,P08183,5.27,False
P08183_CHEMBL5421503,P08183,4.61,False
P08183_CHEMBL5405630,P08183,5.1,False
P08183_CHEMBL5399482,P08183,5.62,False
P08183_CHEMBL5417686,P08183,5.92,False
P08183_CHEMBL5400964,P08183,6.24,False
P08183_CHEMBL5426932,P08183,5.89,False
P08183_CHEMBL5437506,P08183,5.48,False
P08183_CHEMBL5415709,P08183,6.45,False
P08183_CHEMBL5438538,P08183,5.92,False
P08183_CHEMBL5425919,P08183,6.31,False
P08183_CHEMBL5402480,P08183,6.02,False
P08183_CHEMBL5418484,P08183,5.85,False
P08183_CHEMBL5441059,P08183,6.28,False
P08183_CHEMBL5420094,P08183,6.61,False
P08183_CHEMBL5412607,P08183,5.9,False
P08183_CHEMBL5437560,P08183,7.55,False
P08183_CHEMBL5415893,P08183,5.92,False
P08183_CHEMBL5436448,P08183,5.8,False
P08183_CHEMBL5396671,P08183,5.77,False
P08183_CHEMBL5407482,P08183,5.87,False
P08183_CHEMBL5407412,P08183,5.72,False
P08183_CHEMBL5431081,P08183,6.04,False
P08183_CHEMBL5412371,P08183,5.77,False
P08183_CHEMBL5425892,P08183,5.72,False
P08183_CHEMBL5399662,P08183,6.38,False
P08183_CHEMBL5426025,P08183,5.91,False
P08183_CHEMBL5398052,P08183,5.75,False
