compound_id,target,sim_same_target,std_union
P00915_CHEMBL5407876,P00915,0.4465,0.6982
P00915_CHEMBL5430374,P00915,0.491,0.7915
P00915_CHEMBL5403578,P00915,0.4529,0.7798
P00915_CHEMBL5439016,P00915,0.4443,0.6729
P00915_CHEMBL5430474,P00915,0.4717,0.7871
P00915_CHEMBL5439521,P00915,0.4426,0.6294
P00915_CHEMBL5433722,P00915,0.6665,0.6904
P00915_CHEMBL5416307,P00915,0.5747,1.0
P00915_CHEMBL5402383,P00915,0.6089,0.6089
P00915_CHEMBL5397739,P00915,0.6089,0.6089
P00915_CHEMBL5399974,P00915,0.3809,0.6724
P00915_CHEMBL5420429,P00915,0.627,0.627
P00915_CHEMBL5414672,P00915,0.5674,0.5674
P00915_CHEMBL5413921,P00915,0.5757,0.6196
P00915_CHEMBL5423604,P00915,0.5938,0.5938
P00915_CHEMBL5436862,P00915,0.6064,0.6064
P00915_CHEMBL5422102,P00915,0.5278,0.5557
P00915_CHEMBL5406077,P00915,0.5347,0.6416
P00915_CHEMBL5440906,P00915,0.5161,0.6719
P00915_CHEMBL5440763,P00915,0.4919,0.6968
P00915_CHEMBL5436282,P00915,0.491,0.644
P00915_CHEMBL5411702,P00915,0.5161,0.6719
P00915_CHEMBL5414836,P00915,0.4919,0.6968
P00915_CHEMBL5418786,P00915,0.5806,0.5938
P00915_CHEMBL5412077,P00915,0.582,0.582
P00915_CHEMBL5433578,P00915,0.5371,0.5371
P00915_CHEMBL5399204,P00915,0.5073,0.603
P00915_CHEMBL5433154,P00915,0.5146,0.8525
P00915_CHEMBL5409881,P00915,0.5557,0.5884
P00915_CHEMBL5403938,P00915,0.5073,0.603
P00915_CHEMBL5421790,P00915,0.5146,0.8525
P00915_CHEMBL5432812,P00915,0.5537,0.6069
P00915_CHEMBL5408885,P00915,0.6826,0.7896
P00915_CHEMBL5403077,P00915,0.5864,0.6562
P00915_CHEMBL5420858,P00915,0.5508,0.5903
P00915_CHEMBL5396677,P00915,0.5278,0.6001
P00915_CHEMBL5413403,P00915,0.6152,0.6152
P00915_CHEMBL5410282,P00915,0.4363,0.4363
P00915_CHEMBL5422467,P00915,0.5293,0.6274
P00915_CHEMBL5417595,P00915,0.408,0.5166
P00915_CHEMBL5402892,P00915,0.6885,0.6885
P00915_CHEMBL5421078,P00915,0.4482,0.521
P00915_CHEMBL5435151,P00915,0.4561,0.5
P00915_CHEMBL5404239,P00915,0.5166,0.5518
P00915_CHEMBL5440220,P00915,0.5,0.5713
P00915_CHEMBL5400662,P00915,0.5,0.5
P00915_CHEMBL5436091,P00915,0.4255,0.5317
P00915_CHEMBL5415766,P00915,0.4546,0.5347
P00915_CHEMBL5431518,P00915,0.5454,0.5454
P00918_CHEMBL5433200,P00918,0.7222,0.7222
P00918_CHEMBL5418092,P00918,0.7222,0.7222
P00918_CHEMBL5431609,P00918,0.7144,0.7598
P00918_CHEMBL5434405,P00918,0.7144,0.7598
P00918_CHEMBL5414353,P00918,0.4775,0.5371
P00918_CHEMBL5399412,P00918,0.603,0.603
P00918_CHEMBL5410769,P00918,0.603,0.603
P00918_CHEMBL5430974,P00918,0.7144,0.7144
P00918_CHEMBL5420563,P00918,0.7144,0.7144
P00918_CHEMBL5422580,P00918,0.4912,0.625
P00918_CHEMBL5434750,P00918,0.4912,0.625
P00918_CHEMBL5394374,P00918,0.6001,0.7202
P00918_CHEMBL5439211,P00918,0.6001,0.7202
P00918_CHEMBL5420568,P00918,0.4688,0.5557
P00918_CHEMBL5429492,P00918,0.5669,0.5928
P00918_CHEMBL5425027,P00918,0.3606,0.4834
P00918_CHEMBL5406311,P00918,0.4688,0.5557
P00918_CHEMBL5418946,P00918,0.5713,0.5781
P00918_CHEMBL5395028,P00918,0.4529,0.7451
P00918_CHEMBL5408660,P00918,0.4517,0.8296
P00918_CHEMBL5394136,P00918,0.3967,0.6362
P00918_CHEMBL5428616,P00918,0.5,0.9512
P00918_CHEMBL5411236,P00918,0.4546,0.7144
P00918_CHEMBL5434644,P00918,0.5537,0.8862
P00918_CHEMBL5418325,P00918,0.5,0.6729
P00918_CHEMBL5418448,P00918,0.625,0.6729
P00918_CHEMBL5396521,P00918,0.4919,0.5254
P00918_CHEMBL5406454,P00918,0.5474,0.8838
P00918_CHEMBL5415157,P00918,0.4465,0.6958
P00918_CHEMBL5430687,P00918,0.5635,0.7271
P00918_CHEMBL5402415,P00918,0.4355,0.5806
P00918_CHEMBL5403443,P00918,0.5625,0.5835
P00918_CHEMBL5423785,P00918,0.4363,0.5254
P00918_CHEMBL5420806,P00918,0.5474,0.5474
P00918_CHEMBL5408282,P00918,0.5474,0.5474
P00918_CHEMBL5403015,P00918,0.52,0.6909
P00918_CHEMBL5418584,P00918,0.5,0.6909
P00918_CHEMBL5430954,P00918,0.7998,0.7998
P00918_CHEMBL5398870,P00918,0.6128,0.6128
P00918_CHEMBL5408801,P00918,0.769,0.769
P00918_CHEMBL5427771,P00918,0.5938,0.5938
P00918_CHEMBL5412006,P00918,0.5239,0.5557
P00918_CHEMBL5408039,P00918,0.4307,0.5322
P00918_CHEMBL5417623,P00918,0.5,0.5864
P00918_CHEMBL5419120,P00918,0.4761,0.731
P00918_CHEMBL5419562,P00918,0.4827,0.6665
P00918_CHEMBL5409839,P00918,0.4707,0.5869
P00918_CHEMBL5406763,P00918,0.5103,0.6001
P00918_CHEMBL5398527,P00918,0.5962,0.7021
P00918_CHEMBL5398482,P00918,0.4707,0.7021
P00918_CHEMBL5404478,P00918,0.625,0.7222
P00918_CHEMBL5430744,P00918,0.5264,0.7021
P00918_CHEMBL5404207,P00918,0.4529,0.5625
P00918_CHEMBL5432122,P00918,0.4426,0.6143
P00918_CHEMBL5400096,P00918,0.4426,0.6348
P00918_CHEMBL5427772,P00918,0.4546,0.5557
P00918_CHEMBL5439825,P00918,0.4561,0.625
P00918_CHEMBL5424006,P00918,0.5752,0.6035
P00918_CHEMBL5419432,P00918,0.4692,0.4707
P00918_CHEMBL5409853,P00918,0.6392,0.6392
P00918_CHEMBL5435757,P00918,0.5,0.606
P00918_CHEMBL5436128,P00918,0.5,0.7446
P00918_CHEMBL5411012,P00918,0.4395,0.7256
P00918_CHEMBL5427767,P00918,0.3708,0.7349
P00918_CHEMBL5412673,P00918,0.4443,0.6143
P00918_CHEMBL5413719,P00918,0.4285,0.541
P00918_CHEMBL5434757,P00918,0.4375,0.769
P00918_CHEMBL5431226,P00918,0.4546,0.6313
P00918_CHEMBL5400438,P00918,0.4697,0.7319
P00918_CHEMBL5422561,P00918,0.4517,0.4517
P00918_CHEMBL5399183,P00918,0.5508,0.6089
P00918_CHEMBL5437429,P00918,0.519,0.5811
P00918_CHEMBL5418551,P00918,0.5757,0.5884
P00918_CHEMBL5417736,P00918,0.4768,0.5913
P00918_CHEMBL5431631,P00918,0.7412,0.75
P00918_CHEMBL5411887,P00918,0.5757,0.6816
P00918_CHEMBL5408930,P00918,0.6001,0.6118
P00918_CHEMBL5406683,P00918,0.5073,0.6143
P00918_CHEMBL5414681,P00918,0.5303,0.5674
P00918_CHEMBL5405122,P00918,0.4761,0.5415
P00918_CHEMBL5422492,P00918,0.5972,0.625
P00918_CHEMBL5438275,P00918,0.4697,0.6489
P00918_CHEMBL5411466,P00918,0.5576,0.769
P00918_CHEMBL5419182,P00918,0.4878,0.5249
P00918_CHEMBL5428815,P00918,0.6938,0.8164
P00918_CHEMBL5435073,P00918,0.7705,0.7705
P00918_CHEMBL5438823,P00918,0.5508,0.5508
P00918_CHEMBL5406041,P00918,0.4666,0.5762
P00918_CHEMBL5402391,P00918,0.5166,0.5742
P00918_CHEMBL5438178,P00918,0.5195,0.5195
P00918_CHEMBL5438727,P00918,0.4844,0.5068
P00918_CHEMBL5433495,P00918,0.6094,0.6211
P00918_CHEMBL5440256,P00918,0.5088,0.521
P00918_CHEMBL5433631,P00918,0.4839,0.5
P00918_CHEMBL5439068,P00918,0.6729,0.6729
P00918_CHEMBL5406460,P00918,0.5557,0.5903
P00918_CHEMBL5401486,P00918,0.4922,0.625
P00918_CHEMBL5424643,P00918,0.5864,0.6377
P00918_CHEMBL5438359,P00918,0.6948,0.6948
P00918_CHEMBL5395842,P00918,0.5571,0.5571
P00918_CHEMBL5402861,P00918,0.5,0.5908
P00918_CHEMBL5422807,P00918,0.5,0.5908
P00918_CHEMBL5415701,P00918,0.5366,0.5366
P00918_CHEMBL5417652,P00918,0.52,0.5762
P00918_CHEMBL5430843,P00918,0.4482,0.5166
P00918_CHEMBL5415971,P00918,0.4341,0.7456
P00918_CHEMBL5434579,P00918,0.4424,0.6377
P00918_CHEMBL5427495,P00918,0.4426,0.7593
P00918_CHEMBL5396279,P00918,0.426,0.8652
P00918_CHEMBL5427064,P00918,0.4546,0.4912
P00918_CHEMBL5434717,P00918,0.3928,0.5835
P00918_CHEMBL5405313,P00918,0.5576,0.5635
P00918_CHEMBL5428119,P00918,0.5688,0.6348
P00918_CHEMBL5399497,P00918,0.7759,0.7759
P00918_CHEMBL5416544,P00918,0.5469,0.5605
P00918_CHEMBL5413914,P00918,0.5469,0.5469
P00918_CHEMBL5435567,P00918,0.5,0.5073
P00918_CHEMBL5406828,P00918,0.5371,0.6113
P00918_CHEMBL5421787,P00918,0.604,0.6128
P00918_CHEMBL5410832,P00918,0.5659,0.5962
P00918_CHEMBL5396229,P00918,0.5762,0.5762
P00918_CHEMBL5400915,P00918,0.4529,0.7451
P00918_CHEMBL5423723,P00918,0.5425,0.5425
P00918_CHEMBL5409485,P00918,0.5806,0.5806
P00918_CHEMBL5411876,P00918,0.52,0.52
P00918_CHEMBL5430806,P00918,0.4878,0.522
P00918_CHEMBL5427215,P00918,0.5112,0.6924
P00918_CHEMBL5418987,P00918,0.5317,0.5591
P00918_CHEMBL5417966,P00918,0.5479,0.5479
P00918_CHEMBL5427397,P00918,0.5098,0.5293
P00918_CHEMBL5393899,P00918,0.4861,0.5923
P00918_CHEMBL5416640,P00918,0.5898,0.6943
P00918_CHEMBL5399753,P00918,0.8086,0.8086
P00918_CHEMBL5432003,P00918,0.6738,0.6738
P00918_CHEMBL5399026,P00918,0.6738,0.7002
P00918_CHEMBL5413773,P00918,0.5488,0.6538
P00918_CHEMBL5416330,P00918,0.5093,0.6294
P00918_CHEMBL5429247,P00918,0.625,0.8086
P00918_CHEMBL5438146,P00918,0.5474,0.75
P00918_CHEMBL5400590,P00918,0.625,0.686
P00918_CHEMBL5423705,P00918,0.6665,0.7349
P00918_CHEMBL5420340,P00918,0.5742,0.7358
P00918_CHEMBL5418256,P00918,0.5894,0.5894
P00918_CHEMBL5408414,P00918,0.5894,0.5894
P00918_CHEMBL5422630,P00918,0.5454,0.5454
P00918_CHEMBL5412024,P00918,0.4133,0.4558
P00918_CHEMBL5424738,P00918,0.5347,0.623
P00918_CHEMBL5423986,P00918,0.4546,0.5312
P00918_CHEMBL5439333,P00918,0.5669,0.5908
P00918_CHEMBL5435748,P00918,0.5332,0.5439
P00918_CHEMBL5422747,P00918,0.5161,0.521
P00918_CHEMBL5423626,P00918,0.3777,0.5767
P00918_CHEMBL5407099,P00918,0.4478,0.5254
P00918_CHEMBL5439232,P00918,0.4761,0.5537
P00918_CHEMBL5412326,P00918,0.3865,0.625
P00918_CHEMBL5404854,P00918,0.375,0.5083
P00918_CHEMBL5434475,P00918,0.3999,0.5542
P00918_CHEMBL5398061,P00918,0.4194,0.5156
P00918_CHEMBL5422153,P00918,0.4478,0.5254
P00918_CHEMBL5395857,P00918,0.4143,0.5073
P00918_CHEMBL5397659,P00918,0.5083,0.625
P00918_CHEMBL5419752,P00918,0.5693,0.7168
P00918_CHEMBL5404038,P00918,0.5645,0.7231
P00918_CHEMBL5439318,P00918,0.4602,0.5586
P00918_CHEMBL5405279,P00918,0.5,0.6948
P00918_CHEMBL5437142,P00918,0.5347,0.5625
P00918_CHEMBL5420020,P00918,0.4746,0.5371
P00918_CHEMBL5432770,P00918,0.4395,0.5352
P00918_CHEMBL5395679,P00918,0.459,0.645
P00918_CHEMBL5424727,P00918,0.4746,0.6128
P00918_CHEMBL5425125,P00918,0.375,0.5679
P00918_CHEMBL5412351,P00918,0.5,0.5972
P00918_CHEMBL5424664,P00918,0.4917,0.6152
P00918_CHEMBL5420931,P00918,0.4854,0.5137
P00918_CHEMBL5417084,P00918,0.4478,0.5254
P00918_CHEMBL5430482,P00918,0.4143,0.5073
P00918_CHEMBL5414077,P00918,0.5083,0.625
P00918_CHEMBL5402143,P00918,0.5693,0.7168
P00918_CHEMBL5426216,P00918,0.5645,0.7231
P00918_CHEMBL5413021,P00918,0.4602,0.5586
P00918_CHEMBL5402145,P00918,0.5,0.6948
P00918_CHEMBL5438010,P00918,0.5347,0.5625
P00918_CHEMBL5421531,P00918,0.4746,0.5371
P00918_CHEMBL5411936,P00918,0.4395,0.5352
P00918_CHEMBL5419447,P00918,0.459,0.645
P00918_CHEMBL5396393,P00918,0.4746,0.6128
P00918_CHEMBL5409658,P00918,0.375,0.5679
P00918_CHEMBL5413693,P00918,0.5,0.5972
P00918_CHEMBL5429073,P00918,0.4917,0.6152
P00918_CHEMBL5401434,P00918,0.4854,0.5137
P00918_CHEMBL5402497,P00918,0.5498,0.6001
P00918_CHEMBL5412870,P00918,0.5093,0.7666
P00918_CHEMBL5432551,P00918,0.7915,0.7915
P00918_CHEMBL5419500,P00918,0.6963,0.6963
P00918_CHEMBL5420864,P00918,0.8213,0.8213
P00918_CHEMBL5432940,P00918,0.6768,0.6768
P00918_CHEMBL5402055,P00918,0.772,0.772
P00918_CHEMBL5419817,P00918,0.7598,0.7598
P00918_CHEMBL5422706,P00918,0.645,0.7759
P00918_CHEMBL5425202,P00918,0.5,0.8169
P00918_CHEMBL5433765,P00918,0.6143,0.7407
P00918_CHEMBL5420539,P00918,0.645,0.7759
P00918_CHEMBL5395423,P00918,0.5,0.8169
P00918_CHEMBL5405733,P00918,0.7271,0.7368
P00918_CHEMBL5403355,P00918,0.5903,0.603
P00918_CHEMBL5407842,P00918,0.6094,0.625
P00918_CHEMBL5396530,P00918,0.5762,0.6934
P00918_CHEMBL5397521,P00918,0.6094,0.625
P00918_CHEMBL5439370,P00918,0.6665,0.6665
P00918_CHEMBL5415949,P00918,0.6665,0.6665
P00918_CHEMBL5395274,P00918,0.4517,0.5347
P00918_CHEMBL5407876,P00918,0.4465,0.6982
P00918_CHEMBL5430374,P00918,0.491,0.7915
P00918_CHEMBL5403578,P00918,0.4529,0.7798
P00918_CHEMBL5439016,P00918,0.4443,0.6729
P00918_CHEMBL5430474,P00918,0.4717,0.7871
P00918_CHEMBL5439521,P00918,0.4426,0.6294
P00918_CHEMBL5433722,P00918,0.6665,0.6904
P00918_CHEMBL5416307,P00918,0.5747,1.0
P00918_CHEMBL5402383,P00918,0.6089,0.6089
P00918_CHEMBL5397739,P00918,0.6089,0.6089
P00918_CHEMBL5399974,P00918,0.3809,0.6724
P00918_CHEMBL5420429,P00918,0.627,0.627
P00918_CHEMBL5414672,P00918,0.5674,0.5674
P00918_CHEMBL5413921,P00918,0.5757,0.6196
P00918_CHEMBL5423604,P00918,0.5938,0.5938
P00918_CHEMBL5436862,P00918,0.6064,0.6064
P00918_CHEMBL5422102,P00918,0.5278,0.5557
P00918_CHEMBL5406077,P00918,0.5347,0.6416
P00918_CHEMBL5440906,P00918,0.5161,0.6719
P00918_CHEMBL5440763,P00918,0.4919,0.6968
P00918_CHEMBL5436282,P00918,0.491,0.644
P00918_CHEMBL5411702,P00918,0.5161,0.6719
P00918_CHEMBL5414836,P00918,0.4919,0.6968
P00918_CHEMBL5418786,P00918,0.5806,0.5938
P00918_CHEMBL5412077,P00918,0.582,0.582
P00918_CHEMBL5433578,P00918,0.5371,0.5371
P00918_CHEMBL5399204,P00918,0.5073,0.603
P00918_CHEMBL5433154,P00918,0.5146,0.8525
P00918_CHEMBL5409881,P00918,0.5557,0.5884
P00918_CHEMBL5403938,P00918,0.5073,0.603
P00918_CHEMBL5421790,P00918,0.5146,0.8525
P00918_CHEMBL5433629,P00918,0.5078,0.5469
P00918_CHEMBL5425764,P00918,0.5078,0.5078
P00918_CHEMBL5420500,P00918,0.4834,0.4834
P00918_CHEMBL5432812,P00918,0.5537,0.6069
P00918_CHEMBL5408885,P00918,0.6826,0.7896
P00918_CHEMBL5403077,P00918,0.5864,0.6562
P00918_CHEMBL5420858,P00918,0.5508,0.5903
P00918_CHEMBL5396677,P00918,0.5278,0.6001
P00918_CHEMBL5413403,P00918,0.6152,0.6152
P00918_CHEMBL5410282,P00918,0.4363,0.4363
P00918_CHEMBL5422467,P00918,0.5293,0.6274
P00918_CHEMBL5417595,P00918,0.408,0.5166
P00918_CHEMBL5402892,P00918,0.6885,0.6885
P00918_CHEMBL5421078,P00918,0.4482,0.521
P00918_CHEMBL5435151,P00918,0.4561,0.5
P00918_CHEMBL5404239,P00918,0.5166,0.5518
P00918_CHEMBL5440220,P00918,0.5,0.5713
P00918_CHEMBL5400662,P00918,0.5,0.5
P00918_CHEMBL5436091,P00918,0.4255,0.5317
P00918_CHEMBL5415766,P00918,0.4546,0.5347
P00918_CHEMBL5431518,P00918,0.5454,0.5454
P01116_CHEMBL5405893,P01116,0.7031,0.7031
P01116_CHEMBL5430615,P01116,0.6909,0.6909
P01116_CHEMBL5436936,P01116,0.5132,0.5132
P01116_CHEMBL5394061,P01116,0.8442,0.8442
P01116_CHEMBL5431314,P01116,0.8374,0.8374
P01116_CHEMBL5406019,P01116,1.0,1.0
P01116_CHEMBL5437416,P01116,0.8848,0.8848
P01116_CHEMBL5397857,P01116,1.0,1.0
P01116_CHEMBL5408905,P01116,0.73,0.7998
P01116_CHEMBL5401101,P01116,0.752,0.8677
P01116_CHEMBL5413564,P01116,1.0,1.0
P01116_CHEMBL5415578,P01116,0.7632,0.7632
P01116_CHEMBL5402298,P01116,0.5913,0.5913
P01116_CHEMBL5408294,P01116,0.689,0.689
P01116_CHEMBL5434304,P01116,0.5073,0.5073
P01116_CHEMBL5396905,P01116,1.0,1.0
P01116_CHEMBL5397270,P01116,1.0,1.0
P01116_CHEMBL5434387,P01116,1.0,1.0
P01116_CHEMBL5436538,P01116,1.0,1.0
P01116_CHEMBL5423732,P01116,1.0,1.0
P01116_CHEMBL5439404,P01116,1.0,1.0
P01116_CHEMBL5411433,P01116,1.0,1.0
P01116_CHEMBL5440242,P01116,1.0,1.0
P01116_CHEMBL5411023,P01116,0.8594,0.8594
P01116_CHEMBL5434277,P01116,1.0,1.0
P01116_CHEMBL5430597,P01116,0.6909,0.6909
P01116_CHEMBL5401145,P01116,0.8428,0.8428
P01116_CHEMBL5420106,P01116,0.7734,0.7734
P01116_CHEMBL5413109,P01116,0.5405,0.5405
P01116_CHEMBL5429450,P01116,0.689,0.689
P01116_CHEMBL5413213,P01116,0.7456,0.7456
P01116_CHEMBL5407974,P01116,0.7939,0.7939
P01116_CHEMBL5423141,P01116,0.7661,0.7661
P01116_CHEMBL5440407,P01116,0.8999,0.8999
P01116_CHEMBL5432250,P01116,1.0,1.0
P01116_CHEMBL5433325,P01116,0.8286,0.8286
P01116_CHEMBL5399365,P01116,0.8398,0.8398
P01116_CHEMBL5434458,P01116,0.7637,0.7637
P01116_CHEMBL5407525,P01116,0.7925,0.7925
P01116_CHEMBL5407640,P01116,0.7568,0.7568
P01116_CHEMBL5439684,P01116,0.8301,0.8301
P01116_CHEMBL5403842,P01116,0.8398,0.8398
P01116_CHEMBL5421903,P01116,1.0,1.0
P01116_CHEMBL5400481,P01116,0.7817,0.7817
P01116_CHEMBL5400366,P01116,1.0,1.0
P01116_CHEMBL5403626,P01116,0.7778,0.7778
P01116_CHEMBL5401087,P01116,0.8286,0.8286
P01116_CHEMBL5429318,P01116,0.8037,0.8037
P01116_CHEMBL5438399,P01116,0.7617,0.7617
P01116_CHEMBL5405632,P01116,1.0,1.0
P01116_CHEMBL5426739,P01116,0.7607,0.7607
P01116_CHEMBL5398980,P01116,0.8354,0.8354
P03372_CHEMBL5408419,P03372,0.8291,0.8945
P03372_CHEMBL5435203,P03372,0.5283,0.6274
P03372_CHEMBL5419649,P03372,0.6572,0.8066
P03372_CHEMBL5414572,P03372,0.6387,0.7812
P03372_CHEMBL5428681,P03372,0.6387,0.7812
P03372_CHEMBL5406865,P03372,0.793,1.0
P03372_CHEMBL5398866,P03372,0.6665,0.8198
P03372_CHEMBL5432102,P03372,0.6665,0.8198
P03372_CHEMBL5432210,P03372,0.6162,0.6431
P03372_CHEMBL5409872,P03372,0.6392,0.6392
P03372_CHEMBL5425958,P03372,0.6475,0.6475
P03372_CHEMBL5430840,P03372,0.624,0.6519
P03372_CHEMBL5402062,P03372,0.6475,0.6475
P03372_CHEMBL5422265,P03372,0.6021,0.6021
P03372_CHEMBL5418457,P03372,0.624,0.6519
P03372_CHEMBL5438497,P03372,0.6475,0.6475
P03372_CHEMBL5394554,P03372,0.624,0.6519
P03372_CHEMBL5421913,P03372,0.624,0.6519
P03372_CHEMBL5397899,P03372,0.624,0.6519
P03372_CHEMBL5436713,P03372,0.6719,0.6719
P03372_CHEMBL5435743,P03372,0.6523,0.6523
P03372_CHEMBL5423781,P03372,0.6523,0.6523
P03372_CHEMBL5394879,P03372,0.6816,0.6816
P03372_CHEMBL5423408,P03372,0.6816,0.6816
P03372_CHEMBL5403080,P03372,0.7778,0.7778
P03372_CHEMBL5407335,P03372,0.7368,0.7368
P03372_CHEMBL5414659,P03372,0.7368,0.7368
P03372_CHEMBL5424929,P03372,0.6289,0.6289
P03372_CHEMBL5426251,P03372,0.6001,0.644
P03372_CHEMBL5423258,P03372,0.6001,0.6914
P03372_CHEMBL5414261,P03372,0.8184,0.8184
P03372_CHEMBL5433532,P03372,0.7827,0.7827
P03372_CHEMBL5398724,P03372,0.7827,0.7827
P03372_CHEMBL5396802,P03372,1.0,1.0
P03372_CHEMBL5409541,P03372,0.5713,0.6069
P03372_CHEMBL5417949,P03372,0.5879,0.5918
P03372_CHEMBL5404699,P03372,0.7817,0.7817
P03372_CHEMBL5420394,P03372,0.7412,0.8413
P03372_CHEMBL5427513,P03372,0.7412,0.9136
P03372_CHEMBL5403840,P03372,0.7373,0.7373
P03372_CHEMBL5406802,P03372,0.9854,0.9854
P03372_CHEMBL5424786,P03372,0.7349,0.7349
P03372_CHEMBL5417452,P03372,0.6553,0.8413
P03372_CHEMBL5426947,P03372,0.6553,0.9136
P03372_CHEMBL5398397,P03372,0.5845,0.6206
P03372_CHEMBL5413289,P03372,0.6064,0.6113
P03372_CHEMBL5404403,P03372,0.6064,0.6113
P03372_CHEMBL5409715,P03372,0.3501,0.627
P03372_CHEMBL5430117,P03372,0.3491,0.5386
P03372_CHEMBL5394007,P03372,0.7871,0.7871
P03372_CHEMBL5399056,P03372,0.6787,0.7681
P03372_CHEMBL5400203,P03372,0.6763,0.6899
P03372_CHEMBL5437007,P03372,0.7451,0.7451
P03372_CHEMBL5425664,P03372,0.6797,0.6797
P03372_CHEMBL5436409,P03372,0.7417,0.8228
P03372_CHEMBL5429522,P03372,0.6069,0.6069
P03372_CHEMBL5394016,P03372,0.5957,0.5957
P03372_CHEMBL5395953,P03372,0.5908,0.5908
P03372_CHEMBL5431822,P03372,0.5601,0.5601
P03372_CHEMBL5427627,P03372,0.5601,0.5601
P03372_CHEMBL5428797,P03372,0.5498,0.5498
P03372_CHEMBL5413340,P03372,0.7617,0.7617
P03372_CHEMBL5404063,P03372,0.7617,0.7617
P03372_CHEMBL5394546,P03372,0.7168,1.0
P03372_CHEMBL5412790,P03372,0.6553,0.8413
P03372_CHEMBL5421409,P03372,0.6553,0.9136
P03372_CHEMBL5433442,P03372,0.6572,0.8306
P03372_CHEMBL5405944,P03372,0.6572,1.0
P03372_CHEMBL5408038,P03372,0.6553,0.9136
P03372_CHEMBL5422315,P03372,0.6553,1.0
P03372_CHEMBL5401146,P03372,0.6553,1.0
P03372_CHEMBL5400803,P03372,0.75,0.7881
P03372_CHEMBL5403786,P03372,0.6665,1.0
P03372_CHEMBL5410004,P03372,0.6665,1.0
P03372_CHEMBL5426175,P03372,0.6807,0.7856
P03372_CHEMBL5411799,P03372,0.7539,0.7539
P03372_CHEMBL5418690,P03372,0.7271,0.8525
P03372_CHEMBL5436925,P03372,0.6211,0.7461
P03372_CHEMBL5402392,P03372,0.6621,0.7393
P03951_CHEMBL5399926,P03951,1.0,1.0
P03951_CHEMBL5400859,P03951,1.0,1.0
P03951_CHEMBL5422323,P03951,1.0,1.0
P03951_CHEMBL5428779,P03951,1.0,1.0
P03951_CHEMBL5438074,P03951,1.0,1.0
P03951_CHEMBL5422380,P03951,1.0,1.0
P03951_CHEMBL5395642,P03951,1.0,1.0
P03951_CHEMBL5416393,P03951,0.4778,0.4778
P03951_CHEMBL5413065,P03951,1.0,1.0
P03951_CHEMBL5426898,P03951,1.0,1.0
P03951_CHEMBL5419603,P03951,1.0,1.0
P03951_CHEMBL5439061,P03951,1.0,1.0
P03951_CHEMBL5406534,P03951,1.0,1.0
P03951_CHEMBL5427891,P03951,1.0,1.0
P03951_CHEMBL5412953,P03951,1.0,1.0
P03951_CHEMBL5420409,P03951,1.0,1.0
P03951_CHEMBL5439131,P03951,1.0,1.0
P03951_CHEMBL5420055,P03951,1.0,1.0
P03951_CHEMBL5431336,P03951,1.0,1.0
P03951_CHEMBL5398062,P03951,1.0,1.0
P03951_CHEMBL5416199,P03951,1.0,1.0
P03951_CHEMBL5434010,P03951,1.0,1.0
P03951_CHEMBL5432831,P03951,1.0,1.0
P03951_CHEMBL5404596,P03951,1.0,1.0
P03951_CHEMBL5437779,P03951,1.0,1.0
P03951_CHEMBL5419156,P03951,1.0,1.0
P03951_CHEMBL5400795,P03951,1.0,1.0
P03951_CHEMBL5400667,P03951,1.0,1.0
P03951_CHEMBL5395901,P03951,1.0,1.0
P03951_CHEMBL5435153,P03951,1.0,1.0
P03951_CHEMBL5436073,P03951,1.0,1.0
P03951_CHEMBL5426362,P03951,0.4944,0.4944
P03951_CHEMBL5426903,P03951,0.5327,0.5327
P03951_CHEMBL5397593,P03951,1.0,1.0
P03951_CHEMBL5403102,P03951,1.0,1.0
P03951_CHEMBL5425168,P03951,1.0,1.0
P03951_CHEMBL5423135,P03951,1.0,1.0
P03951_CHEMBL5410680,P03951,0.5825,0.7402
P03951_CHEMBL5403224,P03951,1.0,1.0
P04629_CHEMBL5428085,P04629,1.0,1.0
P04629_CHEMBL5424164,P04629,0.8027,0.8027
P04629_CHEMBL5427137,P04629,1.0,1.0
P04629_CHEMBL5407680,P04629,1.0,1.0
P04629_CHEMBL5418921,P04629,1.0,1.0
P04629_CHEMBL5424443,P04629,1.0,1.0
P04629_CHEMBL5396900,P04629,1.0,1.0
P04629_CHEMBL5399402,P04629,1.0,1.0
P04629_CHEMBL5406952,P04629,1.0,1.0
P04629_CHEMBL5414386,P04629,1.0,1.0
P04629_CHEMBL5422637,P04629,1.0,1.0
P04629_CHEMBL5439768,P04629,1.0,1.0
P04629_CHEMBL5406821,P04629,0.4038,0.7876
P04629_CHEMBL5401624,P04629,1.0,1.0
P04629_CHEMBL5430182,P04629,1.0,1.0
P04629_CHEMBL5403006,P04629,1.0,1.0
P04629_CHEMBL5434198,P04629,1.0,1.0
P04629_CHEMBL5401850,P04629,1.0,1.0
P04629_CHEMBL5394214,P04629,1.0,1.0
P04629_CHEMBL5431124,P04629,1.0,1.0
P04629_CHEMBL5421662,P04629,1.0,1.0
P04629_CHEMBL5400169,P04629,0.6816,0.6816
P04629_CHEMBL5410147,P04629,1.0,1.0
P04629_CHEMBL5416521,P04629,1.0,1.0
P04629_CHEMBL5432219,P04629,1.0,1.0
P04629_CHEMBL5410884,P04629,1.0,1.0
P04629_CHEMBL5421829,P04629,1.0,1.0
