compound_id,uniprot,affinity,ex_label,fl_label,sim_union
P00533_CHEMBL5425121,P00533,7.5,,,0.5161
P00915_CHEMBL5433200,P00915,6.3,,,0.7222
P00915_CHEMBL5418092,P00915,6.28,,,0.7222
P00915_CHEMBL5431609,P00915,7.16,,,0.7598
P00915_CHEMBL5434405,P00915,7.29,,,0.7598
P00915_CHEMBL5399412,P00915,7.07,,,0.603
P00915_CHEMBL5410769,P00915,7.29,,,0.603
P00915_CHEMBL5430974,P00915,7.28,,,0.7144
P00915_CHEMBL5420563,P00915,7.32,,,0.7144
P00915_CHEMBL5434750,P00915,5.02,,,0.625
P00915_CHEMBL5394374,P00915,7.09,,,0.7202
P00915_CHEMBL5439211,P00915,7.02,,,0.7202
P00915_CHEMBL5420568,P00915,7.11,,,0.5557
P00915_CHEMBL5429492,P00915,7.07,,,0.5928
P00915_CHEMBL5425027,P00915,5.17,,,0.4834
P00915_CHEMBL5406311,P00915,7.06,,,0.5557
P00915_CHEMBL5418946,P00915,6.13,,,0.5781
P00915_CHEMBL5395028,P00915,6.62,,,0.7451
P00915_CHEMBL5408660,P00915,6.3,,,0.8296
P00915_CHEMBL5394136,P00915,6.3,,,0.6362
P00915_CHEMBL5428616,P00915,6.47,,,0.9512
P00915_CHEMBL5411236,P00915,6.42,,,0.7144
P00915_CHEMBL5434644,P00915,5.06,,,0.8862
P00915_CHEMBL5418325,P00915,5.11,,,0.6729
P00915_CHEMBL5418448,P00915,5.28,,,0.6729
P00915_CHEMBL5396521,P00915,4.27,,,0.5254
P00915_CHEMBL5406454,P00915,6.15,,,0.8838
P00915_CHEMBL5415157,P00915,5.08,,,0.6958
P00915_CHEMBL5430687,P00915,5.13,,,0.7271
P00915_CHEMBL5402415,P00915,5.04,,,0.5806
P00915_CHEMBL5403443,P00915,7.28,,,0.5835
P00915_CHEMBL5423785,P00915,6.66,,,0.5254
P00915_CHEMBL5420806,P00915,7.05,,,0.5474
P00915_CHEMBL5408282,P00915,7.16,,,0.5474
P00915_CHEMBL5403015,P00915,6.22,,,0.6909
P00915_CHEMBL5418584,P00915,6.06,,,0.6909
P00915_CHEMBL5430954,P00915,8.09,,,0.7998
P00915_CHEMBL5398870,P00915,7.25,,,0.6128
P00915_CHEMBL5408801,P00915,7.26,,,0.769
P00915_CHEMBL5427771,P00915,5.12,,,0.5938
P00915_CHEMBL5412006,P00915,5.6,,,0.5557
P00915_CHEMBL5408039,P00915,6.5,,,0.5322
P00915_CHEMBL5417623,P00915,5.33,,,0.5864
P00915_CHEMBL5419120,P00915,6.29,,,0.731
P00915_CHEMBL5419562,P00915,5.13,,,0.6665
P00915_CHEMBL5409839,P00915,6.54,,,0.5869
P00915_CHEMBL5406763,P00915,5.25,,,0.6001
P00915_CHEMBL5398527,P00915,6.28,,,0.7021
P00915_CHEMBL5398482,P00915,6.37,,,0.7021
P00915_CHEMBL5404478,P00915,6.15,,,0.7222
P00915_CHEMBL5430744,P00915,5.32,,,0.7021
P00915_CHEMBL5404207,P00915,5.21,,,0.5625
P00915_CHEMBL5432122,P00915,6.36,,,0.6143
P00915_CHEMBL5400096,P00915,6.86,,,0.6348
P00915_CHEMBL5427772,P00915,6.79,,,0.5557
P00915_CHEMBL5439825,P00915,6.63,,,0.625
P00915_CHEMBL5424006,P00915,7.09,,,0.6035
P00915_CHEMBL5419432,P00915,6.0,,,0.4707
P00915_CHEMBL5409853,P00915,7.68,,,0.6392
P00915_CHEMBL5436128,P00915,7.02,,,0.7446
P00915_CHEMBL5411012,P00915,6.19,,,0.7256
P00915_CHEMBL5427767,P00915,5.23,,,0.7349
P00915_CHEMBL5412673,P00915,6.35,,,0.6143
P00915_CHEMBL5413719,P00915,6.03,,,0.541
P00915_CHEMBL5434757,P00915,5.99,,,0.769
P00915_CHEMBL5431226,P00915,7.43,,,0.6313
P00915_CHEMBL5400438,P00915,8.41,,,0.7319
P00915_CHEMBL5422561,P00915,6.45,,,0.4517
P00915_CHEMBL5399183,P00915,7.08,,,0.6089
P00915_CHEMBL5437429,P00915,6.82,,,0.5811
P00915_CHEMBL5431631,P00915,5.41,,,0.75
P00915_CHEMBL5411887,P00915,5.27,,,0.6816
P00915_CHEMBL5408930,P00915,5.38,,,0.6118
P00915_CHEMBL5422492,P00915,6.55,,,0.625
P00915_CHEMBL5438275,P00915,7.46,,,0.6489
P00915_CHEMBL5411466,P00915,7.38,,,0.769
P00915_CHEMBL5419182,P00915,5.79,,,0.5249
P00915_CHEMBL5428815,P00915,8.1,,,0.8164
P00915_CHEMBL5435073,P00915,5.68,,,0.7705
P00915_CHEMBL5438823,P00915,6.02,,,0.5508
P00915_CHEMBL5406041,P00915,7.34,,,0.5762
P00915_CHEMBL5402391,P00915,6.06,,,0.5742
P00915_CHEMBL5438178,P00915,6.98,,,0.5195
P00915_CHEMBL5433495,P00915,5.29,,,0.6211
P00915_CHEMBL5440256,P00915,5.03,,,0.521
P00915_CHEMBL5439068,P00915,7.41,,,0.6729
P00915_CHEMBL5406460,P00915,5.96,,,0.5903
P00915_CHEMBL5401486,P00915,7.29,,,0.625
P00915_CHEMBL5424643,P00915,8.06,,,0.6377
P00915_CHEMBL5438359,P00915,7.44,,,0.6948
P00915_CHEMBL5395842,P00915,5.3,,,0.5571
P00915_CHEMBL5402861,P00915,7.13,,,0.5908
P00915_CHEMBL5422807,P00915,6.32,,,0.5908
P00915_CHEMBL5415701,P00915,7.26,,,0.5366
P00915_CHEMBL5417652,P00915,7.31,,,0.52
P00915_CHEMBL5430843,P00915,7.17,,,0.4482
P00915_CHEMBL5415971,P00915,7.14,,,0.4822
P00915_CHEMBL5434579,P00915,7.45,,,0.4424
P00915_CHEMBL5427495,P00915,7.04,,,0.4426
P00915_CHEMBL5396279,P00915,7.3,,,0.426
P00915_CHEMBL5427064,P00915,6.17,,,0.4912
P00915_CHEMBL5434717,P00915,6.32,,,0.5771
P00915_CHEMBL5405313,P00915,8.25,,,0.5635
P00915_CHEMBL5428119,P00915,8.25,,,0.6348
P00915_CHEMBL5399497,P00915,5.7,,,0.7759
P00915_CHEMBL5406828,P00915,7.78,,,0.6113
P00915_CHEMBL5421787,P00915,8.21,,,0.6128
P00915_CHEMBL5410832,P00915,7.93,,,0.5962
P00915_CHEMBL5396229,P00915,7.04,,,0.5762
P00915_CHEMBL5400915,P00915,7.27,,,0.7451
P00915_CHEMBL5423723,P00915,6.2,,,0.5425
P00915_CHEMBL5409485,P00915,6.95,,,0.5806
P00915_CHEMBL5411876,P00915,7.03,,,0.52
P00915_CHEMBL5430806,P00915,7.07,,,0.522
P00915_CHEMBL5427215,P00915,7.07,,,0.5308
P00915_CHEMBL5418987,P00915,7.14,,,0.5317
P00915_CHEMBL5417966,P00915,6.68,,,0.5479
P00915_CHEMBL5427397,P00915,6.48,,,0.5293
P00915_CHEMBL5393899,P00915,7.17,,,0.5923
P00915_CHEMBL5416640,P00915,7.14,,,0.6943
P00915_CHEMBL5399753,P00915,7.32,,,0.8086
P00915_CHEMBL5432003,P00915,8.01,,,0.6738
P00915_CHEMBL5399026,P00915,8.05,,,0.7002
P00915_CHEMBL5413773,P00915,8.19,,,0.6538
P00915_CHEMBL5416330,P00915,8.08,,,0.6294
P00915_CHEMBL5429247,P00915,8.17,,,0.8086
P00915_CHEMBL5438146,P00915,8.06,,,0.75
P00915_CHEMBL5400590,P00915,8.39,,,0.686
P00915_CHEMBL5423705,P00915,8.05,,,0.7349
P00915_CHEMBL5420340,P00915,8.24,,,0.7358
P00915_CHEMBL5418256,P00915,7.33,,,0.5894
P00915_CHEMBL5408414,P00915,7.32,,,0.5894
P00915_CHEMBL5422630,P00915,6.22,,,0.5454
P00915_CHEMBL5412024,P00915,7.07,,,0.4492
P00915_CHEMBL5424738,P00915,7.38,,,0.623
P00915_CHEMBL5423986,P00915,6.26,,,0.5312
P00915_CHEMBL5439333,P00915,7.09,,,0.5908
P00915_CHEMBL5435748,P00915,7.4,,,0.5439
P00915_CHEMBL5422747,P00915,7.21,,,0.521
P00915_CHEMBL5423626,P00915,7.14,,,0.5767
P00915_CHEMBL5407099,P00915,7.18,,,0.5254
P00915_CHEMBL5439232,P00915,7.02,,,0.5312
P00915_CHEMBL5412326,P00915,6.34,,,0.625
P00915_CHEMBL5404854,P00915,5.35,,,0.5083
P00915_CHEMBL5434475,P00915,7.19,,,0.5542
P00915_CHEMBL5398061,P00915,7.71,,,0.5156
P00915_CHEMBL5422153,P00915,7.14,,,0.5254
P00915_CHEMBL5395857,P00915,7.03,,,0.5073
P00915_CHEMBL5397659,P00915,6.04,,,0.625
P00915_CHEMBL5419752,P00915,6.81,,,0.7168
P00915_CHEMBL5404038,P00915,6.1,,,0.7231
P00915_CHEMBL5439318,P00915,6.26,,,0.5586
P00915_CHEMBL5405279,P00915,7.56,,,0.6948
P00915_CHEMBL5437142,P00915,6.03,,,0.5625
P00915_CHEMBL5420020,P00915,6.6,,,0.5371
P00915_CHEMBL5432770,P00915,7.14,,,0.5352
P00915_CHEMBL5395679,P00915,7.08,,,0.645
P00915_CHEMBL5424727,P00915,7.43,,,0.6128
P00915_CHEMBL5425125,P00915,7.09,,,0.3855
P00915_CHEMBL5412351,P00915,7.16,,,0.5537
P00915_CHEMBL5424664,P00915,6.79,,,0.5483
P00915_CHEMBL5420931,P00915,7.5,,,0.4854
P00915_CHEMBL5417084,P00915,7.05,,,0.5254
P00915_CHEMBL5430482,P00915,6.23,,,0.5073
P00915_CHEMBL5414077,P00915,6.2,,,0.625
P00915_CHEMBL5402143,P00915,7.14,,,0.7168
P00915_CHEMBL5426216,P00915,6.15,,,0.7231
P00915_CHEMBL5413021,P00915,6.02,,,0.5586
P00915_CHEMBL5402145,P00915,6.58,,,0.6948
P00915_CHEMBL5438010,P00915,6.06,,,0.5625
P00915_CHEMBL5421531,P00915,6.1,,,0.5371
P00915_CHEMBL5411936,P00915,6.26,,,0.5352
P00915_CHEMBL5419447,P00915,6.41,,,0.645
P00915_CHEMBL5396393,P00915,6.32,,,0.6128
P00915_CHEMBL5409658,P00915,7.04,,,0.3855
P00915_CHEMBL5413693,P00915,7.03,,,0.5537
P00915_CHEMBL5429073,P00915,6.49,,,0.5483
P00915_CHEMBL5401434,P00915,7.16,,,0.4854
P00915_CHEMBL5402497,P00915,6.94,,,0.6001
P00915_CHEMBL5412870,P00915,7.28,,,0.7666
P00915_CHEMBL5432551,P00915,7.56,,,0.7915
P00915_CHEMBL5419500,P00915,5.74,,,0.6963
P00915_CHEMBL5420864,P00915,7.08,,,0.8213
P00915_CHEMBL5432940,P00915,5.67,,,0.6768
P00915_CHEMBL5402055,P00915,6.15,,,0.772
P00915_CHEMBL5419817,P00915,7.14,,,0.7598
P00915_CHEMBL5422706,P00915,7.14,,,0.7759
P00915_CHEMBL5425202,P00915,7.17,,,0.5
P00915_CHEMBL5433765,P00915,7.23,,,0.7407
P00915_CHEMBL5420539,P00915,7.16,,,0.7759
P00915_CHEMBL5395423,P00915,7.12,,,0.5
P00915_CHEMBL5405733,P00915,5.71,,,0.7368
P00915_CHEMBL5403355,P00915,5.57,,,0.603
P00915_CHEMBL5407842,P00915,7.04,,,0.625
P00915_CHEMBL5396530,P00915,7.32,,,0.5835
P00915_CHEMBL5397521,P00915,7.03,,,0.625
P00915_CHEMBL5439370,P00915,7.38,,,0.6665
P00915_CHEMBL5415949,P00915,7.15,,,0.6665
P00915_CHEMBL5395274,P00915,6.38,,,0.5347
P00915_CHEMBL5407876,P00915,7.91,,,0.6982
P00915_CHEMBL5430374,P00915,6.53,,,0.7915
P00915_CHEMBL5403578,P00915,7.09,,,0.7798
P00915_CHEMBL5439016,P00915,7.02,,,0.6729
P00915_CHEMBL5430474,P00915,7.28,,,0.7871
P00915_CHEMBL5439521,P00915,7.33,,,0.6294
P00915_CHEMBL5433722,P00915,6.77,,,0.6904
P00915_CHEMBL5416307,P00915,6.45,,,0.6445
P00915_CHEMBL5402383,P00915,6.27,,,0.6089
P00915_CHEMBL5397739,P00915,6.19,,,0.6089
P00915_CHEMBL5399974,P00915,6.15,,,0.644
P00915_CHEMBL5420429,P00915,7.07,,,0.627
P00915_CHEMBL5414672,P00915,5.04,,,0.5674
P00915_CHEMBL5413921,P00915,6.22,,,0.6196
P00915_CHEMBL5423604,P00915,5.38,,,0.5938
P00915_CHEMBL5436862,P00915,8.06,,,0.6064
P00915_CHEMBL5422102,P00915,6.16,,,0.5557
P00915_CHEMBL5406077,P00915,6.37,,,0.6416
P00915_CHEMBL5440906,P00915,6.7,,,0.6719
P00915_CHEMBL5440763,P00915,7.12,,,0.4919
P00915_CHEMBL5436282,P00915,8.02,,,0.644
P00915_CHEMBL5411702,P00915,6.51,,,0.6719
P00915_CHEMBL5414836,P00915,7.06,,,0.4919
P00915_CHEMBL5418786,P00915,5.08,,,0.5938
P00915_CHEMBL5412077,P00915,5.31,,,0.582
P00915_CHEMBL5433578,P00915,5.24,,,0.5371
P00915_CHEMBL5399204,P00915,6.31,,,0.603
P00915_CHEMBL5433154,P00915,7.11,,,0.5146
P00915_CHEMBL5409881,P00915,7.07,,,0.5557
P00915_CHEMBL5403938,P00915,6.38,,,0.603
P00915_CHEMBL5421790,P00915,8.06,,,0.5146
P00915_CHEMBL5432812,P00915,6.72,,,0.6069
P00915_CHEMBL5408885,P00915,6.81,,,0.7896
P00915_CHEMBL5403077,P00915,6.39,,,0.6562
P00915_CHEMBL5420858,P00915,6.43,,,0.5903
P00915_CHEMBL5396677,P00915,6.58,,,0.6001
P00915_CHEMBL5413403,P00915,6.28,,,0.6152
P00915_CHEMBL5410282,P00915,5.12,,,0.4363
P00915_CHEMBL5422467,P00915,6.3,,,0.6274
P00915_CHEMBL5417595,P00915,6.0,,,0.5166
P00915_CHEMBL5402892,P00915,5.58,,,0.6885
P00915_CHEMBL5421078,P00915,6.13,,,0.521
P00915_CHEMBL5435151,P00915,5.63,,,0.5
P00915_CHEMBL5404239,P00915,6.47,,,0.5518
P00915_CHEMBL5440220,P00915,6.46,,,0.5713
P00915_CHEMBL5400662,P00915,6.52,,,0.5
P00915_CHEMBL5436091,P00915,5.83,,,0.5317
P00915_CHEMBL5415766,P00915,5.96,,,0.5347
P00915_CHEMBL5431518,P00915,5.52,,,0.5454
P00918_CHEMBL5433200,P00918,7.62,,,0.7222
P00918_CHEMBL5418092,P00918,7.22,,,0.7222
P00918_CHEMBL5431609,P00918,8.18,,,0.7598
P00918_CHEMBL5434405,P00918,8.31,,,0.7598
P00918_CHEMBL5414353,P00918,6.67,,,0.5371
P00918_CHEMBL5399412,P00918,8.29,,,0.603
P00918_CHEMBL5410769,P00918,8.4,,,0.603
P00918_CHEMBL5430974,P00918,8.2,,,0.7144
P00918_CHEMBL5420563,P00918,8.18,,,0.7144
P00918_CHEMBL5422580,P00918,5.2,,,0.625
P00918_CHEMBL5434750,P00918,5.2,,,0.625
P00918_CHEMBL5394374,P00918,7.38,,,0.7202
P00918_CHEMBL5439211,P00918,8.39,,,0.7202
P00918_CHEMBL5420568,P00918,8.43,,,0.5557
P00918_CHEMBL5429492,P00918,7.56,,,0.5928
P00918_CHEMBL5425027,P00918,5.18,,,0.4834
P00918_CHEMBL5406311,P00918,7.76,,,0.5557
P00918_CHEMBL5418946,P00918,6.34,,,0.5781
P00918_CHEMBL5395028,P00918,7.03,,,0.7451
P00918_CHEMBL5408660,P00918,7.23,,,0.8296
P00918_CHEMBL5394136,P00918,9.3,,,0.6362
P00918_CHEMBL5428616,P00918,8.21,,,0.9512
P00918_CHEMBL5411236,P00918,6.73,,,0.7144
P00918_CHEMBL5434644,P00918,7.68,,,0.8862
P00918_CHEMBL5418325,P00918,6.49,,,0.6729
P00918_CHEMBL5418448,P00918,7.14,,,0.6729
P00918_CHEMBL5396521,P00918,6.33,,,0.5254
P00918_CHEMBL5406454,P00918,7.45,,,0.8838
P00918_CHEMBL5415157,P00918,8.18,,,0.6958
P00918_CHEMBL5430687,P00918,7.11,,,0.7271
P00918_CHEMBL5402415,P00918,6.54,,,0.5806
P00918_CHEMBL5403443,P00918,8.6,,,0.5835
P00918_CHEMBL5423785,P00918,6.86,,,0.5254
P00918_CHEMBL5420806,P00918,7.39,,,0.5474
P00918_CHEMBL5408282,P00918,7.42,,,0.5474
P00918_CHEMBL5403015,P00918,6.48,,,0.6909
P00918_CHEMBL5418584,P00918,6.4,,,0.6909
P00918_CHEMBL5430954,P00918,8.31,,,0.7998
P00918_CHEMBL5398870,P00918,8.6,,,0.6128
P00918_CHEMBL5408801,P00918,8.24,,,0.769
P00918_CHEMBL5427771,P00918,7.3,,,0.5938
P00918_CHEMBL5412006,P00918,6.1,,,0.5557
P00918_CHEMBL5408039,P00918,7.57,,,0.5322
P00918_CHEMBL5417623,P00918,7.29,,,0.5864
P00918_CHEMBL5419120,P00918,7.25,,,0.731
P00918_CHEMBL5419562,P00918,6.25,,,0.6665
P00918_CHEMBL5409839,P00918,7.57,,,0.5869
P00918_CHEMBL5406763,P00918,6.63,,,0.6001
P00918_CHEMBL5398527,P00918,7.47,,,0.7021
P00918_CHEMBL5398482,P00918,6.21,,,0.7021
P00918_CHEMBL5404478,P00918,7.18,,,0.7222
P00918_CHEMBL5430744,P00918,6.08,,,0.7021
P00918_CHEMBL5404207,P00918,6.12,,,0.5625
P00918_CHEMBL5432122,P00918,7.14,,,0.6143
P00918_CHEMBL5400096,P00918,7.35,,,0.6348
P00918_CHEMBL5427772,P00918,8.06,,,0.5557
P00918_CHEMBL5439825,P00918,7.8,,,0.625
P00918_CHEMBL5424006,P00918,7.2,,,0.6035
P00918_CHEMBL5419432,P00918,6.56,,,0.4707
P00918_CHEMBL5409853,P00918,8.39,,,0.6392
P00918_CHEMBL5435757,P00918,6.09,,,0.606
P00918_CHEMBL5436128,P00918,7.99,,,0.7446
P00918_CHEMBL5411012,P00918,7.08,,,0.7256
P00918_CHEMBL5427767,P00918,6.05,,,0.7349
P00918_CHEMBL5412673,P00918,7.17,,,0.6143
P00918_CHEMBL5413719,P00918,6.64,,,0.541
P00918_CHEMBL5434757,P00918,6.73,,,0.769
P00918_CHEMBL5431226,P00918,8.21,,,0.6313
P00918_CHEMBL5400438,P00918,8.16,,,0.7319
P00918_CHEMBL5422561,P00918,6.72,,,0.4517
P00918_CHEMBL5399183,P00918,9.05,,,0.6089
P00918_CHEMBL5437429,P00918,7.79,,,0.5811
P00918_CHEMBL5418551,P00918,7.14,,,0.5884
P00918_CHEMBL5417736,P00918,6.26,,,0.5913
P00918_CHEMBL5431631,P00918,7.53,,,0.75
P00918_CHEMBL5411887,P00918,7.77,,,0.6816
P00918_CHEMBL5408930,P00918,7.25,,,0.6118
P00918_CHEMBL5406683,P00918,6.55,,,0.6143
P00918_CHEMBL5414681,P00918,6.8,,,0.5674
P00918_CHEMBL5405122,P00918,6.95,,,0.5415
P00918_CHEMBL5422492,P00918,7.36,,,0.625
P00918_CHEMBL5438275,P00918,8.15,,,0.6489
P00918_CHEMBL5411466,P00918,8.04,,,0.769
P00918_CHEMBL5419182,P00918,5.86,,,0.5249
P00918_CHEMBL5428815,P00918,8.43,,,0.8164
P00918_CHEMBL5435073,P00918,6.53,,,0.7705
P00918_CHEMBL5438823,P00918,6.44,,,0.5508
P00918_CHEMBL5406041,P00918,8.17,,,0.5762
P00918_CHEMBL5402391,P00918,6.59,,,0.5742
P00918_CHEMBL5438178,P00918,7.45,,,0.5195
P00918_CHEMBL5438727,P00918,6.64,,,0.5068
P00918_CHEMBL5433495,P00918,7.87,,,0.6211
P00918_CHEMBL5440256,P00918,7.04,,,0.521
P00918_CHEMBL5433631,P00918,6.8,,,0.5
P00918_CHEMBL5439068,P00918,8.24,,,0.6729
P00918_CHEMBL5406460,P00918,6.74,,,0.5903
P00918_CHEMBL5401486,P00918,8.22,,,0.625
P00918_CHEMBL5424643,P00918,8.54,,,0.6377
P00918_CHEMBL5438359,P00918,6.21,,,0.6948
P00918_CHEMBL5395842,P00918,7.29,,,0.5571
P00918_CHEMBL5402861,P00918,6.54,,,0.5908
P00918_CHEMBL5422807,P00918,6.51,,,0.5908
P00918_CHEMBL5415701,P00918,7.52,,,0.5366
P00918_CHEMBL5417652,P00918,8.31,,,0.52
P00918_CHEMBL5430843,P00918,7.46,,,0.4482
P00918_CHEMBL5415971,P00918,8.24,,,0.4822
P00918_CHEMBL5434579,P00918,8.26,,,0.4424
P00918_CHEMBL5427495,P00918,8.14,,,0.4426
P00918_CHEMBL5396279,P00918,8.43,,,0.426
P00918_CHEMBL5427064,P00918,7.0,,,0.4912
P00918_CHEMBL5434717,P00918,7.05,,,0.5771
P00918_CHEMBL5405313,P00918,8.36,,,0.5635
P00918_CHEMBL5428119,P00918,8.42,,,0.6348
P00918_CHEMBL5399497,P00918,6.43,,,0.7759
P00918_CHEMBL5416544,P00918,6.9,,,0.5605
P00918_CHEMBL5413914,P00918,6.77,,,0.5469
P00918_CHEMBL5435567,P00918,7.04,,,0.5073
P00918_CHEMBL5406828,P00918,8.15,,,0.6113
P00918_CHEMBL5421787,P00918,7.46,,,0.6128
P00918_CHEMBL5410832,P00918,8.24,,,0.5962
P00918_CHEMBL5396229,P00918,9.19,,,0.5762
P00918_CHEMBL5400915,P00918,8.03,,,0.7451
P00918_CHEMBL5423723,P00918,7.83,,,0.5425
P00918_CHEMBL5409485,P00918,7.24,,,0.5806
P00918_CHEMBL5411876,P00918,7.54,,,0.52
P00918_CHEMBL5430806,P00918,7.48,,,0.522
P00918_CHEMBL5427215,P00918,7.95,,,0.5308
P00918_CHEMBL5418987,P00918,8.68,,,0.5317
P00918_CHEMBL5417966,P00918,7.14,,,0.5479
P00918_CHEMBL5427397,P00918,7.38,,,0.5293
P00918_CHEMBL5393899,P00918,8.37,,,0.5923
P00918_CHEMBL5416640,P00918,7.24,,,0.6943
P00918_CHEMBL5399753,P00918,7.44,,,0.8086
P00918_CHEMBL5432003,P00918,8.36,,,0.6738
P00918_CHEMBL5399026,P00918,8.25,,,0.7002
P00918_CHEMBL5413773,P00918,8.49,,,0.6538
P00918_CHEMBL5416330,P00918,8.38,,,0.6294
P00918_CHEMBL5429247,P00918,8.42,,,0.8086
P00918_CHEMBL5438146,P00918,8.41,,,0.75
P00918_CHEMBL5400590,P00918,8.85,,,0.686
P00918_CHEMBL5423705,P00918,8.41,,,0.7349
P00918_CHEMBL5420340,P00918,8.39,,,0.7358
P00918_CHEMBL5418256,P00918,8.21,,,0.5894
P00918_CHEMBL5408414,P00918,8.77,,,0.5894
P00918_CHEMBL5422630,P00918,7.25,,,0.5454
P00918_CHEMBL5412024,P00918,8.08,,,0.4492
P00918_CHEMBL5424738,P00918,7.42,,,0.623
P00918_CHEMBL5423986,P00918,7.04,,,0.5312
P00918_CHEMBL5439333,P00918,7.38,,,0.5908
P00918_CHEMBL5435748,P00918,8.47,,,0.5439
P00918_CHEMBL5422747,P00918,7.7,,,0.521
P00918_CHEMBL5423626,P00918,7.37,,,0.5767
P00918_CHEMBL5407099,P00918,8.21,,,0.5254
P00918_CHEMBL5439232,P00918,7.97,,,0.5312
P00918_CHEMBL5412326,P00918,6.66,,,0.625
P00918_CHEMBL5404854,P00918,5.05,,,0.5083
P00918_CHEMBL5434475,P00918,7.37,,,0.5542
P00918_CHEMBL5398061,P00918,6.29,,,0.5156
P00918_CHEMBL5422153,P00918,7.81,,,0.5254
P00918_CHEMBL5395857,P00918,6.35,,,0.5073
P00918_CHEMBL5397659,P00918,6.15,,,0.625
P00918_CHEMBL5419752,P00918,6.39,,,0.7168
P00918_CHEMBL5404038,P00918,6.34,,,0.7231
P00918_CHEMBL5439318,P00918,7.08,,,0.5586
P00918_CHEMBL5405279,P00918,7.82,,,0.6948
P00918_CHEMBL5437142,P00918,6.09,,,0.5625
P00918_CHEMBL5420020,P00918,6.36,,,0.5371
P00918_CHEMBL5432770,P00918,7.3,,,0.5352
P00918_CHEMBL5395679,P00918,7.15,,,0.645
P00918_CHEMBL5424727,P00918,7.63,,,0.6128
P00918_CHEMBL5425125,P00918,7.38,,,0.3855
P00918_CHEMBL5412351,P00918,7.92,,,0.5537
P00918_CHEMBL5424664,P00918,7.34,,,0.5483
P00918_CHEMBL5420931,P00918,7.83,,,0.4854
P00918_CHEMBL5417084,P00918,7.42,,,0.5254
P00918_CHEMBL5430482,P00918,6.32,,,0.5073
P00918_CHEMBL5414077,P00918,6.36,,,0.625
P00918_CHEMBL5402143,P00918,7.45,,,0.7168
P00918_CHEMBL5426216,P00918,6.32,,,0.7231
P00918_CHEMBL5413021,P00918,6.25,,,0.5586
P00918_CHEMBL5402145,P00918,6.73,,,0.6948
P00918_CHEMBL5438010,P00918,6.14,,,0.5625
P00918_CHEMBL5421531,P00918,6.28,,,0.5371
P00918_CHEMBL5411936,P00918,6.4,,,0.5352
P00918_CHEMBL5419447,P00918,7.02,,,0.645
P00918_CHEMBL5396393,P00918,6.86,,,0.6128
P00918_CHEMBL5409658,P00918,7.37,,,0.3855
P00918_CHEMBL5413693,P00918,7.25,,,0.5537
P00918_CHEMBL5429073,P00918,6.75,,,0.5483
P00918_CHEMBL5401434,P00918,7.5,,,0.4854
P00918_CHEMBL5402497,P00918,8.08,,,0.6001
P00918_CHEMBL5412870,P00918,7.48,,,0.7666
P00918_CHEMBL5432551,P00918,8.22,,,0.7915
P00918_CHEMBL5419500,P00918,6.36,,,0.6963
P00918_CHEMBL5420864,P00918,7.76,,,0.8213
P00918_CHEMBL5432940,P00918,6.36,,,0.6768
P00918_CHEMBL5402055,P00918,6.62,,,0.772
P00918_CHEMBL5419817,P00918,8.14,,,0.7598
P00918_CHEMBL5422706,P00918,7.56,,,0.7759
P00918_CHEMBL5425202,P00918,8.12,,,0.5
P00918_CHEMBL5433765,P00918,8.1,,,0.7407
P00918_CHEMBL5420539,P00918,7.33,,,0.7759
P00918_CHEMBL5395423,P00918,7.83,,,0.5
P00918_CHEMBL5405733,P00918,7.07,,,0.7368
P00918_CHEMBL5403355,P00918,7.19,,,0.603
P00918_CHEMBL5407842,P00918,7.72,,,0.625
P00918_CHEMBL5396530,P00918,8.16,,,0.5835
P00918_CHEMBL5397521,P00918,7.94,,,0.625
P00918_CHEMBL5439370,P00918,8.35,,,0.6665
P00918_CHEMBL5415949,P00918,8.28,,,0.6665
P00918_CHEMBL5395274,P00918,6.8,,,0.5347
P00918_CHEMBL5407876,P00918,8.36,,,0.6982
P00918_CHEMBL5430374,P00918,7.24,,,0.7915
P00918_CHEMBL5403578,P00918,8.04,,,0.7798
P00918_CHEMBL5439016,P00918,7.8,,,0.6729
P00918_CHEMBL5430474,P00918,8.13,,,0.7871
P00918_CHEMBL5439521,P00918,8.19,,,0.6294
P00918_CHEMBL5433722,P00918,6.73,,,0.6904
P00918_CHEMBL5416307,P00918,7.32,,,0.6445
P00918_CHEMBL5402383,P00918,7.86,,,0.6089
P00918_CHEMBL5397739,P00918,7.27,,,0.6089
P00918_CHEMBL5399974,P00918,6.27,,,0.644
P00918_CHEMBL5420429,P00918,8.42,,,0.627
P00918_CHEMBL5414672,P00918,6.02,,,0.5674
P00918_CHEMBL5413921,P00918,6.53,,,0.6196
P00918_CHEMBL5423604,P00918,7.04,,,0.5938
P00918_CHEMBL5436862,P00918,7.55,,,0.6064
P00918_CHEMBL5422102,P00918,6.84,,,0.5557
P00918_CHEMBL5406077,P00918,7.33,,,0.6416
P00918_CHEMBL5440906,P00918,8.08,,,0.6719
P00918_CHEMBL5440763,P00918,8.21,,,0.4919
P00918_CHEMBL5436282,P00918,8.77,,,0.644
P00918_CHEMBL5411702,P00918,8.05,,,0.6719
P00918_CHEMBL5414836,P00918,8.18,,,0.4919
P00918_CHEMBL5418786,P00918,6.82,,,0.5938
P00918_CHEMBL5412077,P00918,7.0,,,0.582
