compound_id,ik,hit_full,hit_skel,Compound_structural_similarity
P00915_CHEMBL5438178,ZZJLEHFHCWNROI-UHFFFAOYSA-N,False,False,0.519480526
P00915_CHEMBL5433495,JTCGIYYQCMFLBU-UHFFFAOYSA-N,False,False,0.621212125
P00915_CHEMBL5440256,GHICSFRZQKAEBQ-UHFFFAOYSA-N,False,False,0.521126747
P00915_CHEMBL5439068,CGYVNNMDBLVCOV-UHFFFAOYSA-N,False,False,0.672727287
P00915_CHEMBL5406460,VPDVUJWSQKEZJT-UHFFFAOYSA-N,False,False,0.590163946
P00915_CHEMBL5401486,SIPKBYBNIVYTBX-UHFFFAOYSA-N,False,False,0.625
P00915_CHEMBL5424643,CPEPQCMLINGXPE-UHFFFAOYSA-N,False,False,0.637931049
P00915_CHEMBL5438359,IFIOCBLERUAAFO-UHFFFAOYSA-N,False,False,0.694915235
P00915_CHEMBL5395842,GZCWHTFSDRFJHZ-UHFFFAOYSA-N,False,False,0.557142854
P00915_CHEMBL5402861,LKDHHNQNIRYCTL-GFCCVEGCSA-N,False,False,0.590909064
P00915_CHEMBL5422807,LKDHHNQNIRYCTL-LBPRGKRZSA-N,False,False,0.590909064
P00915_CHEMBL5415701,NDGXTYNWIXJHRU-UHFFFAOYSA-N,False,False,0.536585391
P00915_CHEMBL5417652,FGOXCLFZEUIMFJ-UHFFFAOYSA-N,False,False,0.519999981
P00915_CHEMBL5430843,ALORJYJIQPGGSQ-UHFFFAOYSA-N,False,False,0.448275864
P00915_CHEMBL5415971,WQWZCRCWXXGKCN-UHFFFAOYSA-N,False,False,0.482142866
P00915_CHEMBL5434579,SONHRDHLRXQTMC-UHFFFAOYSA-N,False,False,0.442307681
P00915_CHEMBL5427495,WUVPYPNAYVLIAX-UHFFFAOYSA-N,False,False,0.44262296
P00915_CHEMBL5396279,OPDJFQOEEMDFDH-UHFFFAOYSA-N,False,False,0.42592594
P00915_CHEMBL5427064,BBWCYBPTZKUWMS-UHFFFAOYSA-N,False,False,0.491228074
P00915_CHEMBL5434717,BTSHTWLKOSYTEV-UHFFFAOYSA-N,False,False,0.576923072
P00915_CHEMBL5405313,FTGKUQUALRCYNZ-UHFFFAOYSA-N,False,False,0.563636363
P00915_CHEMBL5428119,VGUFUQKJRYXNDM-UHFFFAOYSA-N,False,False,0.634615362
P00915_CHEMBL5399497,HCIXIBGWGBUVHF-UHFFFAOYSA-N,False,False,0.775862098
P00915_CHEMBL5406828,VXHZATHSABFUEI-UHFFFAOYSA-N,False,False,0.611111104
P00915_CHEMBL5421787,PRDQLKPGJGJZPK-UHFFFAOYSA-N,False,False,0.612903237
P00915_CHEMBL5410832,CYOSAPAEFXZWBM-UHFFFAOYSA-N,False,False,0.596153855
P00915_CHEMBL5396229,RRPPKCKSMVOBSW-VGQGPFSMSA-N,False,False,0.576271176
P00915_CHEMBL5400915,IQLAYXHLNAZBOA-UHFFFAOYSA-N,False,False,0.745098054
P00915_CHEMBL5423723,NIYGRTUCJXAUEL-VGYBTVITSA-N,False,False,0.542372882
P00915_CHEMBL5409485,DXYSXKJWZKQHHF-UHFFFAOYSA-N,False,False,0.580645144
P00915_CHEMBL5411876,JQGPGULICCQCSV-UHFFFAOYSA-N,False,False,0.519999981
P00915_CHEMBL5430806,ONUOJBHQVRBQCT-UHFFFAOYSA-N,False,False,0.521739125
P00915_CHEMBL5427215,BQLJBTHPQRDMLR-UHFFFAOYSA-N,False,False,0.53061223
P00915_CHEMBL5418987,MGBZVKFQSSXFAS-UHFFFAOYSA-N,False,False,0.53191489
P00915_CHEMBL5417966,FVYMUXRPHIGZCP-UHFFFAOYSA-N,False,False,0.547619045
P00915_CHEMBL5427397,GFXJQNJZNMMUAZ-UHFFFAOYSA-N,False,False,0.529411793
P00915_CHEMBL5393899,XNGWLNOBGSCVTK-BQFCYCMXSA-N,False,False,0.592105269
P00915_CHEMBL5416640,JJCGGKPYCQHVLA-UHFFFAOYSA-N,False,False,0.694444418
P00915_CHEMBL5399753,ODSHIRVEOVEADT-UHFFFAOYSA-N,False,False,0.808510661
P00915_CHEMBL5432003,NSVJHAIFKLYTIG-UHFFFAOYSA-N,False,False,0.673913062
P00915_CHEMBL5399026,RUQKNNVCYAVVBB-UHFFFAOYSA-N,False,False,0.699999988
P00915_CHEMBL5413773,LPOJLKJAYFPPCR-UHFFFAOYSA-N,False,False,0.653846145
P00915_CHEMBL5416330,JRNLVIFRGFRMNF-UHFFFAOYSA-N,False,False,0.629629612
P00915_CHEMBL5429247,XIJWHCUWSWDAQZ-UHFFFAOYSA-N,False,False,0.808510661
P00915_CHEMBL5438146,UTJPQLJYANJIHJ-UHFFFAOYSA-N,False,False,0.75
P00915_CHEMBL5400590,PFGCNCYJCMGGGZ-UHFFFAOYSA-N,False,False,0.686274529
P00915_CHEMBL5423705,BKAUZZPCYMWECJ-UHFFFAOYSA-N,False,False,0.734693885
P00915_CHEMBL5420340,LHWNFQORZAPTFK-UHFFFAOYSA-N,False,False,0.735849082
P00915_CHEMBL5418256,KWDVVKUGWLQPKD-ILYVXUQDSA-N,False,False,0.589285731
P00915_CHEMBL5408414,KWDVVKUGWLQPKD-RDHIYWLCSA-N,False,False,0.589285731
P00915_CHEMBL5422630,NIBXWPVTUDWSAY-FIXSFTCYSA-N,False,False,0.545454562
P00915_CHEMBL5412024,PPWNWLVDXHWRML-ONTIZHBOSA-N,False,False,0.43877551
P00915_CHEMBL5424738,PYUKJNGCYVMNAJ-ZOBUZTSGSA-N,False,False,0.622950792
P00915_CHEMBL5423986,UXXVSKZULVAJOF-JYJNAYRXSA-N,False,False,0.53125
P00915_CHEMBL5439333,JUMVFSWBOHODCZ-UHFFFAOYSA-N,False,False,0.590909064
P00915_CHEMBL5435748,QVKUNAKTFMAUJW-UHFFFAOYSA-N,False,False,0.54411763
P00915_CHEMBL5422747,WTQFRNPZZFQLLL-UHFFFAOYSA-N,False,False,0.521126747
P00915_CHEMBL5423626,BFCLBKQIMYAQPY-BJLQDIEVSA-N,False,False,0.576470613
P00915_CHEMBL5407099,NSNMVCGWTYPYMX-FUDKSRODSA-N,False,False,0.525423706
P00915_CHEMBL5439232,VLUZPBWAZBJQLD-KKUMJFAQSA-N,False,False,0.53125
P00915_CHEMBL5412326,MQQINZDUKHAUGJ-LNLFQRSKSA-N,False,False,0.625
P00915_CHEMBL5404854,ADISGBQVYFRLKB-ONTIZHBOSA-N,False,False,0.508196712
P00915_CHEMBL5434475,BLPFRQZLLDKZGB-LNLFQRSKSA-N,False,False,0.554054081
P00915_CHEMBL5398061,LHXRFFVHOQKVOC-GFCCVEGCSA-N,False,False,0.515625
P00915_CHEMBL5422153,XFOOXOCSAXINFV-LLVKDONJSA-N,False,False,0.525423706
P00915_CHEMBL5395857,FIFHTBRNDHDQRL-SNVBAGLBSA-N,False,False,0.507246375
P00915_CHEMBL5397659,YSCAFGPFKLJWHV-GFCCVEGCSA-N,False,False,0.625
P00915_CHEMBL5419752,DOPLSTZDQOBCEK-CYBMUJFWSA-N,False,False,0.716666639
P00915_CHEMBL5404038,YDHNVOCAWONJTO-LLVKDONJSA-N,False,False,0.72307694
P00915_CHEMBL5439318,OZLZJWIFJUNZOL-LLVKDONJSA-N,False,False,0.558823526
P00915_CHEMBL5405279,MAAQNYHAYSKSLH-CYBMUJFWSA-N,False,False,0.694915235
P00915_CHEMBL5437142,QXQVZTZWBBZTHB-QGZVFWFLSA-N,False,False,0.541666687
P00915_CHEMBL5420020,HGLYTFYXKZEQKR-GFCCVEGCSA-N,False,False,0.537313461
P00915_CHEMBL5432770,GDZQLCCHUMZPNP-CYBMUJFWSA-N,False,False,0.535211265
P00915_CHEMBL5395679,OFLLPDPQISYRJB-LLVKDONJSA-N,False,False,0.645161271
P00915_CHEMBL5424727,JCECPTHRURCVHN-LLVKDONJSA-N,False,False,0.612903237
P00915_CHEMBL5425125,CWLHKJWOLFDCHM-QGZVFWFLSA-N,False,False,0.385542154
P00915_CHEMBL5412351,ZLHNFAACGAYJNG-CYBMUJFWSA-N,False,False,0.55384618
P00915_CHEMBL5424664,RURNFMSWOBQBQV-CYBMUJFWSA-N,False,False,0.54838711
P00915_CHEMBL5420931,KLQZWEYDBHOBOL-LLVKDONJSA-N,False,False,0.485294104
P00915_CHEMBL5417084,XFOOXOCSAXINFV-NSHDSACASA-N,False,False,0.525423706
P00915_CHEMBL5430482,FIFHTBRNDHDQRL-JTQLQIEISA-N,False,False,0.507246375
P00915_CHEMBL5414077,YSCAFGPFKLJWHV-LBPRGKRZSA-N,False,False,0.625
P00915_CHEMBL5402143,DOPLSTZDQOBCEK-ZDUSSCGKSA-N,False,False,0.716666639
P00915_CHEMBL5426216,YDHNVOCAWONJTO-NSHDSACASA-N,False,False,0.72307694
P00915_CHEMBL5413021,OZLZJWIFJUNZOL-NSHDSACASA-N,False,False,0.558823526
P00915_CHEMBL5402145,MAAQNYHAYSKSLH-ZDUSSCGKSA-N,False,False,0.694915235
P00915_CHEMBL5438010,QXQVZTZWBBZTHB-KRWDZBQOSA-N,False,False,0.541666687
P00915_CHEMBL5421531,HGLYTFYXKZEQKR-LBPRGKRZSA-N,False,False,0.537313461
P00915_CHEMBL5411936,GDZQLCCHUMZPNP-ZDUSSCGKSA-N,False,False,0.535211265
P00915_CHEMBL5419447,OFLLPDPQISYRJB-NSHDSACASA-N,False,False,0.645161271
P00915_CHEMBL5396393,JCECPTHRURCVHN-NSHDSACASA-N,False,False,0.612903237
P00915_CHEMBL5409658,CWLHKJWOLFDCHM-KRWDZBQOSA-N,False,False,0.385542154
P00915_CHEMBL5413693,ZLHNFAACGAYJNG-ZDUSSCGKSA-N,False,False,0.55384618
P00915_CHEMBL5429073,RURNFMSWOBQBQV-ZDUSSCGKSA-N,False,False,0.54838711
P00915_CHEMBL5401434,KLQZWEYDBHOBOL-NSHDSACASA-N,False,False,0.485294104
P00915_CHEMBL5402497,CPGFSNUZSQCPLL-YDHLFZDLSA-N,False,False,0.566666663
P00915_CHEMBL5412870,XWMJNVUDKLLXAI-YDHLFZDLSA-N,False,False,0.732142866
P00915_CHEMBL5432551,BFCSAMMEIRZRTL-UHFFFAOYSA-N,False,False,0.791666687
P00915_CHEMBL5419500,VPTBDVGIPAWKIQ-UHFFFAOYSA-N,False,False,0.696428597
P00915_CHEMBL5420864,SWUUKXHSXJMHGU-UHFFFAOYSA-N,False,False,0.821428597
P00915_CHEMBL5432940,NSLQDVBMSOJHFH-UHFFFAOYSA-N,False,False,0.676923096
P00915_CHEMBL5402055,GYAIZZVMWJYEMD-UHFFFAOYSA-N,False,False,0.771929801
P00915_CHEMBL5419817,VSSITLOFHBZIIL-UHFFFAOYSA-N,False,False,0.75999999
P00915_CHEMBL5422706,MMXXEFWUHKQSJH-CYBMUJFWSA-N,False,False,0.775862098
P00915_CHEMBL5425202,TZQMARCGMVCRDN-GFCCVEGCSA-N,False,False,0.5
P00915_CHEMBL5433765,AVVYBGKZHMLYNV-CYBMUJFWSA-N,False,False,0.649122834
P00915_CHEMBL5420539,MMXXEFWUHKQSJH-ZDUSSCGKSA-N,False,False,0.775862098
P00915_CHEMBL5395423,TZQMARCGMVCRDN-LBPRGKRZSA-N,False,False,0.5
P00915_CHEMBL5405733,VZPXSEYTSFPPBI-UHFFFAOYSA-N,False,False,0.736842096
P00915_CHEMBL5403355,LAKUGUCGXZVQEE-UHFFFAOYSA-N,False,False,0.603174627
P00915_CHEMBL5407842,TWNBFLYFNRTBNB-CYBMUJFWSA-N,False,False,0.625
P00915_CHEMBL5396530,QGZPJORAZASRSN-CYBMUJFWSA-N,False,False,0.576271176
P00915_CHEMBL5397521,TWNBFLYFNRTBNB-ZDUSSCGKSA-N,False,False,0.625
P00915_CHEMBL5439370,UZICFNNDQYSEFG-SFFUCWETSA-N,False,False,0.666666687
P00915_CHEMBL5415949,UZICFNNDQYSEFG-ICUGJSFKSA-N,False,False,0.666666687
P00915_CHEMBL5395274,CFRQBHZOCGBWDS-RMKNXTFCSA-N,False,False,0.534482777
P00915_CHEMBL5407876,SHDJQHSRHVCNIF-UHFFFAOYSA-N,False,False,0.698113203
P00915_CHEMBL5430374,CAMAPKNMNKLJGK-UHFFFAOYSA-N,False,False,0.791666687
P00915_CHEMBL5403578,SXULHRZVOJNSLM-UHFFFAOYSA-N,False,False,0.779999971
P00915_CHEMBL5439016,QEPZQARHHYAPAJ-UHFFFAOYSA-N,False,False,0.672727287
P00915_CHEMBL5430474,PVFMDVQUGFYVGS-UHFFFAOYSA-N,False,False,0.787234068
P00915_CHEMBL5439521,JTIQRJKTATWBIT-UHFFFAOYSA-N,False,False,0.629629612
P00915_CHEMBL5433722,XXGMOMHNKQPBKI-ZIQFBCGOSA-N,False,False,0.690476179
P00915_CHEMBL5416307,NIQIGNHEHFIPGG-IIRVCBMXSA-N,False,False,0.644444466
P00915_CHEMBL5402383,VNWKPHNIXMNPGQ-ZIQFBCGOSA-N,False,False,0.608695626
P00915_CHEMBL5397739,VNWKPHNIXMNPGQ-IIRVCBMXSA-N,False,False,0.608695626
P00915_CHEMBL5399974,HLEVRSLETWDQBY-UHFFFAOYSA-N,False,False,0.644067824
P00915_CHEMBL5420429,RLTJTXDLOQHGDZ-UHFFFAOYSA-N,False,False,0.627118647
P00915_CHEMBL5414672,JOOBCMGRFVLNKS-UHFFFAOYSA-N,False,False,0.567164183
P00915_CHEMBL5413921,ILDXUIQIYSEQCT-UHFFFAOYSA-N,False,False,0.619718313
P00915_CHEMBL5423604,HCPNTNXPZHNLDK-UHFFFAOYSA-N,False,False,0.59375
P00915_CHEMBL5436862,GZHFJUUKPRLBLE-UHFFFAOYSA-N,False,False,0.606557369
P00915_CHEMBL5422102,FSVADAMYVYABPG-UHFFFAOYSA-N,False,False,0.555555582
P00915_CHEMBL5406077,VATWNGLKRPPFRJ-YDHLFZDLSA-N,False,False,0.629032254
P00915_CHEMBL5440906,HNXQPQLHQMZIIO-CYBMUJFWSA-N,False,False,0.671875
P00915_CHEMBL5440763,FNCNVIQPHOCAGW-GFCCVEGCSA-N,False,False,0.492063493
P00915_CHEMBL5436282,GOWQSNLJQVTEQN-CYBMUJFWSA-N,False,False,0.616666675
P00915_CHEMBL5411702,HNXQPQLHQMZIIO-ZDUSSCGKSA-N,False,False,0.671875
P00915_CHEMBL5414836,FNCNVIQPHOCAGW-LBPRGKRZSA-N,False,False,0.492063493
P00915_CHEMBL5418786,FTUXEEBDSSIQPA-UHFFFAOYSA-N,False,False,0.59375
P00915_CHEMBL5412077,QAYXVHFOFPNFQV-UHFFFAOYSA-N,False,False,0.581818163
P00915_CHEMBL5433578,MYQLYLVPBOSXDN-UHFFFAOYSA-N,False,False,0.537037015
P00915_CHEMBL5399204,YDUJMIZEUWJICH-CYBMUJFWSA-N,False,False,0.602941155
P00915_CHEMBL5433154,KCHMTPHYMJFNEW-GFCCVEGCSA-N,False,False,0.514705896
P00915_CHEMBL5409881,UCSMZVJPTHKUHN-CYBMUJFWSA-N,False,False,0.555555582
P00915_CHEMBL5403938,YDUJMIZEUWJICH-ZDUSSCGKSA-N,False,False,0.602941155
P00915_CHEMBL5421790,KCHMTPHYMJFNEW-LBPRGKRZSA-N,False,False,0.514705896
P00915_CHEMBL5432812,PGROUBRFXAGLCW-ZKWXMUAHSA-N,False,False,0.607142866
P00915_CHEMBL5408885,ZRXNNNLXDZLQEL-AWQFTUOYSA-N,False,False,0.789473712
P00915_CHEMBL5403077,NHXJYIFPYTZJPY-AWQFTUOYSA-N,False,False,0.65625
P00915_CHEMBL5420858,ONFHWJUGRMUDHQ-ZVBGSRNCSA-N,False,False,0.590163946
P00915_CHEMBL5396677,QOFOEVNYGMELQV-AWQFTUOYSA-N,False,False,0.600000024
P00915_CHEMBL5413403,QGPDQLORMJTCKM-QGMBQPNBSA-N,False,False,0.615384638
P00915_CHEMBL5410282,IOUTWIGNKRIKAZ-URYVQPGZSA-N,False,False,0.436363637
P00915_CHEMBL5422467,LIYTWZDPIGJWAT-UHFFFAOYSA-N,False,False,0.627451003
P00915_CHEMBL5417595,NGCNTSFHNCDCDJ-FIXSFTCYSA-N,False,False,0.516666651
P00915_CHEMBL5402892,WHCLZRQHEBAUHJ-UHFFFAOYSA-N,False,False,0.688524604
P00915_CHEMBL5421078,PBFLVGJFFQOHPJ-UHFFFAOYSA-N,False,False,0.520833313
P00915_CHEMBL5435151,IDBAGAFMJQAVCF-UHFFFAOYSA-N,False,False,0.5
P00915_CHEMBL5404239,QIWCFKBYVRVGLH-UHFFFAOYSA-N,False,False,0.551724136
P00915_CHEMBL5440220,KNZBJGVIIFMHFD-UHFFFAOYSA-N,False,False,0.571428597
P00915_CHEMBL5400662,PVFIKRUIKGHNIS-UHFFFAOYSA-N,False,False,0.5
P00915_CHEMBL5436091,YCPYKMUPRIKDKJ-UHFFFAOYSA-N,False,False,0.53191489
P00915_CHEMBL5415766,STRKIRKKIBQSAK-UHFFFAOYSA-N,False,False,0.534883738
P00915_CHEMBL5431518,CKFBETOZPBRHSF-UHFFFAOYSA-N,False,False,0.545454562
P00918_CHEMBL5433200,JAPWBQCQUOSIEM-OBKDMQGPSA-N,False,False,0.722222209
P00918_CHEMBL5418092,JAPWBQCQUOSIEM-CXQPBAHBSA-N,False,False,0.722222209
P00918_CHEMBL5431609,KWPJXRHMANTYFB-OBKDMQGPSA-N,False,False,0.75999999
P00918_CHEMBL5434405,KWPJXRHMANTYFB-CXQPBAHBSA-N,False,False,0.75999999
P00918_CHEMBL5414353,WPLLGPNHNUOMGV-FOORKGQUSA-N,False,False,0.537313461
P00918_CHEMBL5399412,JYWGGDIASDQSSD-NUPXYHBHSA-N,False,False,0.602941155
P00918_CHEMBL5410769,JYWGGDIASDQSSD-VJIOPBFVSA-N,False,False,0.602941155
P00918_CHEMBL5430974,VSEAUONETIOWGP-RTJMFUJLSA-N,False,False,0.714285731
P00918_CHEMBL5420563,VSEAUONETIOWGP-CAKRBILKSA-N,False,False,0.714285731
P00918_CHEMBL5422580,IMICQPBFCNDVPC-PKOFMYQESA-N,False,False,0.625
P00918_CHEMBL5434750,IMICQPBFCNDVPC-ZKIDJSGLSA-N,False,False,0.625
P00918_CHEMBL5394374,GKNYVICIQGNERP-OBKDMQGPSA-N,False,False,0.720000029
P00918_CHEMBL5439211,GKNYVICIQGNERP-CXQPBAHBSA-N,False,False,0.720000029
P00918_CHEMBL5420568,CODOYFSQOXGEKI-SFFUCWETSA-N,False,False,0.555555582
P00918_CHEMBL5429492,GEPXKKLRMYWXND-ICUGJSFKSA-N,False,False,0.592592597
P00918_CHEMBL5425027,BWFBBSDBGYPACG-XNJHUCFUSA-N,False,False,0.483333319
P00918_CHEMBL5406311,CODOYFSQOXGEKI-ICUGJSFKSA-N,False,False,0.555555582
P00918_CHEMBL5418946,HUSLICSGYCKUIR-UHFFFAOYSA-N,False,False,0.578125
P00918_CHEMBL5395028,VVWPYIUMZAKJOT-UHFFFAOYSA-N,False,False,0.745098054
P00918_CHEMBL5408660,LQUQJUOOLFKOSO-LTGZKZEYSA-N,False,False,0.829787254
P00918_CHEMBL5394136,HVPOBFJNXNIEGT-LTGZKZEYSA-N,False,False,0.636363626
P00918_CHEMBL5428616,JCHMBMKFELRULG-CAPFRKAQSA-N,False,False,0.951219499
P00918_CHEMBL5411236,ZPRNRHVZUXUSQS-CAPFRKAQSA-N,False,False,0.714285731
P00918_CHEMBL5434644,LSNLEQVVAXRTBM-HMMYKYKNSA-N,False,False,0.886363626
P00918_CHEMBL5418325,IXVUWFHZNCLEHV-HMMYKYKNSA-N,False,False,0.673076928
P00918_CHEMBL5418448,LZLTUDYFBGBMDX-RCCKNPSSSA-N,False,False,0.673076928
P00918_CHEMBL5396521,ODBQOFQAPQVSGM-RCCKNPSSSA-N,False,False,0.525423706
P00918_CHEMBL5406454,DZGDAJDXLWCVEJ-XDJHFCHBSA-N,False,False,0.883720934
P00918_CHEMBL5415157,OULFJNUSHKTYOH-XDJHFCHBSA-N,False,False,0.680000007
P00918_CHEMBL5430687,YKWOJEJSDIYNCK-HMMYKYKNSA-N,False,False,0.727272749
P00918_CHEMBL5402415,OFIZPJSKLVIVNG-HMMYKYKNSA-N,False,False,0.580645144
P00918_CHEMBL5403443,FBWCDZDPENGCFS-UHFFFAOYSA-N,False,False,0.583333313
P00918_CHEMBL5423785,IDRXDTIJYBJAEM-UHFFFAOYSA-N,False,False,0.525423706
P00918_CHEMBL5420806,ORWFINKCFKZTRU-UHFFFAOYSA-N,False,False,0.547169805
P00918_CHEMBL5408282,VUWPGZCTNKFYMH-UHFFFAOYSA-N,False,False,0.547169805
P00918_CHEMBL5403015,YFCOFTLHQOGHBV-UHFFFAOYSA-N,False,False,0.690909088
P00918_CHEMBL5418584,QJMAMZFVLABRRZ-UHFFFAOYSA-N,False,False,0.690909088
P00918_CHEMBL5430954,KBDQNTITVPILJO-UHFFFAOYSA-N,False,False,0.800000012
P00918_CHEMBL5398870,ODHQVOWCJNWGJT-UHFFFAOYSA-N,False,False,0.612903237
P00918_CHEMBL5408801,VZBGQHSBAIOAIQ-UHFFFAOYSA-N,False,False,0.769230783
P00918_CHEMBL5427771,OWZOOAOLQAMEPG-UHFFFAOYSA-N,False,False,0.59375
P00918_CHEMBL5412006,MZWFNJJPXNVDPU-UHFFFAOYSA-N,False,False,0.555555582
P00918_CHEMBL5408039,DKGRULUNCHTQJI-UHFFFAOYSA-N,False,False,0.532258093
P00918_CHEMBL5417623,LMQGNHWQIXYVJD-UHFFFAOYSA-N,False,False,0.586206913
P00918_CHEMBL5419120,QXNAMODSZDFGKT-UHFFFAOYSA-N,False,False,0.730769217
P00918_CHEMBL5419562,JFYQHSPNAYLJRN-UHFFFAOYSA-N,False,False,0.666666687
P00918_CHEMBL5409839,UPAKNGUBVJPMDA-UHFFFAOYSA-N,False,False,0.586956501
P00918_CHEMBL5406763,RIFVVUUGERXWIY-UHFFFAOYSA-N,False,False,0.600000024
P00918_CHEMBL5398527,DCMRGNSARQJDLM-UHFFFAOYSA-N,False,False,0.702127635
P00918_CHEMBL5398482,MXTYBSMRNGDIQI-UHFFFAOYSA-N,False,False,0.702127635
P00918_CHEMBL5404478,JSSFSRDUSRBMJE-UHFFFAOYSA-N,False,False,0.722222209
P00918_CHEMBL5430744,SUJNLCAPXPDFJD-UHFFFAOYSA-N,False,False,0.702127635
P00918_CHEMBL5404207,AGOBQBPWEZAJGQ-UHFFFAOYSA-N,False,False,0.5625
P00918_CHEMBL5432122,GTGGSCVIIRKEOU-UHFFFAOYSA-N,False,False,0.61403507
P00918_CHEMBL5400096,HKMCSSRPTZLJPV-UHFFFAOYSA-N,False,False,0.634615362
P00918_CHEMBL5427772,WYYLXPSCNTUSRW-UHFFFAOYSA-N,False,False,0.555555582
P00918_CHEMBL5439825,IRNFDGGRPSGOTE-UHFFFAOYSA-N,False,False,0.625
P00918_CHEMBL5424006,VMNKBYZDOJQBIH-SSDVNMTOSA-N,False,False,0.603448272
P00918_CHEMBL5419432,XVCWHNLYGWNYPC-GNKBHMEESA-N,False,False,0.470588237
P00918_CHEMBL5409853,ONUFUYUXMONZFL-UHFFFAOYSA-N,False,False,0.639344275
P00918_CHEMBL5435757,LMNUAUSFXLTVAJ-UHFFFAOYSA-N,False,False,0.606060624
P00918_CHEMBL5436128,CZZVNDSYRYZFJU-UHFFFAOYSA-N,False,False,0.744680822
P00918_CHEMBL5411012,HQGWSNNXBRZSPC-UHFFFAOYSA-N,False,False,0.725490212
P00918_CHEMBL5427767,ZLQFARKGJOSLEV-UHFFFAOYSA-N,False,False,0.734693885
P00918_CHEMBL5412673,CLFJSQILDVYGBK-UHFFFAOYSA-N,False,False,0.61403507
P00918_CHEMBL5413719,HYIVABKUWHLVSF-UHFFFAOYSA-N,False,False,0.540983617
P00918_CHEMBL5434757,HKRULHFXTVOAJA-UHFFFAOYSA-N,False,False,0.769230783
P00918_CHEMBL5431226,XQIIKHHHBXHMHY-UHFFFAOYSA-N,False,False,0.631578922
P00918_CHEMBL5400438,NAZNNIPXYUKZQQ-UHFFFAOYSA-N,False,False,0.732142866
P00918_CHEMBL5422561,UWPJANIOFXYDOC-UHFFFAOYSA-N,False,False,0.45161289
P00918_CHEMBL5399183,ATBYVQKRVYGWAP-UHFFFAOYSA-N,False,False,0.608695626
P00918_CHEMBL5437429,KKUXJTUFYBZINZ-UHFFFAOYSA-N,False,False,0.581081092
P00918_CHEMBL5418551,HJFUVWHFUJMBIL-UHFFFAOYSA-N,False,False,0.588235319
P00918_CHEMBL5417736,UPDJXCSVBXSCHE-UHFFFAOYSA-N,False,False,0.591549277
P00918_CHEMBL5431631,ZIXVQKPLYKBLNK-UHFFFAOYSA-N,False,False,0.75
P00918_CHEMBL5411887,HECNGWNECSETNF-UHFFFAOYSA-N,False,False,0.681818187
P00918_CHEMBL5408930,DHKPFAGTOODDJW-UHFFFAOYSA-N,False,False,0.611940324
P00918_CHEMBL5406683,RRBKWQJBCXMXIW-UHFFFAOYSA-N,False,False,0.614285707
P00918_CHEMBL5414681,HKKMRTDTKPIQDA-UHFFFAOYSA-N,False,False,0.567164183
P00918_CHEMBL5405122,OFDSMHBYMLGSEU-UHFFFAOYSA-N,False,False,0.541666687
P00918_CHEMBL5422492,RZVCBSGZKOFRJK-UFFVCSGVSA-N,False,False,0.625
P00918_CHEMBL5438275,PXXJMRSTMBBDNC-UHFFFAOYSA-N,False,False,0.649122834
P00918_CHEMBL5411466,DFIXSMFGGXZVOF-UHFFFAOYSA-N,False,False,0.769230783
P00918_CHEMBL5419182,GNCVTHLRVNSSBF-LSQMVHIFSA-N,False,False,0.524999976
P00918_CHEMBL5428815,CLGHEGZXCNFRHB-UHFFFAOYSA-N,False,False,0.816326559
P00918_CHEMBL5435073,QSRRCGURRYTUIW-UHFFFAOYSA-N,False,False,0.770491779
P00918_CHEMBL5438823,DLIQSOMUXNBLBX-UHFFFAOYSA-N,False,False,0.550724626
P00918_CHEMBL5406041,ONKCUILMOYKXKT-UHFFFAOYSA-N,False,False,0.576271176
P00918_CHEMBL5402391,OUKDOMCENIUHQE-UHFFFAOYSA-N,False,False,0.57407409
P00918_CHEMBL5438178,ZZJLEHFHCWNROI-UHFFFAOYSA-N,False,False,0.519480526
P00918_CHEMBL5438727,XQWQFSXGSTZKRX-UHFFFAOYSA-N,False,False,0.50666666
P00918_CHEMBL5433495,JTCGIYYQCMFLBU-UHFFFAOYSA-N,False,False,0.621212125
P00918_CHEMBL5440256,GHICSFRZQKAEBQ-UHFFFAOYSA-N,False,False,0.521126747
P00918_CHEMBL5433631,PWFKWUVNXOXPQY-UHFFFAOYSA-N,False,False,0.5
P00918_CHEMBL5439068,CGYVNNMDBLVCOV-UHFFFAOYSA-N,False,False,0.672727287
P00918_CHEMBL5406460,VPDVUJWSQKEZJT-UHFFFAOYSA-N,False,False,0.590163946
P00918_CHEMBL5401486,SIPKBYBNIVYTBX-UHFFFAOYSA-N,False,False,0.625
P00918_CHEMBL5424643,CPEPQCMLINGXPE-UHFFFAOYSA-N,False,False,0.637931049
P00918_CHEMBL5438359,IFIOCBLERUAAFO-UHFFFAOYSA-N,False,False,0.694915235
P00918_CHEMBL5395842,GZCWHTFSDRFJHZ-UHFFFAOYSA-N,False,False,0.557142854
P00918_CHEMBL5402861,LKDHHNQNIRYCTL-GFCCVEGCSA-N,False,False,0.590909064
P00918_CHEMBL5422807,LKDHHNQNIRYCTL-LBPRGKRZSA-N,False,False,0.590909064
P00918_CHEMBL5415701,NDGXTYNWIXJHRU-UHFFFAOYSA-N,False,False,0.536585391
P00918_CHEMBL5417652,FGOXCLFZEUIMFJ-UHFFFAOYSA-N,False,False,0.519999981
